k	rep	MSE
1	1	0.9467942356763099
2	1	0.7815783744560624
3	1	0.7189382255652786
4	1	0.691989157735326
5	1	0.6719921282241058
6	1	0.6438485886236927
7	1	0.6328440524408417
8	1	0.6224083185904401
9	1	0.6155419386764285
10	1	0.6043069774593176
11	1	0.6138807249928677
12	1	0.6135540536693573
13	1	0.6003406430329781
14	1	0.5990431654899301
15	1	0.5866512908741448
16	1	0.593635158164659
17	1	0.5840284325335318
18	1	0.5835165353127096
19	1	0.5799133652136876
20	1	0.5854749425631341
21	1	0.582951949271001
22	1	0.5834245401005405
23	1	0.5818246656761893
24	1	0.5914210655470064
25	1	0.584233433220253
26	1	0.5767579323907392
27	1	0.5826512971123257
28	1	0.5893237157281322
29	1	0.5852063976574678
30	1	0.592182814050397
31	1	0.5876108366191048
32	1	0.6093373522365266
33	1	0.6050416071368984
34	1	0.6044893412120925
35	1	0.58780800178128
36	1	0.6042608036046926
37	1	0.5923507871993158
38	1	0.6025436877304758
39	1	0.6138718087799898
40	1	0.617971998946324
41	1	0.6082445187492499
42	1	0.629832868377958
43	1	0.6110127584785724
44	1	0.6121224521742313
45	1	0.6143845957484164
46	1	0.633689187827857
47	1	0.6382307048517564
48	1	0.6477380191348877
49	1	0.62804155602733
50	1	0.6108166504040007
1	2	0.9557635973525791
2	2	0.7761012122985027
3	2	0.7223520430304979
4	2	0.7026571643726816
5	2	0.6614334806666763
6	2	0.6519062709044215
7	2	0.6483720368723845
8	2	0.6263513923682175
9	2	0.6293395973195831
10	2	0.6267133571029204
11	2	0.6216013634442411
12	2	0.6067305888927876
13	2	0.595546553093321
14	2	0.5977658425928015
15	2	0.5925371417684786
16	2	0.5887839331231633
17	2	0.5809979070356064
18	2	0.5826763886069198
19	2	0.596945757334117
20	2	0.5983030183046283
21	2	0.5948617028544886
22	2	0.5788802592946418
23	2	0.5918553252569884
24	2	0.6065784007537656
25	2	0.5978834450679523
26	2	0.6020149485501417
27	2	0.5967620537615784
28	2	0.6023903428193604
29	2	0.6017148859238854
30	2	0.5959889177050449
31	2	0.612565177465783
32	2	0.6140023368085805
33	2	0.622748859202177
34	2	0.6185905022698591
35	2	0.6001338010514015
36	2	0.6230697290421197
37	2	0.610596294352413
38	2	0.6235089361942251
39	2	0.6069076931167506
40	2	0.6292767613918491
41	2	0.6182872764370078
42	2	0.6251598318975206
43	2	0.6207969104710946
44	2	0.6220926021746946
45	2	0.6368772293567119
46	2	0.6293912324146178
47	2	0.6222390958027961
48	2	0.6353507859266022
49	2	0.6278614911675762
50	2	0.6453471472028639
1	3	0.9497330888182758
2	3	0.7892823394069333
3	3	0.7363449001881726
4	3	0.703007792223319
5	3	0.6868623483492454
6	3	0.6633545276728021
7	3	0.650875029054132
8	3	0.6446544367084488
9	3	0.642376393358661
10	3	0.6232207432455992
11	3	0.6246992129869585
12	3	0.620628384915205
13	3	0.621171447944793
14	3	0.6223175115693947
15	3	0.6148865754480657
16	3	0.6057943302326267
17	3	0.6140608924885023
18	3	0.6150456194300019
19	3	0.6101631058662478
20	3	0.5979457736500001
21	3	0.6173959416211264
22	3	0.6026735152277087
23	3	0.6159366178265342
24	3	0.592399686714004
25	3	0.6099288856095382
26	3	0.6088041215044535
27	3	0.6109678606451664
28	3	0.6051676075311442
29	3	0.6127316371883008
30	3	0.6224783167040558
31	3	0.6305596555888331
32	3	0.6221208163385105
33	3	0.6145031086392501
34	3	0.6240290111467971
35	3	0.6176494168554924
36	3	0.6346256381412017
37	3	0.6190664302314582
38	3	0.6229242057383817
39	3	0.6259517486733345
40	3	0.6428087702022592
41	3	0.6455940010311417
42	3	0.6410831266641739
43	3	0.6358645401685514
44	3	0.6497508821543937
45	3	0.6509749688650021
46	3	0.646998223848555
47	3	0.6398006888242725
48	3	0.6592821446878399
49	3	0.6369908705771732
50	3	0.646412730909029
