k	rep	MSE
1	1	0.9883793989966674
2	1	0.773909176714009
3	1	0.689707446213082
4	1	0.6505877754880398
5	1	0.6207583957071772
6	1	0.5957600788835591
7	1	0.5763545062135887
8	1	0.5521303026802424
9	1	0.5475863749454922
10	1	0.5287240628784432
11	1	0.5227457664367678
12	1	0.5079531982077522
13	1	0.5076789601566926
14	1	0.49616183690888205
15	1	0.48446666048659603
16	1	0.4779337882387962
17	1	0.47876306857793205
18	1	0.46707349722852554
19	1	0.4669348338270853
20	1	0.45632213162465557
21	1	0.45458202515772
22	1	0.4581070022058521
23	1	0.44796290600780236
24	1	0.4506805486457109
25	1	0.4408453613649901
26	1	0.4489045314819717
27	1	0.4375971628522469
28	1	0.4380812757953667
29	1	0.4486643038186099
30	1	0.4364930320751765
31	1	0.4345181806711393
32	1	0.43349201204873655
33	1	0.43631589614249544
34	1	0.42860547905272617
35	1	0.4298821263527151
36	1	0.43459393105725647
37	1	0.43239596966976945
38	1	0.4419574307715696
39	1	0.4305194312851406
40	1	0.44241096083833414
41	1	0.4330802481245125
42	1	0.4375346237187681
43	1	0.4400779523644365
44	1	0.4308395792961646
45	1	0.42432739115006596
46	1	0.4345085000972906
47	1	0.43193109871430324
48	1	0.42945793715948943
49	1	0.42975846778288823
50	1	0.4351760481288109
1	2	0.9919914937701306
2	2	0.768042202212491
3	2	0.6854537979426236
4	2	0.6535019911784345
5	2	0.6174381958069417
6	2	0.6000714727494839
7	2	0.5729910385962004
8	2	0.5471722949357642
9	2	0.5404056517743907
10	2	0.5172049719562342
11	2	0.5226063667002582
12	2	0.5035223668702916
13	2	0.4981466630844182
14	2	0.4977242905152333
15	2	0.48275089459817083
16	2	0.479138542941999
17	2	0.48176332730065063
18	2	0.4682418393168644
19	2	0.46421002899978125
20	2	0.4654532953461894
21	2	0.45295543607463573
22	2	0.4559883124034251
23	2	0.4465138296674519
24	2	0.4502849618435905
25	2	0.4431154287444619
26	2	0.4515521576645477
27	2	0.43795167204195934
28	2	0.4415676065166308
29	2	0.44587144474320745
30	2	0.43993770654963316
31	2	0.43381565921366316
32	2	0.43720723834379316
33	2	0.4325104613873249
34	2	0.4325701329310099
35	2	0.43781103885189643
36	2	0.4386737335365358
37	2	0.43211865550842726
38	2	0.4362895906914996
39	2	0.42988304260793164
40	2	0.4323330209190666
41	2	0.4342027120465648
42	2	0.4334362401403158
43	2	0.4435221913897836
44	2	0.4320829764876908
45	2	0.4346876864366047
46	2	0.4391246773910297
47	2	0.4347878912985253
48	2	0.4392468977838822
49	2	0.4422800746000205
50	2	0.434524589192025
1	3	0.9798888417943022
2	3	0.7601960772853733
3	3	0.6682608012815955
4	3	0.6267329956918914
5	3	0.6007794829179194
6	3	0.5829845450961604
7	3	0.5591992930015626
8	3	0.5380927871249428
9	3	0.5248152851780914
10	3	0.5040728385054412
11	3	0.5083356412076644
12	3	0.4908825498695737
13	3	0.4889157289777031
14	3	0.48281000394390183
15	3	0.4777185150532811
16	3	0.46604932536694466
17	3	0.4682102666975501
18	3	0.4567791329841835
19	3	0.4580570411457245
20	3	0.4478664962402978
21	3	0.43814977783712966
22	3	0.44751881737369775
23	3	0.4417058200952889
24	3	0.44211235306512014
25	3	0.43491346086092436
26	3	0.43621213475297377
27	3	0.4288981043526733
28	3	0.4258594618161502
29	3	0.43591778166812234
30	3	0.43529947722458623
31	3	0.41882500598174
32	3	0.43436059620940976
33	3	0.437818956592262
34	3	0.42818144190475066
35	3	0.4318388415393836
36	3	0.42507705091627807
37	3	0.4378041081581804
38	3	0.4349008475120717
39	3	0.4270502993471205
40	3	0.42376455816562836
41	3	0.41732288473351853
42	3	0.4285011084991981
43	3	0.4246824481932723
44	3	0.42513848390186804
45	3	0.42410731274553043
46	3	0.4236799336997789
47	3	0.42454437585845445
48	3	0.43666045899258454
49	3	0.4256064010393931
50	3	0.43487942667298823
