ID	S0	S1	S2	S3	S4	S5	S6	S7
10101327	40.49401868575509	0.0	60.35902777617226	0.0	0.0	0.0	0.0	0.0
10101589	36.29888948332064	35.11354713569701	0.0	33.67902557645778	0.0	0.0	0.0	0.0
10221262	65.78695134321904	0.0	0.0	0.0	0.0	0.0	30.957314633293244	11.367119536130568
10222853	22.221383835502657	41.160034425503625	0.0	29.021002495677607	0.0	0.0	0.0	12.886573091220422
10248033	5.851717793365231	33.366254474689626	27.98825490901594	23.74835441795457	11.096612945605328	0.0	0.0	0.0
10435090	3.3393231474512426	43.48230700762998	9.63989701488258	29.604800828470037	0.0	19.27026879159549	0.0	0.0
10684501	3.7993630459411767	39.231673282626254	21.517505974176647	20.424159943356283	0.0	0.0	13.50597269850015	0.0
11157783	63.3335276173545	0.0	0.0	18.23336584827479	9.212361063513674	0.0	0.0	18.876903817054565
11319389	38.48074620812343	0.0	30.997099325758196	31.9709214532692	0.0	0.0	0.0	0.0
11326252	9.074736220263783e-76	47.275782729656065	25.158556212191893	16.763433175114884	0.0	0.0	0.0	9.09756698319817
11327005	27.57999178594687	30.33626076658657	0.0	33.35111836623565	0.0	0.0	14.225512966184375	0.0
11345331	3.0664567671956865e-136	75.96621074523021	19.315277430405843	0.0	0.0	6.204953351765729e-58	5.053296075167694	0.0
11392518	0.1816313137976638	80.29098800316525	20.756924193416616	0.0	0.0	2.765326895041917e-26	0.056792801831541916	0.0
11413170	12.179108405501124	1.7133078064880546e-29	11.481520448462428	6.432090434121128	0.0	0.0	0.0	67.46586354507296
11453772	3.6676678247505605	78.84568675052289	0.0	0.0	0.0	17.07145056672386	9.306116289285024	0.0
11606935	3.410467097925893e-95	76.43288022977391	4.862886438584393	18.965062445084712	0.0	1.105129255607912	0.0	0.0
11616707	26.78451972663259	17.57122521947051	27.07524615577473	8.139295517641656	0.0	0.0	0.0	22.71016457625482
11619606	44.470979307737544	0.0	0.0	9.922555881890004	0.0	0.0	22.010672165074748	32.834440337435
11652071	31.753421855710528	17.257596715663606	0.0	7.154148286836962	0.0	0.0	0.0	50.79783806308304
1243685	12.264646664010098	0.0	34.17505111355412	1.2859684753480533e-15	0.0	49.60138445630821	0.0	11.401740535591996
14498577	57.034279865202215	0.0	0.0	0.0	0.0	45.517476991101624	0.0	0.0
14641578	19.042715587040295	0.0	36.22401090008944	15.656030255287623	11.680293655397843	8.97376797071718	13.47644558861134	0.0
15387421	15.490569783816724	9.387709585929347	0.0	34.76968863824727	46.141934909000554	0.0	0.0	0.0
20112377	53.30959009081636	0.0	34.39946390131997	18.310512559672837	0.0	0.0	0.0	0.0
20120255	5.008077659233184e-41	65.3798948338343	22.368902468074904	0.0	13.601244461334439	0.0	0.0	1.1079326118477812
20124619	42.53105397983678	0.0	0.0	15.83407461685277	34.037848389809255	0.0	0.0	23.675163052767065
20139562	5.8839918747150115	24.57384219824395	53.27488165760099	0.0	17.929463348775844	0.0	0.0	0.0
20147440	61.454942853991454	0.0	19.86856981791366	21.090776396981582	0.0	0.0	5.452028278767671	0.0
20152393	11.063385815982906	21.16028283862897	23.18457600710727	35.76132015503402	0.0	0.0	0.0	13.040616414662471
20156469	67.00441938439222	0.0	19.410750757351334	0.0	0.0	24.279497546241377	0.0	3.760664379175816
20173942	43.616557297330914	0.0	44.737100549287426	0.0	0.0	13.07297991942526	2.4530045551983464	0.0
