ID	S0	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10
10101327	36.871780048232154	0.0	43.7896331445757	0.0	0.0	0.0	0.0	0.0	14.057617956472694	14.148287222417244	8.717968687930289e-10
10101589	39.16832135060122	5.324462580044703	0.0	14.61429631190575	0.0	0.0	0.0	0.0	13.142528234928864	0.0	40.46331748905082
10221262	63.385570906326826	0.0	0.0	0.0	0.0	0.0	5.54294961051883	0.004549192145210155	14.333727404947822	0.0	33.883621613412544
10222853	26.796544452201374	49.779227608967126	0.0	29.634564311234566	0.0	0.0	0.0	7.052862288837969	0.0	0.0	0.0
10248033	12.550179832016097	7.657936536519696	15.683885024421276	17.13484461971879	3.5231027334435305	0.0	0.0	0.0	0.0	37.86218154567794	15.048696954014993
10435090	12.653961123400919	41.58154307032183	11.555615358232163	29.994148042575397	0.0	14.971039648713566	0.0	0.0	1.9386592921168788	0.6614607519687393	0.0
10684501	8.496944557219825	23.942312526723303	16.31551933882405	15.053466641606171	0.0	0.0	9.979915137306996	0.0	17.73512165055665	14.365417249768965	0.0
11157783	52.76195640155607	0.0	0.0	17.999486454510308	10.054911898312906	0.0	0.0	16.978875579766534	0.0	20.234221584412353	0.0
11319389	38.36098284381757	0.0	25.85354721089815	19.80142150433864	0.0	0.0	0.0	0.0	20.5178557975684	0.0	4.848643324532752
11326252	0.0691826265791513	51.9511202852084	28.107870333762353	21.147957973371646	0.0	0.0	0.0	2.9161041171141493	0.0	0.0	0.0
11327005	32.58671919676494	39.21300368924496	0.0	32.38118762120891	0.0	0.0	9.099296522248217	0.0	0.0	0.0	0.0
11345331	3.406683714267865e-11	68.7870826618699	22.779910774663882	0.0	0.0	2.5280483632311896	7.956512061085246	0.0	4.388554218709358	0.0	0.0
11392518	10.13911879240486	73.15204762582495	19.133718475964983	0.0	0.0	0.5071639819802469	2.4237718094859964	0.0	3.417993679879005	0.0	0.0
11413170	7.220549049078069e-8	0.13501980805475305	20.281440682771837	7.239315083396983	0.0	0.0	0.0	42.38557176039979	35.5751950446149	0.0	0.06250373985596501
11453772	10.306128739686644	50.84634937280127	0.0	0.0	0.0	19.261634870672825	10.0305290562901	0.0	12.81146391458873	2.691779432485208	10.766554145509827
11606935	0.00016939992123942799	68.87786282995782	9.782619506187356	20.318708683212225	0.0	9.051289327753862	0.0	0.0	0.0	0.13229159524529976	0.0
11616707	22.986003730102524	19.11240062799498	23.861168066320314	6.555845212472351	0.0	0.0	0.0	14.777227846672472	19.078070283546467	3.8672165726309182	0.0
11619606	31.600105947672866	0.0	0.0	13.21733760522909	0.0	0.0	14.319464379159998	20.05530113280093	0.0	37.96192637667696	0.0
11652071	22.680785822236945	16.531590603732198	0.0	7.0097132296787565	0.0	0.0	0.0	33.788991057608825	3.1882156954160097	10.969674707614383	20.626242148025796
