gene	S0	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S20	S21	S22	S23	S24	S25	S26	S27	S28
NRBP2	0.023544631549539754	0.023544631549539445	0.02354463154953957	0.023549798834656327	0.023549798834656372	0.023549798834656094	0.023544631549539653	0.023549798834656716	0.023551445850619634	0.023549798834655987	0.02354463154953965	0.023551445850619458	0.023549798834656743	0.023544631549539348	0.02354463154953962	0.023549798834656643	0.02354979883465662	0.02355144585061935	0.0235514458506197	0.023549798834656653	0.023551445850619766	0.02354463154953955	0.023549798834656573	0.023544631549539598	0.023551445850619572	0.02354463154953964	0.023544631549539508	0.02354463154953955	0.023544631549539743
KCNV2	0.02690025702885107	0.026900257028851068	0.02690025702885093	0.026899203315238044	0.026899203315237846	0.02689920331523774	0.02690025702885081	0.026899203315238155	0.026896221141360428	0.02689920331523777	0.02690025702885096	0.02689622114136082	0.026899203315238172	0.026900257028850714	0.026900257028851075	0.02689920331523836	0.026899203315238117	0.026896221141360577	0.02689622114136082	0.02689920331523811	0.026896221141361053	0.026900257028850957	0.026899203315238186	0.02690025702885087	0.026896221141360872	0.026900257028850884	0.026900257028850485	0.026900257028850884	0.026900257028851047
RLN1	0.02712258921495627	0.02712258921495638	0.027122589214956427	0.027126075491316494	0.027126075491316567	0.027126075491316563	0.027122589214956427	0.027126075491316497	0.02712206086083783	0.0271260754913165	0.027122589214956375	0.027122060860837682	0.02712607549131647	0.02712258921495638	0.027122589214956347	0.027126075491316418	0.027126075491316418	0.027122060860837738	0.027122060860837825	0.027126075491316442	0.027122060860837835	0.027122589214956333	0.027126075491316393	0.02712258921495645	0.027122060860837727	0.027122589214956368	0.027122589214956565	0.0271225892149564	0.027122589214956316
KIAA2026	0.032480213620045224	0.03248021362004566	0.03248021362004538	0.03246885013497882	0.03246885013497856	0.032468850134978945	0.03248021362004514	0.03246885013497835	0.03246818986920755	0.0324688501349791	0.03248021362004525	0.03246818986920844	0.03246885013497828	0.03248021362004549	0.03248021362004541	0.032468850134978716	0.03246885013497848	0.032468189869208255	0.03246818986920797	0.03246885013497843	0.03246818986920815	0.03248021362004547	0.0324688501349786	0.0324802136200452	0.03246818986920832	0.03248021362004518	0.032480213620044815	0.0324802136200453	0.03248021362004511
TTC39B	0.02149849127414551	0.021498491274145038	0.021498491274145444	0.021500311392346115	0.02150031139234632	0.02150031139234614	0.021498491274145683	0.021500311392346472	0.02150208082264057	0.021500311392345997	0.021498491274145555	0.02150208082263969	0.021500311392346576	0.021498491274145482	0.021498491274145257	0.021500311392346122	0.021500311392346358	0.021502080822640032	0.021502080822640046	0.02150031139234643	0.021502080822639703	0.021498491274145392	0.02150031139234632	0.021498491274145565	0.02150208082263976	0.02149849127414557	0.021498491274146072	0.021498491274145465	0.021498491274145534
PSIP1	0.02193308057228653	0.021933080572286143	0.021933080572286344	0.021937247905661338	0.02193724790566139	0.0219372479056611	0.021933080572286538	0.021937247905661768	0.021939410922950684	0.02193724790566097	0.021933080572286445	0.021939410922950164	0.021937247905661834	0.02193308057228613	0.021933080572286334	0.021937247905661615	0.021937247905661667	0.021939410922950226	0.021939410922950545	0.021937247905661716	0.0219394109229505	0.021933080572286268	0.021937247905661605	0.021933080572286424	0.0219394109229503	0.021933080572286476	0.021933080572286538	0.021933080572286358	0.021933080572286563
STOML2	0.022795801302204533	0.022795801302204145	0.022795801302204422	0.02280306809274202	0.022803068092742095	0.0228030680927419	0.022795801302204585	0.02280306809274236	0.022808652427097037	0.02280306809274184	0.02279580130220449	0.02280865242709656	0.022803068092742403	0.022795801302204346	0.022795801302204304	0.022803068092742167	0.02280306809274227	0.022808652427096694	0.022808652427096843	0.0228030680927423	0.022808652427096697	0.022795801302204374	0.0228030680927422	0.022795801302204467	0.022808652427096662	0.022795801302204505	0.0227958013022047	0.022795801302204405	0.022795801302204523
MELK	0.031526352513520144	0.03152635251352049	0.031526352513520296	0.03152305571763554	0.03152305571763531	0.03152305571763564	0.03152635251352005	0.03152305571763516	0.03152102468113452	0.03152305571763577	0.03152635251352018	0.031521024681135365	0.031523055717635126	0.03152635251352037	0.03152635251352027	0.031523055717635494	0.03152305571763531	0.03152102468113519	0.031521024681134976	0.03152305571763525	0.03152102468113513	0.031526352513520324	0.03152305571763538	0.03152635251352013	0.03152102468113523	0.03152635251352011	0.03152635251351982	0.03152635251352024	0.03152635251352004
FBXO10	0.027889507646071367	0.02788950764607131	0.02788950764607127	0.027893452551496535	0.027893452551496268	0.02789345255149637	0.0278895076460712	0.02789345255149643	0.0278881566762354	0.027893452551496497	0.027889507646071295	0.027888156676236096	0.027893452551496462	0.02788950764607128	0.027889507646071305	0.02789345255149673	0.027893452551496566	0.027888156676235926	0.02788815667623575	0.027893452551496556	0.027888156676235856	0.02788950764607137	0.027893452551496598	0.02788950764607114	0.027888156676236	0.027889507646071177	0.02788950764607089	0.0278895076460712	0.027889507646071232
KIF27	0.031221871563599693	0.03122187156360012	0.031221871563599977	0.031228810943189977	0.031228810943189918	0.03122881094319012	0.03122187156359981	0.031228810943189578	0.031234818335135167	0.031228810943190168	0.031221871563599835	0.03123481833513559	0.03122881094318949	0.031221871563600106	0.03122187156359993	0.031228810943189696	0.0312288109431896	0.031234818335135535	0.03123481833513541	0.03122881094318963	0.031234818335135573	0.031221871563599953	0.031228810943189633	0.031221871563599925	0.031234818335135504	0.031221871563599818	0.03122187156359995	0.031221871563599995	0.03122187156359968
AGTPBP1	0.02335056058014195	0.023350560580141743	0.023350560580141858	0.023341539694040448	0.02334153969404068	0.023341539694040393	0.023350560580142014	0.023341539694040785	0.023344013183468702	0.023341539694040212	0.023350560580141913	0.023344013183467977	0.023341539694040805	0.02335056058014169	0.023350560580141875	0.02334153969404052	0.0233415396940406	0.02334401318346811	0.023344013183468442	0.023341539694040674	0.023344013183468404	0.023350560580141785	0.023341539694040545	0.023350560580141965	0.02334401318346814	0.023350560580141982	0.02335056058014212	0.023350560580141882	0.023350560580142055
ECM2	0.026824853716509226	0.026824853716509174	0.026824853716509268	0.026832502232804513	0.026832502232804513	0.026832502232804572	0.026824853716509344	0.026832502232804503	0.02682719387053156	0.026832502232804558	0.02682485371650926	0.026827193870531625	0.02683250223280452	0.02682485371650937	0.026824853716509174	0.026832502232804523	0.02683250223280452	0.026827193870531663	0.026827193870531583	0.026832502232804537	0.02682719387053158	0.02682485371650925	0.026832502232804534	0.026824853716509247	0.02682719387053162	0.02682485371650925	0.026824853716509375	0.026824853716509264	0.02682485371650917
NINJ1	0.024872281201529664	0.024872281201529376	0.02487228120152944	0.02487099272798658	0.02487099272798641	0.02487099272798633	0.024872281201529376	0.024870992727986815	0.024869269057424762	0.024870992727986343	0.024872281201529553	0.024869269057424943	0.024870992727986853	0.024872281201529275	0.02487228120152949	0.024870992727986974	0.024870992727986853	0.02486926905742479	0.024869269057424984	0.024870992727986832	0.024869269057425016	0.024872281201529508	0.02487099272798687	0.024872281201529334	0.024869269057425	0.024872281201529456	0.024872281201529078	0.024872281201529345	0.024872281201529595
PTPDC1	0.026501971701646584	0.026501971701646622	0.026501971701646733	0.026516577308331703	0.026516577308331808	0.026516577308331797	0.026501971701646813	0.02651657730833172	0.02651519774380328	0.026516577308331728	0.0265019717016467	0.026515197743802982	0.026516577308331714	0.02650197170164684	0.026501971701646594	0.026516577308331596	0.026516577308331648	0.026515197743803082	0.026515197743803173	0.026516577308331693	0.026515197743803134	0.026501971701646674	0.026516577308331638	0.02650197170164681	0.026515197743803006	0.026501971701646733	0.02650197170164711	0.026501971701646778	0.026501971701646608
COL15A1	0.026256586736298257	0.026256586736298153	0.026256586736298115	0.026247819824988455	0.026247819824988385	0.02624781982498828	0.02625658673629808	0.026247819824988586	0.026238450333015823	0.026247819824988333	0.02625658673629815	0.026238450333016035	0.026247819824988562	0.026256586736297986	0.026256586736298188	0.02624781982498869	0.026247819824988583	0.026238450333015882	0.026238450333016035	0.026247819824988573	0.02623845033301612	0.026256586736298153	0.02624781982498861	0.026256586736298024	0.026238450333016052	0.02625658673629809	0.026256586736297795	0.026256586736298063	0.026256586736298226
ZNF189	0.01947081196966816	0.01947081196966756	0.019470811969668066	0.019482431159931483	0.019482431159931826	0.019482431159931427	0.019470811969668385	0.019482431159932024	0.019485557166836955	0.019482431159931212	0.01947081196966823	0.0194855571668357	0.019482431159932135	0.019470811969668024	0.019470811969667868	0.01948243115993156	0.01948243115993183	0.01948555716683607	0.019485557166836316	0.019482431159931923	0.019485557166835966	0.019470811969667986	0.019482431159931743	0.019470811969668222	0.019485557166835848	0.019470811969668256	0.019470811969668905	0.019470811969668097	0.019470811969668236
C9orf152	0.02738829827255093	0.027388298272551	0.027388298272551004	0.027386981534478525	0.027386981534478556	0.027386981534478577	0.027388298272551036	0.027386981534478477	0.027399445674557925	0.027386981534478556	0.027388298272550952	0.027399445674557998	0.02738698153447846	0.027388298272550998	0.027388298272550963	0.027386981534478456	0.027386981534478445	0.027399445674558008	0.027399445674557956	0.027386981534478477	0.02739944567455802	0.02738829827255099	0.0273869815344784	0.027388298272551004	0.027399445674557977	0.027388298272550966	0.027388298272551015	0.02738829827255101	0.027388298272550904
SUSD1	0.0298915068839794	0.029891506883979693	0.029891506883979395	0.029891033150647766	0.029891033150647593	0.029891033150647593	0.029891506883979263	0.029891033150647714	0.029886074748194987	0.029891033150647665	0.02989150688397935	0.029886074748195764	0.029891033150647617	0.029891506883979267	0.02989150688397956	0.029891033150647953	0.029891033150647693	0.029886074748195397	0.02988607474819555	0.02989103315064766	0.029886074748195948	0.029891506883979433	0.029891033150647735	0.02989150688397934	0.029886074748195744	0.02989150688397928	0.029891506883978864	0.02989150688397937	0.029891506883979412
SLC31A2	0.028377865133650197	0.028377865133650357	0.028377865133650267	0.02836482530708232	0.028364825307082273	0.028364825307082394	0.028377865133650187	0.028364825307082224	0.02835996268206698	0.028364825307082397	0.02837786513365024	0.028359962682067183	0.028364825307082186	0.02837786513365024	0.028377865133650256	0.02836482530708227	0.028364825307082214	0.028359962682067162	0.028359962682067075	0.028364825307082207	0.0283599626820671	0.02837786513365029	0.02836482530708226	0.02837786513365021	0.02835996268206713	0.028377865133650187	0.028377865133650048	0.02837786513365024	0.028377865133650183
TNFSF8	0.019539623311894308	0.01953962331189373	0.019539623311894207	0.019539691899920022	0.019539691899920428	0.019539691899920053	0.019539623311894527	0.019539691899920563	0.019535767298510722	0.0195396918999198	0.019539623311894305	0.019535767298509425	0.0195396918999207	0.019539623311894114	0.019539623311894017	0.019539691899920057	0.01953969189992036	0.01953576729850983	0.01953576729851	0.019539691899920445	0.019535767298509654	0.01953962331189409	0.019539691899920258	0.019539623311894395	0.019535767298509588	0.019539623311894405	0.019539623311895016	0.01953962331189425	0.019539623311894353
PAPPA	0.03333167851194255	0.03333167851194304	0.033331678511942804	0.033336382818513734	0.03333638281851346	0.03333638281851387	0.03333167851194253	0.033336382818513165	0.03333461586105229	0.03333638281851401	0.03333167851194268	0.03333461586105327	0.033336382818513116	0.03333167851194304	0.03333167851194276	0.03333638281851356	0.03333638281851333	0.03333461586105307	0.033334615861052776	0.0333363828185133	0.03333461586105295	0.03333167851194287	0.03333638281851348	0.03333167851194263	0.033334615861053095	0.03333167851194258	0.033331678511942395	0.03333167851194277	0.03333167851194245
DNM1	0.018727546714419178	0.018727546714418473	0.018727546714418973	0.018723633695052328	0.018723633695052658	0.018723633695052245	0.018727546714419292	0.018723633695052932	0.018725353329950428	0.018723633695052016	0.01872754671441914	0.01872535332994912	0.01872363369505305	0.0187275467144188	0.018727546714418838	0.018723633695052467	0.018723633695052776	0.01872535332994948	0.018725353329949786	0.018723633695052838	0.018725353329949415	0.0187275467144189	0.018723633695052647	0.01872754671441911	0.018725353329949315	0.01872754671441916	0.01872754671441959	0.018727546714418987	0.018727546714419244
MIGA2	0.033593277873722585	0.03359327787372306	0.03359327787372265	0.033588253070938906	0.03358825307093842	0.0335882530709388	0.03359327787372228	0.03358825307093843	0.03358530602349747	0.03358825307093901	0.03359327787372253	0.03358530602349891	0.03358825307093833	0.033593277873722634	0.03359327787372279	0.03358825307093901	0.03358825307093861	0.03358530602349844	0.033585306023498365	0.03358825307093854	0.033585306023498775	0.03359327787372278	0.03358825307093875	0.033593277873722384	0.03358530602349877	0.03359327787372241	0.03359327787372165	0.033593277873722564	0.03359327787372244
PTGES	0.028699765285919342	0.028699765285919672	0.028699765285919544	0.028697522951616317	0.02869752295161637	0.028697522951616393	0.028699765285919436	0.028697522951616188	0.028700325505734994	0.02869752295161632	0.02869976528591945	0.028700325505734963	0.028697522951616167	0.02869976528591947	0.028699765285919547	0.028697522951616157	0.028697522951616098	0.028700325505734915	0.02870032550573511	0.028697522951616143	0.028700325505735202	0.028699765285919474	0.028697522951616095	0.02869976528591959	0.028700325505734994	0.028699765285919474	0.02869976528591956	0.028699765285919554	0.028699765285919464
NTNG2	0.022675180771560628	0.02267518077156028	0.02267518077156057	0.022667438233038704	0.022667438233038992	0.022667438233038805	0.022675180771560773	0.02266743823303897	0.022677553137076104	0.02266743823303864	0.022675180771560624	0.02267755313707526	0.022667438233039083	0.02267518077156053	0.022675180771560444	0.022667438233038642	0.022667438233038857	0.022677553137075625	0.022677553137075555	0.02266743823303892	0.022677553137075333	0.022675180771560482	0.022667438233038822	0.022675180771560683	0.02267755313707533	0.02267518077156066	0.022675180771561068	0.02267518077156061	0.02267518077156065
TTF1	0.025080569398821136	0.025080569398820984	0.025080569398821126	0.02506667634103878	0.02506667634103882	0.025066676341038825	0.02508056939882112	0.025066676341038863	0.025061132064820676	0.0250666763410388	0.025080569398821136	0.025061132064820406	0.02506667634103896	0.025080569398821084	0.02508056939882104	0.025066676341038773	0.025066676341038853	0.025061132064820555	0.025061132064820486	0.025066676341038863	0.02506113206482026	0.025080569398821115	0.025066676341038884	0.025080569398821105	0.025061132064820416	0.02508056939882113	0.025080569398821164	0.02508056939882109	0.025080569398821154
CEL	0.02968311256397756	0.029683112563977772	0.029683112563977616	0.02967365509762451	0.02967365509762442	0.029673655097624586	0.02968311256397751	0.029673655097624298	0.02967956281783515	0.02967365509762464	0.029683112563977536	0.029679562817835594	0.029673655097624242	0.02968311256397762	0.02968311256397764	0.029673655097624464	0.029673655097624367	0.029679562817835493	0.029679562817835417	0.02967365509762437	0.02967956281783556	0.029683112563977637	0.029673655097624384	0.029683112563977532	0.02967956281783555	0.029683112563977515	0.029683112563977296	0.02968311256397758	0.029683112563977515
FAM163B	0.019667852568354762	0.01966785256835421	0.019667852568354644	0.019664849781114355	0.01966484978111469	0.019664849781114352	0.019667852568354953	0.01966484978111489	0.019666345615349214	0.019664849781114116	0.019667852568354745	0.019666345615347955	0.01966484978111498	0.01966785256835449	0.019667852568354495	0.019664849781114428	0.019664849781114702	0.019666345615348333	0.01966634561534858	0.01966484978111478	0.019666345615348274	0.019667852568354523	0.01966484978111459	0.019667852568354773	0.01966634561534813	0.019667852568354835	0.019667852568355314	0.01966785256835464	0.019667852568354863
SARDH	0.020732560106703917	0.020732560106703553	0.020732560106703976	0.020735651519438143	0.020735651519438677	0.020735651519438316	0.02073256010670434	0.02073565151943861	0.020741086571167203	0.02073565151943799	0.020732560106704028	0.020741086571165728	0.020735651519438653	0.020732560106703928	0.020732560106703796	0.02073565151943799	0.02073565151943835	0.020741086571166183	0.020741086571166422	0.02073565151943847	0.020741086571166165	0.020732560106703775	0.0207356515194382	0.020732560106704233	0.02074108657116593	0.020732560106704156	0.02073256010670495	0.020732560106704084	0.020732560106704098
OLFM1	0.02095524077396602	0.020955240773965638	0.02095524077396609	0.02096203350877089	0.02096203350877135	0.02096203350877101	0.020955240773966433	0.020962033508771266	0.020962991957613624	0.020962033508770735	0.02095524077396614	0.02096299195761227	0.020962033508771388	0.020955240773966113	0.02095524077396587	0.02096203350877071	0.020962033508771034	0.020962991957612764	0.020962991957612843	0.02096203350877114	0.020962991957612528	0.020955240773965923	0.020962033508770985	0.02095524077396632	0.020962991957612424	0.020955240773966252	0.020955240773967133	0.020955240773966183	0.020955240773966162
CARD9	0.026696658715137905	0.026696658715137985	0.02669665871513813	0.026701978493613315	0.026701978493613516	0.026701978493613533	0.02669665871513825	0.02670197849361325	0.026707518722438584	0.02670197849361343	0.026696658715138065	0.026707518722438192	0.026701978493613266	0.026696658715138252	0.026696658715137944	0.026701978493613027	0.02670197849361316	0.0267075187224384	0.026707518722438275	0.026701978493613224	0.02670751872243824	0.02669665871513804	0.026701978493613127	0.02669665871513821	0.026707518722438185	0.026696658715138114	0.026696658715138592	0.026696658715138145	0.026696658715137937
SNAPC4	0.031436544689939935	0.03143654468994033	0.03143654468994013	0.0314316819746404	0.03143168197464033	0.0314316819746406	0.03143654468994002	0.03143168197464	0.031428527615022586	0.03143168197464065	0.03143654468994002	0.03142852761502308	0.03143168197463993	0.031436544689940296	0.0314365446899401	0.031431681974640156	0.03143168197464009	0.031428527615023044	0.031428527615022815	0.03143168197464004	0.03142852761502295	0.03143654468994016	0.0314316819746401	0.031436544689940074	0.03142852761502298	0.03143654468994002	0.03143654468993999	0.03143654468994016	0.031436544689939915
ABCA2	0.02712708443470299	0.027127084434702825	0.027127084434702735	0.027128189184644932	0.027128189184644547	0.027128189184644543	0.027127084434702572	0.02712818918464502	0.027131292335594748	0.0271281891846447	0.02712708443470281	0.02713129233559557	0.027128189184645022	0.02712708443470255	0.02712708443470285	0.027128189184645397	0.027128189184645133	0.027131292335595195	0.02713129233559535	0.027128189184645077	0.027131292335595546	0.027127084434702874	0.027128189184645202	0.027127084434702534	0.027131292335595563	0.027127084434702683	0.02712708443470198	0.02712708443470262	0.02712708443470284
ARRDC1	0.030261636407062458	0.030261636407062746	0.030261636407062524	0.030258798118235477	0.03025879811823531	0.030258798118235404	0.03026163640706232	0.03025879811823529	0.030263903452717587	0.030258798118235477	0.03026163640706247	0.030263903452718243	0.030258798118235248	0.030261636407062482	0.030261636407062607	0.03025879811823554	0.03025879811823531	0.030263903452718018	0.03026390345271804	0.0302587981182353	0.030263903452718285	0.030261636407062587	0.030258798118235383	0.030261636407062392	0.030263903452718212	0.030261636407062396	0.03026163640706201	0.030261636407062486	0.03026163640706243
PFKFB3	0.0187703630917155	0.01877036309171492	0.018770363091715443	0.01876308351003877	0.01876308351003926	0.018763083510038865	0.0187703630917158	0.018763083510039334	0.018770284459363636	0.01876308351003856	0.01877036309171554	0.01877028445936202	0.018763083510039462	0.018770363091715325	0.01877036309171523	0.018763083510038678	0.018763083510039094	0.01877028445936257	0.018770284459362754	0.018763083510039195	0.018770284459362293	0.018770363091715283	0.018763083510038966	0.018770363091715658	0.01877028445936221	0.018770363091715665	0.018770363091716397	0.01877036309171549	0.018770363091715644
PHYH	0.024327066835938996	0.02432706683593902	0.024327066835939264	0.024332991208338872	0.024332991208339344	0.02433299120833914	0.024327066835939465	0.024332991208339063	0.024337086251632112	0.024332991208338917	0.024327066835939187	0.02433708625163106	0.024332991208339073	0.02432706683593927	0.024327066835939066	0.024332991208338588	0.024332991208338834	0.024337086251631432	0.024337086251631543	0.024332991208338935	0.0243370862516314	0.024327066835939055	0.02433299120833872	0.024327066835939482	0.024337086251631168	0.024327066835939333	0.02432706683594012	0.024327066835939357	0.024327066835939177
SVIL	0.01791698762829547	0.017916987628294745	0.017916987628295303	0.01791482263179909	0.01791482263179955	0.017914822631799065	0.017916987628295678	0.01791482263179977	0.017916824681146058	0.017914822631798777	0.017916987628295425	0.01791682468114454	0.017914822631799908	0.017916987628295147	0.017916987628295127	0.017914822631799165	0.017914822631799523	0.017916824681145003	0.01791682468114525	0.017914822631799634	0.01791682468114488	0.017916987628295144	0.017914822631799387	0.0179169876282955	0.017916824681144753	0.017916987628295532	0.017916987628296157	0.017916987628295335	0.017916987628295564
EPC1	0.02335674713447358	0.02335674713447315	0.023356747134473357	0.023356101752740787	0.023356101752740728	0.023356101752740593	0.02335674713447345	0.02335610175274109	0.023364248878209298	0.023356101752740544	0.023356747134473454	0.023364248878209135	0.023356101752741134	0.023356747134473218	0.02335674713447331	0.023356101752741068	0.023356101752741054	0.02336424887820913	0.023364248878209263	0.023356101752741092	0.023364248878209207	0.02335674713447337	0.023356101752741068	0.02335674713447331	0.023364248878209194	0.023356747134473412	0.02335674713447328	0.023356747134473315	0.023356747134473468
CUL2	0.034724790203556385	0.034724790203557	0.03472479020355658	0.03472543741758994	0.03472543741758952	0.03472543741758998	0.0347247902035562	0.034725437417589336	0.03472035960953691	0.034725437417590224	0.03472479020355642	0.03472035960953832	0.034725437417589274	0.03472479020355673	0.034724790203556635	0.034725437417589884	0.034725437417589544	0.034720359609537954	0.03472035960953766	0.03472543741758947	0.034720359609538023	0.0347247902035567	0.03472543741758967	0.034724790203556365	0.03472035960953814	0.034724790203556316	0.03472479020355582	0.03472479020355654	0.03472479020355627
ERCC6	0.022326959812569623	0.022326959812569224	0.022326959812569633	0.022327794793156063	0.022327794793156337	0.02232779479315622	0.022326959812569866	0.022327794793156296	0.022327374912919792	0.02232779479315606	0.02232695981256972	0.022327374912918682	0.02232779479315643	0.02232695981256973	0.02232695981256941	0.02232779479315591	0.022327794793156216	0.022327374912919126	0.02232737491291916	0.022327794793156257	0.02232737491291878	0.022326959812569575	0.02232779479315615	0.022326959812569776	0.022327374912918786	0.022326959812569765	0.022326959812570372	0.022326959812569665	0.022326959812569623
TIMM23B	0.02090841762509686	0.020908417625096463	0.020908417625096716	0.02091066457048667	0.02091066457048694	0.02091066457048651	0.020908417625096914	0.020910664570487247	0.020900137602834767	0.020910664570486296	0.020908417625096837	0.020900137602833893	0.020910664570487285	0.020908417625096494	0.02090841762509668	0.02091066457048687	0.02091066457048699	0.020900137602834056	0.020900137602834414	0.02091066457048706	0.02090013760283429	0.020908417625096612	0.020910664570486907	0.020908417625096924	0.02090013760283406	0.020908417625096876	0.020908417625097174	0.02090841762509677	0.020908417625096987
NRBF2	0.0259086047405575	0.025908604740557326	0.025908604740557343	0.025907660266665373	0.025907660266665154	0.02590766026666511	0.02590860474055729	0.025907660266665487	0.0259172330156285	0.025907660266665165	0.02590860474055743	0.025917233015628913	0.025907660266665494	0.0259086047405572	0.02590860474055739	0.025907660266665654	0.02590766026666552	0.025917233015628722	0.025917233015628798	0.02590766026666549	0.0259172330156289	0.025908604740557423	0.025907660266665515	0.02590860474055722	0.025917233015628864	0.02590860474055732	0.025908604740556947	0.025908604740557284	0.025908604740557426
C10orf105	0.02934505321055487	0.029345053210555194	0.029345053210555038	0.029342550707155045	0.029342550707155062	0.029342550707155135	0.02934505321055496	0.029342550707154857	0.02934479349072981	0.029342550707155097	0.029345053210554983	0.02934479349072997	0.029342550707154812	0.029345053210555035	0.02934505321055507	0.029342550707154875	0.029342550707154826	0.02934479349072993	0.02934479349072991	0.029342550707154833	0.02934479349073012	0.029345053210555003	0.029342550707154812	0.02934505321055508	0.029344793490729958	0.029345053210555	0.029345053210555028	0.029345053210555097	0.029345053210554948
ANAPC16	0.021419084706388744	0.021419084706388307	0.021419084706388685	0.02142618733994259	0.021426187339942823	0.021426187339942546	0.021419084706388914	0.02142618733994301	0.021422197904889317	0.021426187339942386	0.02141908470638876	0.021422197904888387	0.021426187339943073	0.021419084706388616	0.02141908470638853	0.021426187339942684	0.02142618733994288	0.021422197904888664	0.02142219790488885	0.021426187339942938	0.021422197904888626	0.021419084706388578	0.02142618733994279	0.02141908470638881	0.021422197904888488	0.021419084706388817	0.021419084706389254	0.02141908470638873	0.021419084706388793
LDB3	0.03356608895064203	0.03356608895064251	0.03356608895064217	0.033561215805655575	0.03356121580565522	0.03356121580565566	0.03356608895064188	0.033561215805655	0.033557812506858346	0.03356121580565584	0.03356608895064203	0.03355781250685958	0.033561215805654944	0.033566088950642295	0.033566088950642226	0.03356121580565548	0.03356121580565521	0.03355781250685931	0.03355781250685897	0.03356121580565515	0.033557812506859214	0.033566088950642274	0.03356121580565534	0.03356608895064197	0.03355781250685938	0.033566088950641955	0.03356608895064149	0.0335660889506421	0.03356608895064187
MMRN2	0.022027682656144236	0.022027682656143823	0.02202768265614401	0.022019727048698312	0.02201972704869837	0.02201972704869806	0.022027682656144115	0.022019727048698753	0.022025644823398943	0.022019727048697948	0.02202768265614416	0.022025644823398492	0.022019727048698846	0.02202768265614372	0.022027682656144038	0.022019727048698614	0.02201972704869864	0.022025644823398492	0.02202564482339885	0.022019727048698676	0.02202564482339878	0.022027682656144	0.022019727048698617	0.022027682656144045	0.022025644823398634	0.02202768265614408	0.022027682656144017	0.02202768265614398	0.022027682656144285
PTEN	0.022578522825719233	0.02257852282571896	0.022578522825719143	0.022566449976619454	0.022566449976619676	0.0225664499766194	0.022578522825719302	0.022566449976619784	0.02256356271562614	0.022566449976619225	0.022578522825719205	0.02256356271562541	0.022566449976619826	0.022578522825718948	0.02257852282571913	0.02256644997661949	0.022566449976619617	0.022563562715625627	0.02256356271562579	0.02256644997661969	0.022563562715625637	0.022578522825719052	0.022566449976619576	0.022578522825719247	0.022563562715625533	0.02257852282571924	0.022578522825719437	0.02257852282571917	0.022578522825719316
LIPA	0.034408815105327825	0.03440881510532843	0.03440881510532807	0.03441107274749517	0.03441107274749481	0.0344110727474953	0.03440881510532779	0.03441107274749455	0.03440506508221527	0.03441107274749551	0.034408815105327936	0.03440506508221654	0.03441107274749446	0.034408815105328276	0.03440881510532811	0.034411072747495004	0.03441107274749473	0.034405065082216246	0.03440506508221591	0.03441107274749467	0.034405065082216184	0.03440881510532817	0.034411072747494865	0.03440881510532787	0.03440506508221635	0.03440881510532785	0.03440881510532751	0.03440881510532801	0.034408815105327714
CYP2C18	0.03417431753628192	0.03417431753628252	0.03417431753628217	0.03417695045701699	0.03417695045701666	0.03417695045701705	0.03417431753628182	0.03417695045701642	0.0341766007683132	0.03417695045701722	0.034174317536282	0.03417660076831442	0.034176950457016325	0.034174317536282285	0.03417431753628218	0.03417695045701687	0.03417695045701658	0.03417660076831412	0.034176600768313865	0.03417695045701654	0.03417660076831421	0.03417431753628223	0.03417695045701669	0.03417431753628197	0.034176600768314275	0.03417431753628193	0.034174317536281536	0.0341743175362821	0.03417431753628182
SLIT1	0.02508102870765405	0.025081028707654083	0.025081028707654305	0.025093985725465968	0.02509398572546634	0.025093985725466224	0.025081028707654544	0.025093985725466075	0.02509426788088812	0.02509398572546604	0.02508102870765424	0.02509426788088728	0.025093985725466075	0.025081028707654416	0.02508102870765412	0.025093985725465683	0.025093985725465916	0.025094267880887623	0.025094267880887665	0.025093985725466006	0.02509426788088753	0.025081028707654145	0.025093985725465794	0.02508102870765452	0.02509426788088735	0.02508102870765436	0.025081028707655145	0.025081028707654402	0.025081028707654184
SH3PXD2A	0.02447016841582395	0.024470168415823685	0.02447016841582371	0.02447872018629274	0.024478720186292574	0.02447872018629233	0.02447016841582373	0.024478720186293126	0.024483732083897976	0.02447872018629238	0.024470168415823813	0.024483732083898316	0.0244787201862931	0.02447016841582347	0.0244701684158238	0.02447872018629324	0.02447872018629307	0.024483732083898035	0.024483732083898355	0.024478720186293067	0.02448373208389851	0.024470168415823737	0.024478720186293046	0.024470168415823668	0.024483732083898372	0.02447016841582373	0.024470168415823362	0.02447016841582364	0.024470168415823904
GSTO1	0.022944259404873754	0.022944259404873386	0.022944259404873543	0.022951598485210525	0.022951598485210504	0.02295159848521028	0.02294425940487367	0.02295159848521087	0.022956475659675714	0.022951598485210205	0.022944259404873633	0.022956475659675485	0.022951598485210965	0.02294425940487337	0.022944259404873532	0.02295159848521084	0.022951598485210844	0.02295647565967539	0.022956475659675724	0.022951598485210875	0.022956475659675735	0.022944259404873543	0.0229515984852108	0.0229442594048736	0.022956475659675585	0.02294425940487365	0.02294425940487361	0.022944259404873543	0.022944259404873723
