ID	S0	S1	S2	S3	S4	S5
10101327	2.220446049250313e-16	0.1121990276955846	0.019465453931196253	0.10292801304189161	0.09828926409180512	0.10661360456204
10101589	0.035694893047401206	0.0938368932417484	0.09288457008674543	0.10450039409586859	0.07772171661519765	0.035979754808158904
10221262	2.220446049250313e-16	0.17174147584664534	0.03837151036823824	2.220446049250313e-16	0.06578614612068409	0.13645478347788886
10222853	0.01854611225567068	0.07464660257804404	0.15371070086445043	0.10501449090777248	0.043262625686149726	0.033454859102014706
10248033	0.01530105298760861	0.047930600884512786	0.12321105395173204	0.16978554505707472	0.03283879598685596	0.02292382484677509
10298957	0.05182735648833917	0.13509869034958788	2.220446049250313e-16	0.12582316299655927	0.05396249949460742	0.10823484288789063
10435090	0.016499787663490643	0.0983162295984831	0.17732644301470585	0.07461631854413964	2.220446049250313e-16	0.0532589808631275
10684501	2.220446049250313e-16	0.042316628478977096	0.09590508853482135	0.18655261156261166	0.08351910682195374	0.01591945903279586
10866165	0.18032946422674515	0.08480492917463373	0.11370925030277135	0.011625583226860449	2.220446049250313e-16	0.0514335209982419
11157783	0.05818848799081219	0.06520614878057218	0.05727912066840035	0.06647524193624905	0.08411313637849988	0.10574196164885989
11319389	2.220446049250313e-16	0.0970372637990456	0.05310732463321116	0.08314893190490014	0.08041054224373917	0.10476161362716085
11326252	0.049172807257852634	0.030021597910691172	0.09528663435216969	0.1884613963645567	0.04845670174763525	2.220446049250313e-16
11327005	0.06822252688177591	0.0752065905369575	0.1714149937782072	2.220446049250313e-16	0.028526698030027067	0.06700315477889862
11345331	0.05081234458470324	0.070047662081448	0.08011614313051968	0.10691480326189581	0.0818977719917741	0.02477149196335207
11392518	0.06106791374692092	0.1011141356682485	0.05570107496405004	0.11062601143559131	0.0790183296967583	0.022245564105227017
11413170	0.05779250395854756	0.03950051856469991	0.15878628452781998	0.10793738638702044	0.027213077172515043	0.02181745008102999
11453772	0.1169246397091125	0.14260639714963738	0.17155312186442423	2.220446049250313e-16	0.009273207968432104	0.032169960804780295
11606935	0.046513051685544794	0.0545942121489878	0.11784602851334836	0.07049731975617735	0.01850659923760675	0.02790969836627659
11616707	0.045266508955456995	0.1058379158429873	0.05900278014352192	0.11848965270675467	0.09499788990943417	0.04859882712889768
11619606	0.060595503595266394	0.08551174111579118	0.10413015501822026	0.08338484804083393	0.0992719114560178	0.04147947186343241
11652071	0.04932727491094056	0.09232931983556894	0.11812718880014406	0.15611171077872416	0.021919460593810856	0.023934951134858218
1243685	0.08696555615226734	0.0814022709848238	0.008644117209429286	0.08033823930930237	0.041638266781796815	0.13965096532366025
14498577	0.06502950723151772	0.13990033713575856	0.08821608186487265	0.043504969181408025	0.025110601626661046	0.09123435539394206
14641578	0.037576663888092256	0.04051007134728771	0.0694009285498404	0.10532381071662833	0.1115937071696323	0.09492726067297938
15387421	0.011021381395495732	0.04156331398674043	0.12985600244503961	0.09007575125981993	0.17095662653763305	0.01910143979541208
18414513	2.220446049250313e-16	0.07478774718174634	0.05343471580051845	0.07691088066411828	0.09423717288214614	0.13861119737054817
20112377	0.021828781807146192	0.08413045040087452	0.07190077572437503	0.03775928441882033	0.08778280711593736	0.11672595257656096
20120255	0.09066686303053871	0.08687520855760639	0.015749050648615995	0.17461519087528127	0.09004040305999436	2.220446049250313e-16
20124619	0.1576168923149335	0.046955610698939	0.10319805555838166	0.03965297866317121	0.0845214980232817	0.04126464078052546
20139562	0.05802736330579749	0.07537188364006076	0.08412985500860294	0.13068487882116397	0.06384020386616893	0.04956219460120481
20147440	0.01497816211193405	0.08324887278889781	0.023634740204946436	0.09282476005559312	0.13849168132796025	0.09770417515506366
20152393	0.06383003126495129	0.011669084329403917	0.1707902716343428	0.10944278926999892	0.05398069142953808	0.03167521893804614
20156469	2.220446049250313e-16	0.14235335865111354	0.02197646960231528	0.10302258874079617	0.050420683749249046	0.1559681501412377
20173942	2.220446049250313e-16	0.09437058853771291	0.017230637854793895	0.13014968903608892	2.220446049250313e-16	0.17219873121266405
20185860	0.051749430868714016	0.015674920960377453	0.10817357902783631	0.1443134584344291	0.097078568533978	0.0018980985045555232
20187042	0.08923223347039144	0.05391794984219958	0.07360067944109538	0.038031624237335054	0.09899208922046794	0.09130719596295113
20195344	0.05170132756203149	0.05162060914597344	0.11722462170893536	0.07359415924240842	0.09426533264910177	0.06045725140918841
20197364	0.04729466341807798	0.11018649926038718	0.025207010812732605	0.06042413325383779	0.08851759606963597	0.1355679601168852
20204538	0.055066233120418286	0.06959546637328781	0.01025179250181811	0.10765618454119236	0.12329006963179652	0.08902249206728988
20214850	0.018698529331063935	0.1311154423874609	0.08476257608858402	0.03154531421137963	0.03628963903192642	0.14249416118708266
20225925	0.0008269949232082198	0.08665432801239958	0.16186256446131833	0.049522323642102295	2.220446049250313e-16	0.10947371347418791
20232474	0.011043170901691402	0.05388322416080249	0.1263897261455797	0.10153013487981852	0.08894951729197163	0.04536073087652771
20242958	0.024416571070702178	0.07390948092619629	0.11499957300479631	0.17472194246180964	0.02298029770037312	0.021379093508856778
20251553	0.036456747336979206	0.05411553820818049	0.10540794353768365	0.13193860181972764	0.10677221458093353	0.019656385992587913
20252720	0.005727881553010113	0.03319533805694058	0.1429333699725964	0.09788094128032049	0.029916413788312085	0.06651094581442164
20254902	0.10450559725538561	0.03492329818146342	0.10840469089936258	0.0679987299685999	0.059506876715931724	0.06221322113816142
20260284	0.06675041289169314	2.220446049250313e-16	0.06995922470599997	0.0663755983633739	0.18035906321938938	0.03384668128811144
20267709	0.031079409374487135	0.10630829375494441	0.11047257259618865	0.1298311027515329	0.017531082931394833	0.06659443668443149
20271359	0.06336152400745804	0.01762044678019012	0.1031279840181355	0.12246835768259103	0.10689449741043602	0.009055868928139761
20275399	0.038972412021756574	0.06142036194529721	0.06466060606212129	0.10542269108069645	0.08301601260373914	0.05497319888857886
20283691	0.06613339647374296	0.18372468116126556	0.002588454793056194	0.14543559169192005	0.06908360895363486	0.025151654148014527
20299973	0.07142517460746492	0.0943567226538225	0.03882032118704713	0.10450581637448184	0.024582544070300777	0.08311715703674606
20358955	0.06848521637129164	0.09508988133579671	0.07450249278028327	0.14037746747527202	0.02252655904032641	0.04095806680364715
20371236	0.09429826221172678	0.04320896403911864	0.07300265284160194	2.220446049250313e-16	0.12415597266266792	0.11388670067699014
20376029	0.10511082792866909	0.043720912082735125	0.06826052143608861	0.027603106143670852	0.11845468900649891	0.09412136363356677
20380417	0.04701793063047481	0.10942337563519261	0.09769423008057075	0.016075443849899076	0.1631108169728044	0.06928330168656965
20390027	0.016049887226146614	0.12204324313203224	0.014834499902432047	0.0835791255726894	2.220446049250313e-16	0.20698954855806245
20447343	0.00785359869116642	0.16952591441316314	0.06815636904448213	0.06801147442909697	0.024876191991580726	0.10654953958508666
20453625	2.220446049250313e-16	0.163594308297597	0.05488140411112713	0.0922719321427839	0.018254591393645225	0.12606684064026827
20500815	0.20265848173574483	2.220446049250313e-16	0.012944229211293526	2.220446049250313e-16	0.020405273764731016	0.16095196887775673
20501668	0.11097400664560303	2.220446049250313e-16	0.06796291573073035	0.11759978119652652	0.1347063468785568	0.010371432283770993
20532115	0.17899430754993237	0.09973379420211753	0.15689606294726222	2.220446049250313e-16	2.220446049250313e-16	0.020848551068100907
20559562	0.0716868702745144	0.08569598596704128	0.11176013368448656	0.13936753667884166	2.220446049250313e-16	0.038862800999943686
20561642	2.220446049250313e-16	0.11992453877365203	0.026042882202412687	0.07931805056753179	0.13901938811372036	0.11704036901555272
20594407	0.07605189394175742	0.058746330762152826	0.15294666456458358	0.11853731153526921	0.008466758336124272	0.00925742145346857
20630946	0.06389283192909923	0.15267488067048005	0.027950978203704138	0.06565412950648852	0.0032522366858509164	0.0874574777830862
