ID	S0	S1	S2	S3	S4	S5	S6	S7	S8	S9
10101327	0.1832123260610432	0.22682564657944487	0.004514437733527624	0.03397557366449223	0.06417724735761582	0.023237276408306765	0.026347083814282787	2.220446049250313e-16	0.005732285162415196	0.18731220410480984
10101589	0.12237725537473987	2.220446049250313e-16	0.014534991149246002	0.22583537246481428	0.07264937789898465	0.1595654811182375	0.01713488758046733	0.03804410915855752	0.0314358968420379	0.11618432027364328
10221262	0.11525467724315623	0.12406841467738189	0.04449072309434998	0.24881259758455865	0.01568867902740531	0.09046383724112786	2.220446049250313e-16	0.10461590949030491	0.06935019600993465	2.220446049250313e-16
10222853	0.11901062966143885	0.03649759037931796	2.220446049250313e-16	0.12202319630740857	0.1129587422984147	0.053928262460504	0.012544121601066494	0.2535030766042349	0.043807987446134664	2.220446049250313e-16
10248033	0.0784753287082562	0.0013268246484890722	0.017368354265836217	0.04141755865793427	0.11952558080468745	0.07060139656956974	0.013132332127622381	0.12255208483652932	0.0452785729011623	0.2842652604906636
10298957	0.22634493147915477	0.10843076764350726	0.031204616076242087	0.07362013546735063	0.03366100155697038	2.220446049250313e-16	2.220446049250313e-16	2.220446049250313e-16	0.2807961722587226	0.06827476090442083
10435090	0.1394040025422014	0.019652469636329606	2.220446049250313e-16	2.220446049250313e-16	0.10674046389423533	0.1262224214389261	0.024636497131850454	0.20518898944645036	0.10705441748195448	2.220446049250313e-16
10684501	0.12356851370065278	0.03622925181629283	0.10298424855834018	0.008137407764150548	0.13963535558020185	0.0897222860103315	2.220446049250313e-16	0.08214249856200337	0.02140292650031897	0.12064685549678512
10866165	0.0464430859626271	2.220446049250313e-16	2.220446049250313e-16	0.1730478894959102	0.0883033775886028	0.049554245358491275	0.15129083239721794	0.1268701601390827	0.11535441402824506	2.220446049250313e-16
11157783	0.0030056962604879654	0.11482414541309116	2.220446049250313e-16	0.16505915581582087	0.030059701816377626	0.09498323049187435	0.1059642099197236	0.13247749136928566	2.220446049250313e-16	0.14494710382016535
11319389	0.16725971876505424	0.13231319422446763	0.05969297622314555	2.220446049250313e-16	0.06110382802846934	0.1242864479953279	0.07049898563342516	0.07898000614008524	2.220446049250313e-16	0.027931915215421668
11326252	0.19418838695810112	2.220446049250313e-16	0.03361305679662843	0.06024365677941341	0.13739716196509905	2.220446049250313e-16	2.220446049250313e-16	0.1416406096090195	0.03339664761128858	0.12314248652011411
11327005	0.0961604301479197	0.02537820773228494	0.07838640247960185	0.09763486695798067	0.06700688947493724	0.13479580382163564	0.013189170867909925	0.13061974884188413	0.05039874766268859	0.11017328864297796
11345331	0.14874502540878126	2.220446049250313e-16	0.11842284977640577	2.220446049250313e-16	0.14395347183493337	2.220446049250313e-16	2.220446049250313e-16	0.09310315134256536	0.21540045199229862	2.220446049250313e-16
11392518	0.08761145132437795	2.220446049250313e-16	0.0866236959387886	0.028359470092865387	0.1521751299820342	2.220446049250313e-16	2.220446049250313e-16	0.10187895272789035	0.22770246923632748	0.05172833244009849
11413170	0.22165698626879957	0.06284156138861507	0.00039287684588636823	2.220446049250313e-16	0.1410932319137236	2.220446049250313e-16	0.14479764285117797	0.023611571198425232	2.220446049250313e-16	2.220446049250313e-16
11453772	2.220446049250313e-16	0.02154332171728378	0.08147738184044973	2.220446049250313e-16	0.1847688306684163	0.12144069812730057	0.013530830295929552	0.11413805162755147	0.17589893075338317	2.220446049250313e-16
11606935	0.11953402714466432	2.220446049250313e-16	0.05294354489096592	2.220446049250313e-16	0.16267554666081835	0.053660379725156006	2.220446049250313e-16	0.17790015235916518	0.14697967227319855	2.220446049250313e-16
11616707	0.12449419051701353	0.13102538327527252	0.06448607491166214	2.220446049250313e-16	0.11194401555749815	0.02666216608332301	0.05700393243778287	0.11080043223283506	0.03807586030579031	0.02948254038353522
11619606	0.026284625640601446	0.06436880983750082	0.09814934597118849	0.12163684725325394	0.10726981331367835	2.220446049250313e-16	0.10159257694262523	0.13240145192598302	2.220446049250313e-16	0.1347387934659106
11652071	0.12301793271723593	0.029742975275801026	2.220446049250313e-16	0.07179395867236989	0.1514710777677976	2.220446049250313e-16	0.1393138150438777	0.12769264783860979	2.220446049250313e-16	0.01635788980716675
1243685	0.2123100931335987	0.1018022523650664	2.220446049250313e-16	2.220446049250313e-16	0.007880240125834742	0.037223076855912834	0.08749596186264531	0.13777609654529133	0.18232926092027407	2.220446049250313e-16
14498577	0.09738189544832766	0.07324008475263408	2.220446049250313e-16	0.17723513735090224	0.07329403203059778	0.11301565425816296	0.03935348167666956	0.10134329715708427	0.09614212658530716	0.007445921175972169
14641578	0.2360183800351121	0.07897444828939817	0.055914409635476885	0.14232092290646858	0.005949832398122551	0.11548094103744062	2.220446049250313e-16	0.035934961344737296	0.11130732686545235	0.07077233446600076
15387421	2.220446049250313e-16	0.05639788097945476	2.220446049250313e-16	0.14277097704793262	0.1307787233030276	0.12492491779052223	0.0056120506914391355	0.0038795652204416664	2.220446049250313e-16	0.3386996054417889
18414513	0.12498192837120319	0.2317462237369089	2.220446049250313e-16	0.023356094835068203	0.01715464971087724	0.14722690689303097	0.05960020096864124	0.10952641258982009	0.03161260126998501	2.220446049250313e-16
20112377	0.10390341043660749	0.1967512203829403	2.220446049250313e-16	0.01676429653898838	0.04363608224910451	0.11492725393152187	0.04867324749881678	0.0516225107066075	0.06598289824465015	0.11118204905791049
20120255	0.040585197022370324	0.015252279667734847	2.220446049250313e-16	0.00019361246315569014	0.20896098812286104	2.220446049250313e-16	2.220446049250313e-16	0.09286328444510736	0.1142872148535484	0.23691654595003586
20124619	0.06960940412663018	2.220446049250313e-16	2.220446049250313e-16	0.39682111046977786	0.005590473538525098	0.09855425870832021	0.11501871976346213	0.04739061902519598	0.05901263190560338	0.02971988283837715
20139562	0.21776422001349	0.051331563800214364	2.220446049250313e-16	0.09086582063463669	0.07223142265295579	2.220446049250313e-16	0.024943268645791786	0.048783857190181544	0.10543730539603546	0.208657193509497
20147440	0.05582928716667547	0.19286400825934766	0.020633697459179978	0.07291963810449156	0.07168129835724968	0.16149603176065375	0.032350935422555724	0.0015999799244390128	2.220446049250313e-16	0.12157367234936883
20152393	0.21640713269006245	0.04407448724475588	0.03523858690970457	0.13295414916685822	0.05041276834492507	0.02525476678991393	0.008321407558049942	0.2548733118055278	2.220446049250313e-16	0.08343070605262039
20156469	0.05036819156400838	0.25857634433332066	0.018005880744227057	0.04937461842710908	0.04649862679648262	0.05546738849470782	0.031304133806721104	0.20172103748284737	0.018159285702579284	0.0244530401154664
20173942	0.013957541859789249	0.13405725402965218	0.07123930369741756	0.018178671135998747	2.220446049250313e-16	0.04604000427838976	0.06465586486851957	0.19530520418231057	0.06987512151338657	0.2103872945844418
20185860	0.11380856097789056	0.03493124239222667	0.40097645672499604	0.05171933871419114	0.05482917860133782	0.058671124951364964	2.220446049250313e-16	2.220446049250313e-16	2.220446049250313e-16	0.11151737072222062
20187042	0.09972554484059788	0.17441203786725248	0.01675278326677848	2.220446049250313e-16	0.060955546982583056	0.07582690036169282	0.1504226669844572	2.220446049250313e-16	2.220446049250313e-16	0.09691524462855117
20195344	0.10342114114455336	0.05109514843579979	0.03951414796580936	0.12603782778240227	0.06130021550014557	0.2166561515405947	0.012679467654538867	0.10596118879643215	0.008220516175899077	0.049478725714221385
20197364	0.10798123573571373	0.18994208238862462	0.017407342398884904	0.13361715917261557	2.220446049250313e-16	0.07941228024920444	0.03796939343019219	0.007453618728975528	0.11550446723954282	0.12160527371275415
20204538	0.2294042842778462	0.17761163928493762	2.220446049250313e-16	2.220446049250313e-16	0.04244537070873694	2.220446049250313e-16	0.03697647732597889	0.11936806690233336	0.09382503639271758	0.09064971638124486
20214850	0.15807823250835235	0.1864315307103881	0.007688493544321606	0.015179881152557834	0.038563452354572675	0.16574722877574402	0.01612569220651982	0.03672128711079847	0.1081127058568709	0.04913051731505691
20225925	0.1620722503949768	0.05569609887342833	0.07553320546593398	2.220446049250313e-16	0.03927961972187409	0.18345482026032964	0.049478102687535136	0.17727874442313632	0.034212577487376605	2.220446049250313e-16
20232474	0.22512386715296762	0.007371466214946665	0.0005367483267155193	0.04995751925876287	0.0785436248569502	0.12630565465095694	0.014765948337859394	0.24738818834656975	2.220446049250313e-16	0.009406181085211324
20242958	0.10741599415785075	2.220446049250313e-16	0.04363194301819573	0.009086319880936389	0.1483400145722552	2.220446049250313e-16	2.220446049250313e-16	0.24084832214157753	0.15291844784609696	0.05047295398778085
20251553	0.07406653484789914	2.220446049250313e-16	0.013546082352177802	0.061887748849120815	0.14129546421538855	0.216966511736369	0.09754778804662195	0.030923801848859497	0.03254531090545325	0.0041364403590171475
20252720	0.16884324673410264	2.220446049250313e-16	0.0416859179815518	2.220446049250313e-16	0.07393163271258603	0.19859322202215374	0.020970076245116223	0.21845715868993718	0.028867517793766062	2.220446049250313e-16
20254902	2.220446049250313e-16	0.09600728972512874	2.220446049250313e-16	0.06970362504909902	0.035852436141982955	0.21352232250804015	0.04420135609487927	0.1319733967532712	0.11496719839806552	0.10048478846088743
20260284	2.220446049250313e-16	0.08998796725841837	0.0006897481766313662	0.1317152749487024	0.07527094767601436	0.1950869146825278	0.007922656584693946	0.1714184647798927	0.055194971203056165	0.08187049787009873
20267709	0.12808122581417725	0.05871391604237808	0.03406345002463877	0.09303396539249098	0.11201384571338484	0.09244886170360608	0.07072847734159877	2.220446049250313e-16	0.0018247686135356087	0.15418647857369377
20271359	0.16307734289882864	0.013341126365588402	0.08049469377222705	2.220446049250313e-16	0.11676505792411489	0.05269579778019256	2.220446049250313e-16	0.1692599196046124	0.08479578490662748	0.08103919685507877
