ID	S0	S1	S2	S3	S4	S5	S6	S7
10101327	0.027941375125377813	2.220446049250313e-16	2.220446049250313e-16	0.06286574022819819	0.12039289850927312	0.02575198074164832	0.1754989212054369	0.11139355323125275
10101589	0.02425740491094237	0.09075478166845968	0.06657594616957475	2.220446049250313e-16	0.1555778108947049	0.06017952985987428	0.039420443961378976	0.17170942655665328
10221262	0.04701971521282064	0.21699123178373989	0.03510087454859519	0.08576167212234381	0.030687045811859673	0.038041930569218396	0.04209860823625728	0.17171540486591177
10222853	2.220446049250313e-16	0.1668933153096807	0.03529343177344335	2.220446049250313e-16	0.1417855895808285	0.11959440898733804	0.0638490521427418	0.010543356524969093
10248033	2.220446049250313e-16	0.03609695706698403	0.01069081370847913	2.220446049250313e-16	0.17629844421598545	0.08933271870067949	0.09035686474215737	0.11972993517011202
10298957	2.220446049250313e-16	0.02395341495039314	2.220446049250313e-16	0.07946229626216059	2.220446049250313e-16	0.09691072240296764	0.25118684257327833	0.0601661383129484
10435090	0.03544357926239927	0.08903779399125583	2.220446049250313e-16	0.08405419821927117	0.11181756214587538	0.12799077232832187	0.04741040840446886	2.220446049250313e-16
10684501	0.13808382158896726	0.03637958830658261	2.220446049250313e-16	0.002494999551684793	0.08612641667549292	0.11854508336158645	0.084483412196829	0.05491764837138645
10866165	0.019524578059515213	0.10326027876783644	0.1429999850958456	0.06672648446416798	0.08366791469728245	0.10784743854047191	0.024871876374940385	0.041550010964665665
11157783	0.06791797469600305	0.13156569200550097	0.0912869361562347	0.08223342817541307	0.1461083895143846	0.00398260180151333	0.0529414156698465	0.12112934924934109
11319389	0.10610465236821079	0.08843709323289273	0.06939994593345727	0.057159751460585384	0.11731497930757173	0.0441608154360157	0.11674207376744267	0.016358604594778045
11326252	0.055139235710720026	0.06967661091841801	0.005077174280648564	2.220446049250313e-16	0.10298914086834181	0.11515839138253865	0.11339834174741105	0.04318330343640614
11327005	0.05597374715777664	0.11483287078448412	0.03708031782769132	0.06328737294438033	0.11637861902582765	0.08430444401436923	0.052704070552291996	0.04559828988789194
11345331	0.06627983695769372	0.06601388181003134	2.220446049250313e-16	2.220446049250313e-16	2.220446049250313e-16	0.16512901635659083	0.1308155176343711	0.035868143405542896
11392518	0.0464113370102606	0.06636203839818999	2.220446049250313e-16	0.01716722606854891	2.220446049250313e-16	0.16104822605749697	0.11792159541385337	0.056134821385237524
11413170	0.08236695485562999	0.03540358794001411	0.199143057982847	2.220446049250313e-16	0.11362910943096702	0.06761196196385227	0.10915698374840974	2.220446049250313e-16
11453772	0.0736499470272938	0.08835297298560651	0.05778145600956765	0.05757305869928815	0.02939954290331684	0.17471910287875353	0.0018423789195226442	0.025608917500824016
11606935	0.08739229923388492	0.07822437679332925	2.220446049250313e-16	0.016064876149541413	0.01969902958783796	0.18962456481171575	0.05273085037210388	2.220446049250313e-16
11616707	0.08169241794024765	0.09034052177766147	0.09680617402340266	0.011243165703944263	0.07898142382652795	0.07188480535680544	0.14214021242436822	2.220446049250313e-16
11619606	0.08504820980507456	0.11214073970838256	0.11684997665394298	0.007644193544594571	0.093562722275744	0.06698383635453045	0.05552325685881779	0.09622777289902143
11652071	0.01690546655671801	0.1419274119960834	0.2056556146778578	0.006177138959082978	0.11579394085992893	0.09172702378497788	0.03690897911164227	0.015965913862776154
