ID	S0	S1	S2	S3	S4	S5	S6	S7	S8
10101327	15.590972252321112	21.44354383668278	30.748290603309993	2.3854999172282723	46.371587546679095	43.852015614557	3.507177192029295	2.135025435774404	2.1440019360706053e-36
10101589	1.5667783411766702e-11	18.234503426789196	24.4591160886566	15.304834236210962	14.326408629487712	32.40167553134018	15.716879650691006	25.135397761269168	31.420949195227987
10221262	5.998710008511499	50.40426085974363	35.14299200015634	10.867740809977823	21.875201547820012	0.005806405442942617	12.001737938427604	17.17757073051812	22.27686686258594
10222853	1.6349188539628494	2.312438923107669	43.6212910679614	7.615913973169763	11.878255541880089	14.106114695901072	17.20929896094569	13.777424582263798	63.550224544108
10248033	8.204943731323917	7.296297570791501e-20	31.13124452403532	5.116888076459324e-10	15.754784017487587	48.538764071453336	14.106710872681322	7.69813706029074	46.227822535604005
10298957	10.112471135893454	35.32386988800191	1.8179706311936717e-28	0.00004081327866489723	77.3328454750106	17.466629040272153	2.5474911226506705e-27	4.293890200944323	25.898499462337753
10435090	5.31328346613955	2.571922874596897e-20	33.27698799528749	2.336657959191352	30.569530943713733	3.6156821798952654	18.94253300644038	25.97390995090884	56.2779500498407
10684501	8.443617362687808e-20	13.727366480663845	15.212148253733337	7.728294598183055e-18	20.291969325765535	32.179281563037	32.279035454401914	10.972474505570672	41.7250167069626
10866165	20.280382146910082	5.35312946250633	18.495905311843437	50.16868031462442	0.01170090222381816	1.672964222006236e-8	20.041717319374325	2.3599068328408253	61.033681555481856
11157783	29.510192151591998	23.349813844805485	45.037618492903405	26.95266580078739	0.005355772328065145	19.680267573507066	12.958312790527648	6.150238304058814	15.43832624912724
11319389	0.3391050732114495	18.028701276282355	43.71588944290221	7.196859250251012	35.39735749092001	14.873024509377103	29.263339377603856	17.646771237305042	3.629010986801311
11326252	2.5037305158492564e-26	0.08637254711732455	20.445287006549922	3.4336186895206375	23.849188763717372	35.361675371266365	28.0127593135777	0.13106084073119345	55.74585941323306
11327005	11.806238235519041	8.711250368369575	27.323914568113974	7.229707928678701	11.016697465720336	20.714029967342572	25.344546964868915	25.297238499482145	39.724036890941086
11345331	7.133574614632923e-18	16.815020091019434	2.497952681097085e-10	4.919243470551156e-78	38.2155907139914	10.848407337804408	22.866033239141494	2.6044959812121196	75.96673197637556
11392518	1.647433808195203	25.343343619616792	4.685835713075147	1.7712973622257014e-36	31.59026406099648	13.704586117450944	10.904533860222854	0.26939038079172256	80.72425450547678
11413170	7.78252450984788e-44	3.269407633327197e-58	15.428337619079816	47.98408595685797	28.966792457246566	17.154885326534583	33.74582849688969	3.615468893057618e-18	25.04557006554756
11453772	0.000011887812127156326	16.246078992585733	19.467443546993824	6.517436066689725	9.510084504346963	0.20441597072911777	11.984790063781587	27.836820438007283	86.55230755467959
11606935	0.11658134132955486	3.3069530129818423	17.204663687213348	3.5483710116688627e-40	27.138121434379585	0.510985258556256	25.357683615564504	10.922828529344157	83.8851444511371
11616707	4.713736936165001	16.16886030162291	30.48030820138388	13.075603560063765	29.653170061095917	22.07092485730004	20.85778337360242	3.2095642748614472	31.39900226657652
11619606	5.168730427422811	22.700974673819776	41.57247825607941	20.044447714470373	0.05597111256243662	32.67139132831616	22.694436311404957	0.000053809759280308195	35.3497600773845
11652071	4.288573761451603e-36	1.6225337627343133	40.323991661681205	39.7586564391788	19.044731305907167	14.076623699493002	14.539641714819567	0.3375153539244282	49.425287678166875
1243685	32.023894387067116	0.14657004050902966	29.048079279606505	16.169713462266532	57.12378288488766	6.002453564082586e-42	5.690475435781757	18.473854997011593	19.102971750985738
14498577	5.254223352500519	26.145822611270653	37.02766988011623	17.884268384950463	24.15283868532415	7.570134209725362	4.360485062470764	23.544753500781667	37.50701792395095
14641578	16.474886970607777	19.262866621966563	12.838408392726308	4.802723537766461	39.90848607725729	19.367493587627862	24.28809089459224	24.63432760862064	12.553164125687822
15387421	7.664070493320164	11.014919821628553	12.347442977353063	17.593500004915416	1.52364376826523e-53	68.40002084955671	7.436332950068879	20.798923379672665	28.715355467915
18414513	22.67817178116211	18.67929022418495	50.69199672323685	12.677281820368759	34.84739442697434	0.5168804392338125	8.356740186678262	36.56554088103567	6.473433819945155e-11
20112377	28.099503117068434	16.98838995779179	31.567982320861322	8.908838357143393	30.885773185422597	23.999251800184574	5.566287755754714	23.212665779645835	6.3671697423802724
20120255	4.69368911724127e-28	10.239344098492058	11.269549649288697	3.194528669252797	17.430174605527625	49.85406128061245	8.421274335561533e-33	8.606182865515465e-107	76.30037044502191
20124619	17.220811404624143	19.329283474235808	14.327823610199601	57.99680245603492	3.249543271257673e-32	17.77278446035342	8.634571154601119	24.70083310269005	26.116166856546293
20139562	13.847101979490962	4.390449122647378e-18	14.291113984995631	12.301430204674356	40.95129679215274	45.11391840508135	9.2092841306436	5.400558361327249	31.108605036985043
20147440	11.918492881213643	28.988113542577857	35.06725360883117	10.506009708868897	21.76267517117152	32.063437023482166	6.438971086563348	29.494798409673177	0.00930603804760198
20152393	4.934980791447328	0.0008784487296914458	35.439802929827216	7.942715747208513	13.956113837110731	27.320432511801172	38.22668185983885	11.309106871050755	36.50861473176893
20156469	19.18432854711137	39.958876657942746	67.39489008448196	5.903855365587582	24.209618399214403	2.0127098058511743e-20	6.153026485391115	10.798016346098484	10.42997359713493
20173942	43.84812790968507	20.155702945880698	42.82209545566284	3.827695270856548e-32	25.703056567137306	19.44894068713189	5.3226244287757405	1.966695794411537e-13	14.602083475534867
20185860	5.785611423734946e-10	31.13797873532336	2.173918672389195e-30	8.56042140060961e-30	8.378933616432805	27.48992243869791	72.32965232266834	15.068409450776395	6.978913755280219
20187042	28.395881328799433	5.434076123668474	19.787609198459542	31.574051407180388	24.169844398259304	26.03217129588881	11.274265002856666	22.847969843520474	2.073184523017917e-9
20195344	4.398665155468157	12.710145836538924	30.787056115705667	6.53726688402023	12.170571546661566	18.014969274158062	22.89805370447193	43.93952595314344	24.889734485053623
20197364	34.28363798596464	31.842255530134263	21.861672625432984	10.142787030433936	36.292421416974975	21.013854651402493	1.8336234418258464	17.782254510933562	1.998822932388675
20204538	26.68381341780113	4.701276939979726	28.933827376155254	5.631197654790915	50.917924996075385	24.333549511433223	8.549980106546151	4.429528133485424	16.52142138747373
20214850	8.766012543361295	21.573782434297485	29.457017909343445	4.612080582852289	60.657978046738954	8.00619044578377	5.19059875846605	48.56368416494179	1.9361377173276168e-7
20225925	10.343786931596144	8.764356395353978	42.231313149280005	0.2153860779166762	27.385462807692107	4.4144549275362224e-29	34.168067560373636	35.64256298557943	19.873212534028244
20232474	3.9126016117969826e-27	2.8224238265083314e-25	41.67952833273631	6.587394699655007	23.297847354417883	14.703486824132016	33.46617639349316	16.10639469000138	34.75761087846012
20242958	0.7368961934821532	4.286533765937179	24.97248087472243	1.1835645918208784e-33	26.93175117735645	15.2885907611197	16.044575177901855	3.7915809710214906e-13	83.82539938385665
20251553	1.3188187554424557e-7	5.337084554454225	22.328374089483287	24.00980990889826	12.477109443989292	16.286965134249947	18.70374956281224	32.74401259066248	41.000382524099756
20252720	1.8890780749725706	4.370049672702392e-25	41.335981571566336	0.004476413229974889	24.919089056525486	1.6219278484405816e-40	36.89379436557657	32.81135870594686	36.84951257949141
20254902	36.880133036164274	5.453491461770882	26.69511908898321	9.17577340183061	3.721938023909168e-7	17.11905032187656	5.780346520849449	39.820018116679975	34.97265089642821
20260284	18.83668496742582	13.54198657594541	31.463482221318895	6.6547779947182555	4.387132346054791e-62	22.150959160888114	7.552155260523173	36.221402274706904	38.07583484941175
20267709	0.0018482732020456622	15.277590275685453	29.698912222117087	23.344220835661773	24.474880570880007	33.30393989896013	20.662374115582757	12.926269749111151	20.60529617688679
20271359	5.042994831218595	1.9915510002740067	17.02298766719375	1.3267571478029292e-37	25.317634646255463	25.21644731318803	28.450744143970034	12.369276658729703	53.26827130107345
20275399	6.574985269836242	17.53720807701448	40.86581175283904	4.469136442480613	25.057544011295573	0.0025218969665669277	23.172179764963648	19.18091005526234	36.925302896351134
20283691	6.43837680431492e-63	47.44064315759305	15.417718491915693	10.202587440761215	18.340340896105683	26.244117191792295	9.613198473604847e-52	4.639825033027739	52.67286579969498
20299973	19.864031187176327	12.841016681065563	52.67713768682324	20.06971878890386	13.014393877649294	13.395973954430167	8.66767443640289	1.0255312910101697e-8	37.04560267501417
20358955	8.258500494664306	3.8783839963402566e-10	6.280185953027413	3.1017212756590435	53.73261540548449	17.478474515713007	14.73408334948674	7.241687735476382e-30	65.66053321795866
20376029	36.331249875316125	4.712847211318804	36.972610841878826	73.96512105163094	0.06472198922616991	18.062181055632102	10.001409154475926	4.292783432130315	1.1047062669036584e-6
20380417	0.005048153069016081	28.171232180029175	19.171010891525594	27.25577253454942	20.53880259912901	45.439213080095996	9.52911844658164	19.84125841844932	5.645188415828428
20390027	38.303816073000114	10.561166208450102	56.72288949252456	19.138828855402583	47.02190738744901	5.475844182967927e-99	7.8412407726944355	7.590169796772168e-16	4.668362499828413e-78
20447343	4.457746273153466e-7	50.61767637265634	60.29922641432296	22.441620890529094	2.7055499463901316	10.385715083064083	5.161876372613449	9.144365295720766	24.285740590025878
20453625	10.796694797471353	36.41350243694754	49.02973339375434	6.527189508748373	32.752337552572776	2.883393489896223e-19	7.405427284747557	10.131928504893015	27.85996599957163
20500815	61.14729156445465	2.8315467106385532e-27	20.333531974053173	65.36422931076073	17.77834376873418	1.453402080700776e-69	13.184081671533377	2.3956883687343486	1.5697053406233131e-56
20501668	33.08079543807036	3.7845338078759246e-39	13.540238188665423	7.572164267523828	17.29094649340109	30.99029060538743	18.763840402974342	17.958885173389394	30.77135470146911
20532115	13.448422027362144	5.505279460361088e-18	17.55216432265628	32.95567303808966	7.451827399676	2.801419182208228	1.0756972591371279	36.14049521108811	74.81865365688935
20559562	4.100826563673264	10.685353907723707	15.16901471286349	6.33228183105232	34.25647200045777	0.00008401249127342292	7.425751507152562	37.977094052100206	69.68795377332012
20561642	14.718652092496082	29.72814329245248	44.083026181108025	11.633310683940994	39.637419650384984	14.3714022800499	0.03804955548012213	19.021454534343565	6.349930324906633
20594407	1.0200971282131897	5.689342306715679e-16	36.8112294885617	4.766069743081952	12.45630740753824	12.49539444872278	34.68454622892845	17.76272483725635	52.568546218967356
20630946	15.003114722657779	42.9112050180803	27.457902890807418	9.695008758830499	12.462850062923302	5.943930143869539e-35	1.7384926640165112e-43	2.3033841413272772e-6	68.23204179979683
20674902	19.371991910758044	14.53900969945043	34.121594784026016	18.525657331897747	5.767576620752252	31.016284776718923	0.007270826083139101	3.6654830790138244	48.32856030045894
20706215	25.03598697676229	23.645593672337807	53.45975176662032	25.626341463210593	1.8181914073966052e-35	9.502443031014507e-42	15.231810466060034	30.24046277528268	14.528507359193878
