ID	S0	S1	S2	S3	S4	S5	S6
10101327	0.09115269259862803	2.220446049250313e-16	0.03922339078488418	0.07897201506092419	0.11439275405677003	0.015437574723397601	0.1678255718211011
10101589	0.11765794160219488	0.043613289936556304	0.13604199536832556	0.11885294820190083	0.02639144191532214	0.06554170111003747	0.061629632871395335
10221262	0.027606650963011136	0.14083132399432377	0.12272820276682615	2.220446049250313e-16	0.12739468584276226	2.220446049250313e-16	0.09979457626725162
10222853	0.10555734089188074	0.05740347795880113	0.1348244965711769	0.12556046572102134	0.03272707915178785	0.0889441469683922	0.014918772000601113
10248033	0.10139374533600683	0.019779611625297927	0.10050563014585362	0.21967389675071203	0.00008822801124915014	0.028260257826407894	0.08153529143378904
10298957	0.07306992410118994	0.0622177867055089	0.08091580552319237	2.220446049250313e-16	0.10341123300824134	0.013069221962277208	0.1877888872902173
10435090	0.12723836649925663	0.04205272119669479	0.13251916765979144	0.13740648324942834	0.038165294886035026	0.057582325681194715	0.035017634320966454
10684501	2.220446049250313e-16	0.0754956202250485	0.1097867398804527	0.14608719695522876	0.02381734340542571	0.07884245220336569	0.0653663367729139
10866165	0.023034363377624704	0.32214709353227905	0.038421180683997774	0.06533327404049645	0.10986933681913416	2.220446049250313e-16	2.220446049250313e-16
11157783	2.220446049250313e-16	0.1152650069550387	0.05427599022788315	0.09793096342121493	0.13904259289612886	0.007250590721908173	0.07765050205338582
11319389	0.11894516370796229	2.220446049250313e-16	0.13248215434329869	0.09858555953603065	0.10047565215170162	0.01946021332422264	0.06092053901590941
11326252	0.030313166628472762	0.06046409506064765	0.1395095048844791	0.16482740104712348	2.220446049250313e-16	0.0960622726319574	0.04892052283655893
11327005	0.11650920843473823	0.07409005572868105	0.1387617323662792	0.10535957486323141	0.025982999874354887	0.08330523920229187	0.03802720040048496
11345331	0.02033222212923159	0.10204276866443918	0.12075501086796223	0.10874154816462661	2.220446049250313e-16	0.07342563878229891	0.09450557405901724
11392518	0.04419234781649849	0.09659051955384756	0.1655351738429956	0.06429644585139445	0.001643724461230539	0.050906923045205665	0.1017790803548876
11413170	2.220446049250313e-16	0.07521548369637501	0.08050012150646785	0.11250422092628384	0.08201211786348997	0.15801714511659704	2.220446049250313e-16
11453772	0.1204837628470525	0.12022276534793144	0.2452339317421455	0.032126775775491306	0.026931779266204797	0.06327249407784839	2.220446049250313e-16
11606935	0.06410562833859763	0.08020474235270117	0.1567861246487211	0.14197274117521963	0.020716422884621513	0.04816688954099362	0.03911116723778002
11616707	0.043115329159474004	2.220446049250313e-16	0.12479672289479751	0.1074048953656222	0.06755906653241453	0.09913906193595078	0.08689985686834732
11619606	0.07920085909603514	2.220446049250313e-16	0.11477925505215375	0.14752093971843608	0.07340176640957755	0.07264851191135137	0.05815891378413244
11652071	0.08425528424121674	0.0479193368806651	0.17459062245716667	0.08530391271829077	0.07676140795023258	0.0690308216614803	0.019372610018404054
1243685	0.15450411201730205	0.03496126526641902	0.0877576974503424	0.010307978272498769	0.11655520672732522	0.04987117463583988	0.08537936066268871
14498577	0.11635158641098421	0.06455604838544474	0.13960538535997277	0.04197619005197234	0.09162282453867472	2.220446049250313e-16	0.09372271631309477
14641578	0.14813380521120822	0.08432693800712732	0.05905523789773391	0.08932656904133397	0.04688561355000582	0.03197191251070598	0.08429274359491891
15387421	0.0018866020943028982	0.13371668753216132	0.022326982493534944	0.11603494432092763	0.07843944310119341	0.172009712355101	0.017666502152098223
18414513	0.19773385186445908	2.220446049250313e-16	0.11119644410981941	0.03229445787859121	0.15904204098571068	0.023330204988837908	0.04016966950235723
20112377	0.10909699171294489	2.220446049250313e-16	0.07412147804188027	0.05149703497111436	0.12232088411441881	0.08690329261706257	0.08775120056225649
