gene	S0	S1	S2	S3	S4	S5	S6
DYNC2LI1	2.1939564485448537	5.419063661513183	12.408476801870005	7.67381485089191	1.7787070577204287	3.8519175228772458	2.220446049250313e-16
ABCG5	4.845962934233867	1.7173500776291064	6.755712027261705	2.713729793838832	7.654326019122772	5.514848282310879	5.1659004072438
CFAP36	2.7953367001206297	2.220446049250313e-16	3.2277455389763023	2.220446049250313e-16	11.847242098647087	11.257577934714831	6.447695754137629
NFU1	0.29800471920256555	9.780071979688254	3.33395431223349	10.591318802046853	5.307605894906778	4.194508358343847	1.8913385542676782
TLX2	3.583894152340494	1.9713672934627855	7.47161617643048	0.42819541955462626	8.663971253181415	2.220446049250313e-16	13.23411720588911
AUP1	1.7772270371835162	9.565099928437322	2.220446049250313e-16	10.54806438773957	4.6826901228813815	3.6199582248150843	6.036369879117156
TACR1	5.738187309989806	2.220446049250313e-16	7.84374064346399	1.950088047758613	10.825809109589208	7.530007550744108	0.322738844345297
RNF181	1.1632990659693443	5.241837614082311	13.289273007287246	3.9033064251517673	3.10870253808356	3.336093560602785	3.136566120456726
PTCD3	4.2128760970877615	2.220446049250313e-16	7.677516382885676	3.5125942507494976	13.241733782849584	0.14688056541190253	6.299299165430687
INPP4A	4.392513907129666	7.254608606044918	5.071593944146363	4.576526198092538	2.220446049250313e-16	7.074853548804089	5.930897298882686
IL1R2	3.7718656607521748	5.68143501215466	13.301006760039458	6.522209352547691	2.220446049250313e-16	3.3242368405243923	2.220446049250313e-16
NPHP1	5.6180524891182415	6.702249374767057	8.447880536411905	0.6950189088822105	2.220446049250313e-16	6.540229164429123	5.010764749890871
IL1A	3.2376674208530494	7.812832841674398	8.633030340869228	2.220446049250313e-16	3.424163398794821	3.38395984713925	7.229810032061256
TMEM185B	1.6514627308721614	0.8070465648560976	0.9634620016860467	2.220446049250313e-16	8.005567426218999	11.33941209896614	13.444914033157586
CYTIP	1.9288568962285606	1.492554740068444	0.40207381612857773	10.303290409031527	6.221702606091817	6.000644477122496	10.267710749944918
SLC4A10	9.458420780577997	5.684604863194346	3.1771637606145617	1.1857592064512121	13.78545446225078	0.9773574891441026	2.220446049250313e-16
DLX1	1.4650666207667054	7.641221996680722	7.923569943413856	8.692137043909046	2.2776561636380652	6.25534285293336	2.220446049250313e-16
FKBP7	2.176652478874531	8.126147412797948	5.485011738512744	7.779591552281359	1.9978041104871491	4.001142890831998	5.072292360114225
SF3B1	2.572468617628777	1.9332139987956296	10.088436422689302	2.991825160201454	11.510366772873844	2.220446049250313e-16	5.495448674890447
PLCL1	0.7433571405998624	2.1379573360145727	2.9576437803455975	10.265076631126833	5.4185445491641495	3.661632725072997	11.271584368358507
CASP10	6.4745963129296875	0.5724362878512519	0.06958290873192352	4.4031334295674736	8.005079521953297	1.6037197995305497	15.15811621583093
ABI2	2.4434053604575627	2.330886193357996	1.0036266900840785	6.440366735165059	4.916413420357353	6.3757070459332414	12.804032341677432
PECR	4.248960366312375	6.579354206271269	3.2179693999718477	7.509774352730121	2.220446049250313e-16	6.947151527402936	6.339570999856047
FARSB	1.3739034499346308	1.8065996640109354	0.439241713242458	9.737852425554694	4.213446964176251	6.179997348305338	13.040646830610678
FBXO36	1.8863300729027785	5.622635529157925	11.349555839469879	3.660551442287492	2.220446049250313e-16	9.94540464422866	0.5099991394943784
CAB39	2.271385903268685	4.79363569221157	7.447750829537958	5.6847742246411865	0.21359663697078002	12.075464645914199	1.1726875446001577
ARL4C	2.2043237860734872	3.8788333336414116	5.959923185530813	3.5705886579960078	5.232763833857216	7.8900343029369875	5.837146423571529
ASB18	9.653429688903383	1.2357376093774022	2.7729000575352116	3.401134636924396	6.9454668750717214	5.456821522436368	4.849605708384221
HES6	6.523066282360895	7.2025855445049825	3.3400648414122935	2.220446049250313e-16	2.462668774519775	6.434296190324389	8.518575838879471
DUSP28	3.284340984520777	2.220446049250313e-16	5.236407635453137	2.220446049250313e-16	9.213024324165438	4.145567726856763	13.887201035120489
IL5RA	5.608067317179658	7.048780776909917	5.18480552352743	4.588179548315132	1.2915118594843076	7.022513151202834	3.041620082908633
KAT2B	2.220446049250313e-16	0.48290726530617084	1.9626881936096705	7.7128492437058505	11.828647642505397	4.861034434758837	10.335574006261204
SLC6A20	3.4960274280110646	3.7032725790032046	5.5440956763172515	2.220446049250313e-16	4.33049809812868	7.944703122859737	9.489965544822194
LRRC2	0.3950080686600102	6.508516392051261	9.229124439020499	1.9907668975063118	5.928109156580315	9.696634747514455	2.220446049250313e-16
APEH	1.9819821546916265	4.6949684535888565	5.958100139194679	9.83033058914754	11.626475166635469	0.6756724911694683	0.614988126134846
SLC38A3	5.327904949408637	0.28553249256380653	4.304915516155642	1.3602649104928164	9.54076585159832	4.814025687718291	9.508136325225509
RBM15B	2.220446049250313e-16	1.212829384324982	11.882585009190837	3.184059724193661	3.3548644417232967	6.758885023275036	7.9201635233122225
ABHD14B	2.220446049250313e-16	6.4401128255562	12.827367375650402	4.596291546500928	2.7932729492756994	3.8934414916285602	3.032404874714742
HESX1	7.664532618684571	5.431673500920308	4.277174167447599	1.1982260181097173	0.4256578064701313	10.236368935944949	4.141258159530567
C3orf49	10.298497549184404	2.220446049250313e-16	2.220446049250313e-16	4.9595594165844314	5.749337786115083	5.31766578191141	8.99568501437712
PROS1	1.4527288820839914	6.505929333467565	5.329443012953859	6.702922309534523	5.335794033604975	1.7002052119301885	8.319126732104795
DCBLD2	3.54416566303397	1.2875973433186871	4.849116329636414	3.1392650913862097	12.869413545861017	2.4843690212348637	7.407420425300301
FILIP1L	5.4687444928543885	2.220446049250313e-16	2.096604581444174	3.231357009375736	12.69459902573227	8.490085663297048	3.43262479417489
ABI3BP	1.3115852561178136	4.100934543965042	1.7045246296905905	9.832403566128118	7.316588296953899	4.734458254006063	7.400731371037875
C3orf52	1.5722966945638137	7.480167075443141	7.310593980529511	10.917594975627441	3.656436576343812	2.369059781723731	1.3004383338845305
FSTL1	6.2626792150203725	2.220446049250313e-16	0.23740054369800134	2.5618271495010276	7.392635560604255	5.309770525784807	14.436559152527959
PARP9	4.574868017725689	1.8008229895547725	7.732368302655813	2.220446049250313e-16	6.067943395184846	2.7151645762344465	11.760907671338934
PCCB	5.919571172451281	2.220446049250313e-16	3.508467537972484	6.9094791002512865	5.148142460079648	4.4253024286733424	9.645731026792216
STAG1	2.8327092071415385	0.7610946266307064	11.925624915728667	8.846237717830542	5.081064475345883	0.18136430924438818	4.459950082688248
GK5	6.211317795066732	6.173389756294386	5.462720448864594	2.490205642832214	1.0985593244070797	8.985119347924122	2.987925561427184
IQCJ-SCHIP1	3.927655228954022	5.959744763557284	8.515663362613633	3.783756550947383	4.288398936751473	6.930700589231352	2.220446049250313e-16
PLD1	6.152946483449555	2.763814645949642	2.220446049250313e-16	0.9010416860730723	15.118586997031167	10.367942607081247	2.220446049250313e-16
EHHADH	7.533585115562412	3.0685956561120094	0.022392009640694432	0.6601558518058881	9.513368054169089	5.301678365205891	9.278218221605865
DNAJB11	4.560687017873989	9.14344201084428	6.745868010569662	2.7747091941420043	4.178626947651044	4.746768659404641	1.3634254831163934
CLDN16	3.35937999766921	4.654846539144582	8.26676283663925	4.555512788162867	0.784020231964139	8.26351275781068	3.7886668890817248
UTS2B	2.220446049250313e-16	8.713704321187441	0.784548539803243	4.112622550795306	11.717295964360114	2.3012838157020226	9.28444352187603
ATP13A3	3.6557507315240207	4.6982852754760245	6.039900507203736	7.379615962410302	1.279319288116803	4.220156291476106	7.3186135087784585
LYAR	0.7610889337222487	5.715135856021311	6.6262826954198975	1.8372893233546148	14.214503897236684	1.9353875498010078	4.194481908840285
ZNF518B	2.4220778903571722	1.8076147422173499	2.220446049250313e-16	7.249130602199684	10.055884252415863	4.086751136197632	11.362243654211266
RAB28	1.1235317069358337	2.220446049250313e-16	14.52109159538614	3.4763878965428843	6.9275677594866245	2.6935714199294942	4.834827824346404
QDPR	6.158628003493399	0.3332947730534297	1.952521358690011	0.7263862559268688	11.015848168445336	5.252578593253178	10.068822929913562
SMIM14	2.3865321309571343	7.610992506210714	4.886875802347665	5.925606757367211	2.220446049250313e-16	7.27405419217129	6.532588266528992
RHOH	8.519508860761654	5.181709500971488	2.311428438106967	4.124990068920124	0.37584031378924054	7.150515528893222	6.405916720877622
RASL11B	2.5125919261031746	5.5204130222142105	11.165568299873753	4.47439932087659	2.220446049250313e-16	9.407581447857151	2.220446049250313e-16
SRD5A3	1.582270716925935	10.195319744877112	4.62214667862604	5.317057195118917	5.894521015831716	3.976686101762824	3.1746129298691166
UBA6	2.2265175301979387	7.3113015232620455	5.633024902517017	3.574207793173173	5.110606944684795	2.220446049250313e-16	11.486145795151476
NPFFR2	7.295000774682912	5.204623677919441	2.220446049250313e-16	1.1534670448464142	16.371881182496526	2.5775801240839	2.98019118653483
COQ2	7.238793863487746	8.087599037949083	7.893523270879417	3.9706305585983364	0.01843593681004929	3.391728350335786	2.2819122108736067
ABCG2	3.8229341397051693	4.7514638398073945	9.272908312448541	3.4359340393234894	0.8133540252534175	8.533334140672935	2.550336300596599
DAPP1	0.29526601823624044	2.9780468492224266	4.535577344599408	2.478502046943917	6.932130006129919	3.7697651939396755	15.10294033658236
EMCN	4.847357416869855	5.853801009433388	3.954302194520402	5.5530436968943375	2.220446049250313e-16	4.273818895512035	10.460011383111038
PPP3CA	2.6845909793936094	1.7437861975147495	7.06545568146459	0.7489443470540689	14.13529135814428	7.015703178170348	1.2216494825310251
TMEM184C	6.016224777508003	2.220446049250313e-16	11.200402987412945	1.01678223995855	5.598023225351472	1.8671877343485512	7.888034700398638
PRMT9	5.38895165875039	2.220446049250313e-16	6.601777432519855	0.3763721699117939	9.724305854532737	8.498963633868353	3.7465396958120296
KLHL2	4.31902920350808	7.794794102163696	2.1119920792094558	7.195794885352816	9.422423676821056	4.362214610685652	2.220446049250313e-16
CPE	3.9182847856422724	10.983795580369248	6.254703296827221	1.5695872635627657	1.9437022873524956	2.3311722926775618	6.8960037234357365
GALNT7	11.369818564013304	5.738919266752347	3.368162086251498	7.385125751509021	1.0862995425882511	4.468947564995575	2.220446049250313e-16
GLRA3	0.5307844149657891	6.878833129370992	7.339311154434119	3.797662608667438	4.614643372611779	4.744848716796337	6.71741654938819
ADAM29	10.344637709694679	7.947499666177604	2.4918006494369846	4.50989859657532	2.220446049250313e-16	3.1224185000903724	5.243690881471873
TERT	12.34579435648748	7.052957356975886	6.1293721815890265	1.5754419485381286	2.746928389308121	0.9481993838810823	1.7145016551662264
OTULINL	2.8337875381802085	8.24829017342535	2.220446049250313e-16	8.394439533822224	5.91486197132674	3.038101731801369	7.8054956247700105
AMACR	5.514138496167463	6.54813873455605	5.0915893047066	10.304122726813254	4.481225601185039	2.4722772874074552	2.220446049250313e-16
DNAJC21	6.534122646969154	2.220446049250313e-16	1.0891937535563248	7.926532497413135	11.901525603420765	1.2637201088338226	7.4515815034158255
CARD6	9.148407452284191	3.048896936205839	5.679950140162939	2.220446049250313e-16	10.551217048262314	3.8501135346030093	1.6575777972118564
MTREX	2.5835640575994634	4.743157956468872	7.177685407280888	6.732914529099769	2.8595671985307325	8.284205732043388	1.7225190524003553
HMGCR	3.201953812779262	2.035458321857204	3.8033582316187857	2.220446049250313e-16	7.442475351174631	9.781577783814644	8.829508163291237
CETN3	2.220446049250313e-16	13.42310719890827	2.9045210593196753	4.408291789567386	8.404994210607585	4.098038870390551	2.011117082305198
POLR3G	4.141543471659698	5.703311528469609	3.49959155316598	4.654970889461787	7.954564165300171	5.905788065746424	2.9752619457617984
IL5	6.367291809017462	3.5990428957074023	1.9790563708028759	2.220446049250313e-16	13.785267466345672	3.701502223375449	6.154026885026428
MYOT	2.2445565862881183	5.732562668447631	5.184081330652088	10.365386363753043	2.220446049250313e-16	4.126703696375486	7.413575186183146
APBB3	2.220446049250313e-16	5.992804995680851	3.370966681235778	1.3527994422308938	10.129088871980425	7.254135760615911	7.731065291012429
PCDHB6	4.02659117760354	2.4236650305812333	7.238714382130318	0.399312347874091	6.40900609043789	1.5685147782034825	12.715357544695086
PCDHGC3	0.924340622413129	2.443673877851868	5.745721217092303	2.220446049250313e-16	12.78363955188125	5.213938350155079	8.550790375427987
PDE6A	7.526692377313441	2.220446049250313e-16	8.678934867676642	3.3195818827799055	11.744916111759139	2.220446049250313e-16	3.1850482351361964
DCTN4	3.089285001598016	2.220446049250313e-16	3.606327832324304	0.6257221751569206	7.662745546206378	4.021277646609926	17.017722619388305
FAT2	1.6265719988223766	2.124621283329148	1.3690459717792995	0.9512016636641465	11.582621057578823	6.562760175129528	12.214271234495655
ADAM19	5.006420197364576	3.0830091719531367	2.220446049250313e-16	8.626786579786094	17.16191281022694	0.8851410411140099	1.7356152011109254
INSYN2B	3.6416624694657327	2.220446049250313e-16	2.220446049250313e-16	13.060498853863592	12.417839635369106	3.088929614524165	4.9169228117837465
KCNMB1	10.409486159853545	0.07981726143023415	2.009065974550069	0.28696677822069816	13.168168614285435	5.346620158482841	3.229200513960858
STK10	5.729638736717095	10.096659862329945	2.220446049250313e-16	7.948395916948066	5.807698429299374	5.774705001439642	2.220446049250313e-16
NSG2	0.867150010181452	2.220446049250313e-16	1.9335087093467607	11.263755968326706	5.500119175219955	5.360348547168711	11.950449865335424
RAB24	3.1210433117558605	7.2836694045009605	9.504522926487912	4.5081234486035235	2.220446049250313e-16	8.921299856670975	2.220446049250313e-16
TMED9	2.4502109131494034	2.220446049250313e-16	1.4108538605531127	11.49753325592025	5.2286817330607995	8.840376955622858	6.776151070187021
SERPINB6	2.220446049250313e-16	2.220446049250313e-16	4.884655831469895	9.761289168352924	7.679321155685601	6.502152530891795	7.213052663815549
FAM50B	4.606228871211023	6.705664736214214	6.0618288457363745	5.020460350437997	2.5211987289835087	1.5899430970950528	7.82627528937433
NEDD9	1.6699485209036458	7.958491379335641	2.5733437643763732	3.7365403424727477	6.158590054102476	6.908091785002066	6.40801620348953
PRRC2A	9.932956909676628	2.220446049250313e-16	1.7456687289391972	3.6322800551997565	8.508676824859668	1.3510153378496437	10.090153083263115
LY6G5B	4.546756716485632	2.220446049250313e-16	3.0158014886259483	3.158236830857126	10.56914032454632	1.2847405707270556	13.556216293399675
SYNGAP1	0.4770447649530891	0.712895918114171	2.220446049250313e-16	4.372915553833379	10.864287575239645	8.796042883956346	12.05805158076202
TAF11	5.756238159950862	2.220446049250313e-16	7.8290061826551725	3.7380728488794697	3.2366366835321543	2.220446049250313e-16	14.538218112783643
RPL10A	5.392565463787557	1.2408278894306992	2.606784935329531	8.15045974331576	3.1087098021689963	2.220446049250313e-16	15.509180929748759
OARD1	0.5699312531103072	2.220446049250313e-16	2.9383663268488824	5.722740898382176	10.144390282170587	5.053262831082253	12.198559001654832
UBR2	4.951636497773474	6.37283453976975	1.2231998305153438	7.928059780800572	1.0844058956382914	8.936469496374805	4.311161298702459
LRRC73	2.4292468470801643	0.30047539065382267	1.4488504980762684	9.541390572353745	1.867365416092572	6.128748887024925	14.633166034066985
MRPL14	6.36647058732981	6.916906231269827	1.8333658985661652	8.527521485328123	7.384628517733894	3.7568126248484033	2.220446049250313e-16
C6orf141	5.273736203333753	4.591194095273405	4.094507954292644	5.102926262657792	3.0760758504535843	7.547075774947123	4.720469266080604
COL9A1	7.827834140708598	3.928095616929088	9.782713677181365	1.1501865806437763	1.5581673750102745	5.8810824719610935	2.377145218768933
B3GAT2	3.403645018610418	2.220446049250313e-16	9.624075714754394	2.220446049250313e-16	6.166003515262741	3.120164327345707	12.129364610225974
KHDC1L	4.505026980005738	4.776966291610043	5.714155645779275	7.2407292111098975	5.339479018200407	5.470846355231809	1.2607052468111104
OOEP	0.46661261450821057	7.532312941899143	3.5578100528965972	8.24696939194612	8.116799745418433	2.220446049250313e-16	8.36959701258727
TUBE1	2.220446049250313e-16	4.243039626166642	9.264009307233614	2.1237807856253825	3.6090466488845894	6.065660484645356	9.289941430640045
KPNA5	4.796469134933727	11.432738705203166	0.23947205940375227	8.329454803344147	3.5595300510690606	6.69130981870434	2.220446049250313e-16
DCBLD1	1.859751476515777	0.6320167973232405	6.880592672703299	1.348581855867757	9.541020459206052	2.994759317180776	12.140872656074484
LAMA2	5.261478158782374	3.787307768184469	1.5394656833268918	2.220446049250313e-16	4.988998694479422	10.086822689014383	9.318078140641331
MOXD1	4.569048494904664	7.093729505737345	2.8351366415811636	7.0073994086940115	1.011482034753851	6.420237480462967	5.798821204025918
STX7	0.2654417047038509	5.364362891628513	2.220446049250313e-16	8.022068669177687	13.073622162285744	4.54062785352493	5.8902845333207505
HECA	0.47574306792097065	0.8539595744083535	11.930212123720079	3.4132532363106773	8.43679290742823	7.712630522481694	1.0179934958478372
KATNA1	6.75229987215634	2.220446049250313e-16	8.369401573446334	2.220446049250313e-16	3.8171687057462806	3.0840010868297405	11.994713746378359
SLC22A2	0.17564659330825266	1.746000343776867	10.413745177116574	2.796936558018674	8.167124111720787	6.968963654440593	4.004903392987696
PLG	7.5549184395174755	9.303807046769657	4.74123549680601	4.904961432638365	4.201166207309573	0.6848819248982272	2.3668392743000797
PRR18	2.967465181789169	5.432528189661175	6.6805322154751865	5.384618843324521	2.220446049250313e-16	11.91971079136525	1.3330850720761873
PHF10	2.922691513299364	4.386781372507508	4.637503416298047	6.771025684530093	5.785475164784334	0.7888235459894162	10.243086500542681
GPER1	3.577117392195051	7.365495604902469	9.164009784966634	3.2261451297527177	4.046289734547841	2.220446049250313e-16	6.741957880746906
ANKMY2	3.606887757509047	3.338632530332351	3.800276649361083	2.9354234497627925	9.507148233232467	2.4040498899041722	9.996579890192692
GTF2IRD2	2.220446049250313e-16	11.79216293148048	2.220446049250313e-16	6.829434226383821	8.130980068144565	4.179101416159556	5.431904608166892
STYXL1	0.6094026394563751	8.545549175612157	2.220446049250313e-16	3.6830087141641927	19.69163958703827	2.931964806828967	1.3012093934847115
FGL2	2.716469555769604	5.508679875913922	2.220446049250313e-16	6.977756210256084	3.6148612288767707	11.713823635999344	5.05549862578747
PHTF2	2.1187091427262046	9.200076458452747	8.750199211440718	8.361563149838716	2.220446049250313e-16	4.649132445056429	0.5412492029004641
MAGI2	3.3731795000432165	8.290867668756603	2.214546281813364	10.156459757379785	2.220446049250313e-16	8.12539231981323	2.7805857162337824
CDK14	6.537938617742276	2.0922676835205216	2.220446049250313e-16	5.428726262273764	11.210334985776253	0.6567311440940475	10.307297359591423
PTCD1	3.664121304232048	6.683302591423031	1.3626992930169601	0.7181759604473248	10.44013917446732	5.690229626644476	6.917041793070899
CYP3A5	3.6620782321709933	5.466315348433419	7.495188760244454	4.488346810389251	3.097570130130991	5.532368716130534	4.187245805101833
PPP1R35	4.886875607736292	1.28899438058618	3.835638430760378	8.268267158442931	2.5849879228793653	1.6679995580860592	12.977386599176146
