	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S20
20156469	0.015970103214598512	0.04014379832357145	0.00738122945713489	0.00895760539568824	0.0034315997537938065	0.003188511491909884	0.012555384651136415	0.0	0.0006614041546769827	0.0	0.0	0.0	0.013896346897359227	0.0	0.003539473154373993	0.00543089582950971	0.006006535109307976	0.0	0.009195184489062367	0.0
20173942	0.0	0.0019837107126082156	0.028924783234899436	0.0004594057809947654	0.00197344583165928	0.0003107817339820806	0.011816592847551991	0.0	0.01142343785456669	0.0	0.0024837687909150343	0.003921292886776573	0.005720600261763037	0.01404051723331957	0.0	0.02669940141675117	0.005001625335731104	0.0	0.00554718078283531	0.0
20185860	0.0	0.0	0.0	0.0011344089729675678	0.0	0.01014609414343482	0.0	0.0	0.0037663682818354616	0.0	0.012812039143276353	0.0	0.0	0.0	0.017816223317589964	0.0	0.0	0.0	0.09858992333047364	0.0
20187042	0.005574361769021164	0.0	0.002407077702773751	0.019652710801319227	0.0	0.0	0.0	0.022366898783993904	0.008611072940056594	0.0	0.0025722161508246262	0.0	0.016484369466495424	0.029916350286810826	0.01943036396514533	1.4530759972109218e-05	0.0	0.0	0.0	0.0
20195344	0.01129500561526782	0.0	0.0037355003280046487	0.03141065577998584	0.008607014387106161	0.0	0.0047652298365639	0.0	0.0	0.0177574246956917	0.007133879239432874	3.620673719224592e-05	0.0	0.0	0.014507444744329183	0.001857881680538666	0.011624192286727779	0.0	0.010315905168723575	0.0
20197364	0.0007094550486630934	0.010521435280520472	0.016117251313611605	0.00331819295085025	0.0112678773735786	0.004800480467188208	0.00732870414881842	0.0013166183443114102	0.009516785039231137	0.0	0.0	0.0	0.0	0.03879387126952877	0.016161947709128467	0.0	0.0	0.0	0.004854497213360415	0.0
20204538	0.005928110251590913	0.01332519029041272	0.012388815778228632	0.0025610244915865213	0.0	0.015140579098556588	0.0059878721114728795	0.0	0.025123350440546276	0.0021781998740348384	0.0	0.005029223320948833	0.0	0.0	0.007875731553849312	0.01740300102882914	0.0	0.0022900700920902737	0.0	0.0
20214850	0.0005593255439371042	0.01669481048023783	0.022731956155590777	0.006451949619853608	0.0	0.0	0.011271205480834597	0.0	0.015145451419650714	0.0	0.0	0.0	0.0	0.00048372262602127666	0.020555707891156967	0.0	0.0	0.07235239489274194	0.0	0.0019177896322376403
20225925	0.0	0.0	0.015781512203821534	0.014898669788651108	0.0	0.0	0.022388702558795815	0.0010161412418273213	0.008808383652629474	0.006235323136087462	0.0	0.0	0.03588239082014412	0.008948719115336633	0.0	0.0	0.018145104599728998	0.0	0.010824390640881582	0.008551309739891893
20232474	0.0	0.004839190953798717	0.0008387023557246348	0.017520785887757025	0.0	0.0	0.011039247990662499	0.007161016378668094	0.0050218832196874215	0.05063887205272815	0.003394859250321156	0.0	0.0	0.0	0.017582146742547385	0.0	0.0007905073531270138	0.0	0.0	0.0
20242958	0.0	0.0	0.0	0.0	0.0	0.024726528675466864	0.0	0.0	0.0016609853242060626	0.036703447207629705	0.018827957050785514	0.002714193044680886	0.0	0.0	0.0	0.014529431331922584	0.0	0.0	0.0	0.009103757680344144
20251553	0.0	0.0024887765273895607	0.0	0.028166814298703213	0.0	0.0025015104344103035	0.023436204828646355	0.005870300022971411	0.0007140193030242352	0.001095198164401109	0.01548439755549735	0.016089416913385675	0.006003693455660069	0.0	0.005470615986776796	0.0003353348612738996	0.008305118959947509	0.0	0.0	0.006285208552165919
20252720	0.005771224651921183	0.0008885763166375932	0.004705316211012609	0.0292174569819861	0.0	0.0	0.02071368817113903	0.008295509533473494	0.0016866892765250588	0.039658509836644075	0.0006406968867365454	0.0	0.003815271242050299	0.0	0.0	0.0	0.0	0.0048342241593070205	0.005585914718159075	0.006144126792382144
20254902	0.010170218380177651	0.0011161095220095258	0.01569642884189989	0.026376256083513537	0.008331169101981516	9.137048588995238e-05	0.007296104095109136	0.0012226823195919982	0.0	0.0	0.00679517479904143	0.00257903723124902	0.0	0.008833254558940086	0.001165631503215096	0.01394136230273626	0.015015354852682159	0.0	0.0	0.0
20260284	0.016487652447472263	0.007412295249091287	0.003941805926509819	0.0192321752981823	0.011588852197435948	0.0	0.006661037608804526	0.001736117529488356	0.0	0.004956031606946859	0.01047916564149324	0.0	0.018785520549524527	0.0	0.0013247246454931906	0.010411931939633877	0.0	0.0	0.005373651434383893	0.0
20267709	0.015935103438395024	0.006073533537345078	0.0	0.003136474701902485	0.0049384589941962485	0.0	0.018995287720518155	0.000873736003512952	0.017240684805993743	0.0	0.00593758965693085	0.014774192648202015	0.0	0.0	0.01292720813466498	0.005770195944570971	0.0030362567720779456	0.0	0.005415397716188205	0.030144376950666303
20271359	0.0	0.0	0.0009631374988869326	0.005450914773759469	0.0	0.01677943180091666	0.011662548247317281	0.0	0.0072176225672712395	0.006468649626642212	0.02156556502145069	0.0	0.010106665047429084	0.00024781845171781844	0.005711530706473089	0.011537421992871437	0.005132092494640212	0.0	0.003813235619084155	0.0
20275399	0.006576842845629713	0.012307808839257238	0.002558681770633026	0.006798967376046133	0.0026754363562254482	0.007243718455476198	0.012453788516628442	0.0	0.010398682442954214	0.015623385377397152	0.0	0.005309357000508898	0.007394741048171226	0.0	0.0	2.35393075147429e-05	0.02944148019073602	0.0	0.011889253121227909	0.0027408237816815683
20283691	0.003711048816251772	0.0	0.0	0.0	0.030594392548389658	0.012467220842295889	0.0	0.0	0.0	0.0	0.0076072452484028915	0.005613644871193457	0.00019748110344444992	0.0	0.02156963704370069	0.005040480367369025	0.007500091072552979	0.03281502672176082	0.003944290118573561	0.00042901725144043674
20299973	0.012246385045745345	0.01841957318946823	0.0	0.0	0.003455526641800415	0.0017735857803492568	0.026857666094451976	0.01017801430913178	0.0	0.01247016762300088	0.0	0.009170935377910841	0.0016220740322204945	0.0	0.0	0.011878492614018386	0.007304586063286757	0.012282635172701796	0.0	0.01761687972520234
20358955	0.0	0.0	0.0	0.0	0.0	0.03265537226805009	0.0	0.0	0.02265237355085138	0.0	0.021458663868199206	0.014143220111885723	0.0	0.0	0.0	0.00843401213583497	0.0	0.0	0.0	0.0
20376029	0.030029488792487166	0.026637075138730728	0.0	0.0025856796364018718	0.0	0.0	0.012502593776572446	0.052358145318313426	0.0	0.0	0.0	0.008479719433890491	0.0	0.006991855237599191	0.0015641138043627051	0.0	0.0	0.0	0.00410568024910693	0.0
20380417	0.009533331651192198	0.0	0.0033913156960505312	0.0	0.02449232020231215	0.0	0.012990641072765097	0.0	0.009076631556827391	0.003568700605217402	0.0002836664124500205	0.0	0.0019652775621686203	0.017800590690114287	0.03487009777331523	0.0037739169461208488	0.0	0.0	0.0	0.0
20390027	0.0015883884611646588	0.03059894884691932	0.01790806665735946	0.0	0.0	0.0019566077376933395	0.024324580340548244	0.024155077078919056	0.015812986703557328	0.0	0.0	0.0	0.0	0.0	0.0	0.004807645960226289	0.0	0.0	0.007332502604144721	0.0
20447343	0.016857287744139336	0.0235234174311566	0.0	0.0	0.022607121766302394	0.0	0.032824032210349685	0.0025248675769628604	0.0	0.0	0.0	0.0	0.011574791358260884	0.0002558474518245417	0.004937040079294745	0.0	0.005485783061240429	0.0	0.0	0.023077477780039046
20453625	0.009908442152731367	0.022882372314248542	0.006467245667231506	0.0031172585766941563	0.003144969939303927	0.012392623435097784	0.0	0.00010698771720162998	0.012064799897324145	0.0	0.0	0.014605829845574717	0.015904465496944544	0.0011480422661551855	0.0022245030180636357	0.0	0.023012663345558435	0.0	0.00459370432880812	0.0
20500815	0.022157437577371444	0.0127389968573386	0.015829141330686542	0.0	0.0	0.0	0.00040193082616153577	0.07661361216686514	0.0	0.0	0.0	0.0	0.0	0.010483221357631177	0.0	0.0	0.014403349094325134	0.0	0.0	0.006331859318838222
20501668	0.0	0.0	0.019150836781431115	0.012288019185077072	0.0	0.003678866428717444	0.0	0.0	0.018508903750780435	0.015214063489429127	0.0024934099718757602	0.007049851629316144	0.0032264569485839674	0.003648723743385682	0.0	0.017741250754867436	0.009775855816084948	0.0037764137103130867	0.0	0.0
20532115	0.0	0.0	0.012694534794385448	0.011460900275546233	0.003832920629239737	0.0	0.003915330428052323	0.010291784092711387	0.0018380611202059693	0.021426763386930857	0.003753699486750774	0.01429028657007195	0.004489777381206611	0.0	0.001521437510713414	0.0006975989639568927	0.0	0.07897430877201315	0.0	0.0014002716063094682
20559562	0.0	0.0	0.003627370011830486	0.014334771822594173	0.0	0.006933771721424767	0.008435700583706143	0.003175569563036535	0.005087259332990629	0.01102475601089182	0.0027222747310109725	0.00803338313516242	0.01596122924062832	0.0	0.0	0.0	0.009891436235498602	0.08342018776835082	0.0	0.0
20561642	0.00682266696847982	0.03147098229291168	0.0018158534639840821	0.0200537637299549	0.0	0.009719040346116361	0.0	0.0005557511148519948	0.013858153762409025	0.0	0.0	0.0	0.00903386817651511	0.0034991354168387645	0.022309501665031164	0.0	0.0	0.005079949528888373	0.0	0.0
20594407	0.0015189059842006056	0.0	0.006065254609380985	0.0027305826982590977	0.0	0.004782512374868112	0.024408322324613235	0.0	0.0014341576403853304	0.03349622166410281	0.010121839528478824	0.0	0.005858930442231842	0.0	0.0	0.0	0.01461708878942969	0.0	0.00722984568301451	0.025040358014031015
20630946	0.003240507817343081	0.010566270058075809	0.0030456950401506664	0.0	0.015571727867681521	0.023859180137709747	0.0	0.0013172000226510552	0.0	0.0033647093021276888	0.007938899076531366	0.014842086076844433	0.011971079560418221	0.008130821804221564	0.0	0.002326503074291199	0.006168787843156077	0.001694439402756016	0.00022647190790687442	0.007943258723999412
20674902	0.00582720234081927	0.013669969816039412	0.007318011320873396	0.01147831314177151	0.0	0.0020020824435950657	0.0	0.0	0.0	0.0	0.0037210387347872123	0.026350737770225573	0.0039508881674857055	0.0055398422380124514	0.009885970931199611	0.021253786380985996	0.002089836259008169	0.0	0.0	0.010386688019665663
20706215	0.00670130962597385	0.01161112068256704	0.022892367785716364	0.011178202620035316	0.014455667463556499	0.0	0.023007934826210295	0.010081060505880762	0.0	0.0	0.0	0.0007397742660588358	0.0009439484970168486	0.0	0.0	0.0	0.026900934677877596	0.0020540665640346534	0.024611513223354538	0.0
20819999	0.014590941500086997	0.019538577553335452	0.00342783315269901	0.0	0.028885359598040734	0.0	0.002632731371040487	0.0	0.0	0.0006758279837221002	0.0	0.0	0.020469909905343437	0.010218428356535397	0.013307362216785131	0.0	0.025795651221047912	0.0	0.0	0.006702812443660396
20865035	0.0	0.0	0.0	0.0	0.0236815057506664	0.029570396857178112	0.0	0.0	0.0	0.0	0.01696773427701393	0.014262572566989123	0.0	0.00699022655649361	0.0	0.008983811510642196	0.0	0.0	0.0	0.0
20892128	0.0	0.0	0.03430806040291077	0.0	0.004123166362778816	0.02059935141212181	0.0	0.011459368918234769	0.0010383815056582341	0.0	0.00022799823476179275	0.0	0.0	0.017425540842284298	0.0	0.010256698710537637	0.02157473282962059	0.0001517605221948189	0.0	0.018604125519401413
20898476	0.010312097238274077	0.01672678353373549	0.0054443422833379326	0.0	0.0014664541310538542	0.0	0.006715444456013915	0.0	0.005616378383830462	0.0	0.001996182106942166	0.008619362872961103	0.010338365390134736	0.013209028443765685	0.009980350141515985	0.02458406874213037	0.006289775259039221	0.0	0.0	0.009906958575983454
20906079	0.0026928501986056403	0.0	0.021634203597494055	0.0	0.0	0.0	0.008620266709467658	0.0	0.0	0.0	0.02042230662002278	0.020358098979550092	0.0	0.0	0.030882309042810006	0.0	0.0	0.0	0.01623920059359061	0.0
20914669	0.0031819538045826275	0.0	0.0	0.0	0.011404437938911192	0.010084226760660238	0.002518581289080396	0.0	0.0	0.011043583213517965	0.012545424293281936	0.020875245917307123	0.041223414760456746	0.0026666380666440608	0.0	0.0017209785288060124	0.0029984195482112416	0.0	0.007054112905551045	0.0
20920239	0.0	0.003705027286401212	0.013555897492123348	0.0	0.012625146410106553	0.019853112897326653	0.0	0.0	0.005159104332389969	0.005251110049751421	0.0065585617917773365	0.0	0.006905316786132958	0.001850292271879195	0.0	0.007508202388369369	0.010705099428661012	0.0015106719128676633	0.0	0.027494662137613004
20922259	0.0053889745731258275	0.00955715911618844	0.0	0.00460573656001254	0.005477036972823587	0.009090378880306992	0.0	0.0	0.0	0.015496214500506117	0.0	0.008797193020540148	0.015561409278195841	0.0	0.02715605047334842	0.0	0.01186012846549884	0.00292792640577976	0.0	0.018821800267087966
20925996	0.011926586614941814	0.016509415582624982	0.000692883949929478	0.008361660616018847	0.0	0.0	0.0026328971650522994	0.020736743093105973	0.003906673123985764	0.0033678649477724937	0.0	0.0	0.008253774328530838	0.02618134504923032	2.4754536175797395e-05	0.019115189475213328	0.0	0.003668744623396127	0.0	0.0
20933324	0.007666914020703672	0.01506691438687428	0.0	0.010605338358417331	0.007614779825105573	0.006314930926108659	0.012589246172358204	0.0	0.0179402171107056	0.0	0.0028216697868286883	0.004476960333307556	0.0073451342825777725	0.007339497720388206	0.009161949824292161	0.0030531625704637256	0.0	0.0	0.0031876219630872504	0.005776428969111566
20946545	0.0	0.0	0.0	0.0	0.0	0.0036169296505294173	0.003936850804530503	0.00842062519099116	0.0	0.0	0.0	0.0	0.0005681472972907306	0.0	0.0	0.0	0.0	0.0	0.17562955944074574	0.0
20964295	0.0010526080806924035	0.0	0.0011056653719150582	0.013681387867668367	0.007814376262370009	0.03175979306170717	0.0	0.0	0.016793045591507384	0.002599876435925421	0.017770166844872284	0.0005195035514123579	0.0	0.0	0.0	0.0	0.004211824698368977	0.0	0.0018348788796669437	0.006544390744291637
20989910	0.0028696440179749993	0.0032079201491505265	0.0	0.0	0.0032514385948255527	0.005483003997545402	0.028164577371709562	0.011568774766960794	0.015818617869752166	0.011072548211285426	0.01577446129297609	0.0	0.012001642219229355	0.0	0.0	0.00026692256632907717	0.0	0.0	0.0	0.01511595064758729
21000180	0.0	0.0	0.0	0.003066359000625886	0.00555002795768007	0.0002835472312123129	0.004330128056579904	0.011386746149402681	0.01628788867993352	0.0005252157216673964	0.010331048158741406	0.03361087292296209	0.0	0.0	0.011406124550643219	0.012571411628481691	0.0055554179090719765	0.0	0.0	0.003962923305515639
21000630	0.0	0.0	0.015333012872852778	0.05199224560690873	0.0	0.006885403695423775	0.0	0.0	0.004481306882255838	0.0	0.007166792526667966	0.0	0.0	0.028385260225815997	0.0	0.0	0.0	0.0	0.0015591901941596827	0.0
21002524	0.001079414013799476	0.008373582478476808	0.0	0.0004699120719784781	0.007144711713034546	0.020243116655177504	0.019642846178555953	0.006663637193875424	3.7223409071163424e-05	0.010302448899001417	0.009978347377668192	0.0	0.007949082231870448	0.0	0.0	0.007981490827291916	0.0010649764880482839	0.0	0.0030722839593542457	0.023277129659093163
21125782	0.019720153109741685	0.022288982418698054	0.002466744587483128	0.0	0.01881600771991633	0.0	0.005041626584535311	0.00872116749424436	0.0	0.0	0.0	0.00325153350817604	0.013290718317733945	0.014800035476952874	0.0043748139100552004	0.0	0.02120564549199909	0.0010972476365588015	0.0	0.013431647573529017
21176459	0.009224353108457099	0.0	0.003185472526615665	0.0	0.0	0.0	0.034409724818396124	2.229482131251563e-05	0.042042503025652996	0.004365952590133256	0.016508155918589854	0.0	0.003109414277555309	0.0	0.0	0.0011907313445487094	0.0	0.0	0.008049853422367768	0.0
21183160	0.0	0.0	0.000238724856909969	0.0002193747976223735	0.024506243441710554	0.00332774938642256	0.0	0.0	0.009488389299499085	0.0	0.0	0.034747942766061475	0.0	0.012043331842757818	0.0	0.005324248594511317	0.039904808944072806	0.0	0.0050599430306464055	0.002789300560948206
21189544	0.0	0.0	0.019908811375036244	0.0	0.0	0.003185295084800849	0.015009490454667991	0.004835928281639195	0.047269054753013025	0.0	0.0	0.0	0.0	0.007584939515824359	0.0	0.022417289523778576	0.0	0.0	0.0	0.0
21274280	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0034564730968873482	0.012663336473374254	0.0	0.001667331806869442	0.0	0.0	0.0	0.0	0.022735482945870654	0.0	0.0	0.13063982644067432	0.0
21293107	0.002705184590818257	0.0	0.0	0.00033961992814922825	0.01584045245253719	0.01229594932058602	0.0017645575994120226	0.0	0.005613377306632216	0.00296857529654629	0.009248041830593237	0.03188559923927587	0.0	0.007863968713997433	0.0	0.011203759546613302	0.0	0.024059428509049453	0.0	0.0
21362537	0.0	0.0	0.0	0.0	0.0	0.021834340932601667	0.002769560128086109	0.0037811549404069946	0.033274795304381356	0.0008376054895090552	0.01871881731919317	0.0	0.005581727441145344	0.005441992857619059	0.0	0.011294999587683822	0.0	0.0	0.0	0.0
21402304	0.014525526038616121	0.014253355856870964	0.012821995289569194	0.010098256816879654	0.004428868629171566	0.0005498718393796111	0.00557211500812707	0.003046556380741813	0.0037656975530267534	0.0	0.00015230317815687137	0.017345760066983927	0.006464672195756908	0.014612736272407438	0.0031762368703528595	0.012817197241357882	0.0	0.0	0.002362260027366303	0.0070209762578667
21413181	0.0	0.0	0.0	0.0	0.0	0.0184890650261849	0.0	0.0	0.0	0.0	0.022196041366043806	0.07391998476009823	0.0	0.0	0.0	0.0	0.0	0.0010879451089080873	0.0	0.0
22789958	0.02503092343353411	0.015179672074328236	0.0	0.0	0.021681715075422454	0.0	0.01199298033866328	0.0	0.0	0.0	0.0	0.00124153267347624	0.011211350248792006	0.0	0.009788265266688467	0.0	0.04302974516860609	0.004756646406493165	0.0	0.03542495287112689
26631069	0.011781191239758982	0.009677295806528105	0.006289670560237049	0.00808384424164797	0.019079842709906283	0.0024186966336569604	0.004516968351605003	0.00047104371886685215	0.003946095620791076	0.0	0.0014764340998762054	0.0030715821367789335	0.009952887086457864	0.020228408002920382	0.013051184924416771	0.0	0.008108864623938672	5.707168890496705e-06	0.0007296199897679398	0.018956564411673826
27481601	0.0005761389503670289	0.0008500575070431893	0.03619779587607797	0.0	0.0	0.0	0.00405151793098377	0.0	0.0	0.0	0.0	0.0	0.0	0.010435921838923593	0.016954415659615783	0.05630472158564989	0.0	0.0	0.0	0.0
35941263	0.013394176272667	0.023489743614126073	0.014069016660597719	0.005390490887955328	0.0	0.0	0.0	0.0	0.010077437938888392	0.008439571428674915	0.0	0.0	0.0	0.005645816251967267	0.019308437180861657	0.0193668242671216	0.0	0.0	0.0	0.0
36379623	0.013508894931049968	0.0	0.01197850993590122	0.022038841925514717	0.0	0.0012196768136255272	0.0	0.019518557681647057	0.010100398254440349	0.013715024827924808	0.00347166029449288	0.0008501635670523918	0.0	0.0	0.0	0.012309262248707795	0.012040469816494308	0.0	0.0015000407072876213	0.0
39800111	0.01197025443789623	0.007103482518669046	0.010894341853777724	0.013089973908928161	0.02650943717271993	0.01277639958683679	0.0	0.0	0.0	0.003885589574413578	0.0	0.0	0.007085958136134294	0.023258714991467002	0.0	0.003537572668242701	0.0	0.0	0.005936663972352839	0.0
43485807	0.017553508799374406	0.007612614505167114	0.014420220623646514	0.01991603606911532	0.0002199664191153248	0.0	0.011132380671824154	0.018995103076593085	0.0019429610843735615	0.00849243232099897	0.004612606662906132	0.012823521753759833	0.0	0.0	0.0	0.0007322644003948745	0.013071882901804296	0.003532741939850386	0.0	0.009048746054123978
44019405	0.008828465854105764	0.012992176415517651	0.015632710096747018	0.0	0.014708013452717791	0.01494418276039546	0.0023563005579046083	0.0123319578057257	0.0	0.00416840789303634	0.0	0.0	0.0	0.023470367322832926	0.006095654281839194	0.0031167590264777815	0.008535272668540395	0.0	0.0	0.0013197507034799132
4576591	0.008405116089012956	0.000975606086282928	0.0	0.0073501743068290605	0.02072681693581975	0.0	0.014017341987788439	0.0	0.008294774084940197	0.0	0.008172216080326526	0.02284267245202296	0.0	0.010292056605051784	0.0020343579947535474	0.0	0.00022453296946871033	0.00944824432551181	0.0027602823447978888	0.021138456772338998
46000440	0.0	0.0	0.0	0.0020567465918583804	0.0	0.0	0.0	0.0	0.0	0.0	0.0013207333385339653	0.0006821028595195448	0.03214650673450304	0.0	0.0020796954880280996	0.0	0.005396165979475858	0.0	0.0870033457695356	0.06086894890022312
46369736	0.010873648444325567	0.0060919418629506224	0.04664879194831902	0.006869824649291181	0.002511325341144352	0.0	0.0	0.01725257897079574	0.002738179615624415	0.0	0.0	0.0	0.0	0.0	0.021963174188281462	0.0	0.0	0.0	0.0	0.018569776031904104
46547648	0.0170873395932241	0.0	0.017933948208196514	0.0	0.03353731457428087	0.0	0.0	0.00791423556308076	0.0	0.0	0.009617725954232641	0.0	0.0	0.018823597965161268	0.0	0.0	0.01452903142725073	0.0	0.0054051783546408055	0.0
