	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S20	S21	S22	S23	S24	S25	S26	S27	S28	S29	S30	S31	S32	S33	S34	S35	S36	S37	S38	S39	S40	S41	S42	S43	S44	S45	S46
20561642	0.016665746252560645	0.0072307544544889645	0.003959333279999239	0.010812184901058172	0.0	0.011862551068858113	0.011518718653152368	0.005684352994636385	0.0009662490561915493	0.01913755466720971	0.0	0.0	0.006556707266151951	0.00834657170640983	0.005190580344811693	0.0	0.0017507222832821253	0.019759370655023308	0.0018162004891653788	0.0	0.012872188314087719	0.009287967083077622	0.008226867375784376	0.019085758261641547	0.014601915482603641	0.010222897619009647	0.009244296117834982	0.0	0.008069080340293274	0.004591528465240022	0.009248319979515418	0.004667773842546632	0.0	0.0	0.007454311754420064	0.0	0.004261736332400995	0.008166374751138879	0.0	0.005191623858410033	0.006575244399121108	0.0	0.002448754769562946	0.0	0.007965860284516822	0.00994809181312559
20594407	0.00045784380382002697	0.006153439211429542	0.016386719599253485	0.0	0.007440362941176318	0.005281150551172187	0.007479617407550885	0.008261379393014627	0.0032241548389124654	0.01099625695397191	0.00039799039926487656	0.0060159757725321145	0.003646075246980932	0.0	0.018121430756845597	0.008700303975237808	0.0074284226884474835	0.006481399397495348	0.01656728812159854	0.01538300520599915	0.008348449405570644	0.003465036368455423	0.0	0.0	0.0011680059038064144	0.00021293418532068045	0.018213993361271944	0.0035373871792037065	0.003493909932579481	0.0058256036823851635	0.0	0.009396691561877203	0.012378787352861777	0.004073973140643843	0.0035502422784549786	0.01244445090783148	0.00538913621044881	0.012157332079267603	0.005634189677015822	0.005506659033404108	0.005980908338798046	0.007265542331178568	0.008962831253757202	0.006302771686177501	0.0	0.00466051486131542
20630946	0.01023878679916967	0.0010453299481152	0.002116976347937969	0.01498983281982082	0.009001169548419069	0.002156930448796068	0.0	0.006307647712117033	0.0	0.0	0.004366181669567922	0.008525093460722557	0.0044461502962928785	0.012553892873437866	0.0060116823389437	0.005288961011674108	0.00012917744119174976	0.00924504349939499	0.004792623942910543	0.007837445111370044	0.00977285317277085	0.006908764313323168	0.01079410762443345	0.024854841731818206	0.008346645115340607	0.0008922521758991802	0.0	0.006190068715096731	0.004735185812869899	0.0	0.0	0.006362828588878879	0.004945074507429394	0.004786829909643325	0.010952172212948868	0.00457099689573644	0.010498120133517032	0.0025247498004817986	0.004565606888211188	0.003175974943752344	0.00966705622797156	0.01748628292338563	0.00978212237362672	0.0	0.011600794004929865	0.014325413940747682
20674902	0.0	0.010971906092573069	0.0057506118496610656	0.006837525256884172	0.0005884326653361295	0.0017918161981211752	0.0009379155248771134	0.004378148357561108	0.005391476703605464	0.0024605484985264817	0.0007806882688995861	0.007180558930458416	0.01992223785559194	0.008549639012326252	0.005337502472576394	0.004600330478901373	0.006487881604808729	0.0035991886068927185	0.013221509227050218	0.010416998340002273	0.002722904237350117	0.0028794266873547712	0.0	0.019412696238078696	0.0	0.005921645945018034	0.0022767422592032184	0.007650205817743174	0.010174130943644841	0.01358912748603002	0.0069200585248373435	0.0062937265399859044	0.0	0.004286795656077717	0.00904349900588971	0.007282271218754561	0.0009347341561067878	0.005493556600261803	0.009630266336090368	0.0	0.003725917569432833	0.0038936821041482546	0.003767916320323852	0.013619606891135247	0.009181124240011662	0.008727169394157522
20706215	0.011766760416947743	0.014369076053236673	0.004979862607128021	0.008243655101190555	0.004398094436063329	0.012155297677491152	0.010708162579548347	0.0	0.0024401404678487193	0.0077730212387730575	0.0	0.005989301022066894	0.0	0.0002473946995611772	0.0029868043891209776	0.012266838527841625	0.0	0.004947402453566237	0.003718067819118839	0.0001927398079250457	0.010733820139968686	0.01170944570951953	0.019017827332318264	0.00391470872740557	0.003185710203331028	0.007392782904285838	0.005339132531361746	0.002786924917948036	0.0006321375131227809	0.0009170129988652865	0.010155418638860294	0.009451942031175737	0.01863258607908712	0.013916952031590431	0.021248810555903493	0.006823215032512388	0.014804235680157228	0.014779175184003783	0.01016631092039229	0.003836195116914717	0.0035534773926331645	0.0	0.002738965206841714	0.0015094976639087577	0.005885797387253783	0.0014507895562894382
20819999	0.024857557557239347	0.0	0.003597589001305051	0.02121690521272005	0.006880178236811676	0.00998014147040543	0.002882674361304884	0.014358325050392744	0.0018939693187349554	0.011667332382397115	0.012919680284000498	0.0019095157411940704	0.002148296929387294	0.00962230040639396	0.0006661441626140222	0.0	0.0	0.016133821558801782	0.0	0.0	0.006306304742405049	0.0027697646486715146	0.019304927532390295	0.009900377754560053	0.014614809327517896	0.007527364057291747	0.010202702268161574	0.0	0.004964678697327032	0.007561395778990589	0.01205208241669847	0.0006610217857765145	0.014842778490614397	0.0003756568731997254	0.020269768415734777	0.0	0.0	0.009010040360461415	0.0	0.0	0.0	0.012125426719315237	0.011230020294562822	0.0	0.008915492453728994	0.01640356980050952
20865035	0.0018277514016523842	0.0	0.0	0.003238111828786338	0.007345357481417481	0.0003762657754231319	0.0	0.0	0.011261490623118308	0.0	0.002725917299236238	0.01597690756446436	0.005700587181698349	0.01529657391408255	0.0018527101777121222	0.007854874468209039	0.008707117859771508	0.007961591784047898	0.004310061356601904	0.01210080718712782	0.0	0.013141162458177117	0.0029187785839510046	0.0024094738885211946	0.009644531344293257	0.0	0.0	0.02250300288542895	0.01395085656197224	0.0	0.0	0.011312663257530218	0.0	0.010444727203861583	0.00013930695822793703	0.01329805540298464	0.0032777780449047	0.007638562326842947	0.018026057566953635	0.0017749965453757977	0.009329180565814013	0.015795504540874736	0.012725898051957667	0.013723092720367884	0.0	0.005410238175240343
20892128	0.0	0.00043681542097241617	0.0034454377480676902	0.006830423067971007	0.00421190594908042	0.0230021288316392	0.006699754860094304	0.0	0.00574095055579651	0.0	0.003090341806256624	0.011603788396253619	0.006344238602956801	0.019274299949494464	0.0	0.0017498241394651615	0.0027506379285988022	0.008862675658913209	0.008886986507380967	0.0	0.005426330946772216	0.0029461167791508627	0.0	0.002812862242755544	0.002140540056223939	0.00018976665050467523	0.00038661419255002667	0.02309032957376191	0.0	0.0	0.0	0.0051560183397804495	0.008997804962370983	0.021377840838047453	0.009848699308821384	0.00024896292063621416	0.018912565414268237	0.01301602918936304	0.0024654826262414313	0.0008588820730556038	0.011717602800318288	0.004326205480609126	0.0	0.0035951241300526886	0.009818614123111243	0.012943872363012986
20898476	0.01565665429307876	0.0	0.0	0.018531844458362923	0.0	0.010706596106802956	0.002116059552228592	0.010194214546767992	0.0019731708151437257	0.009337833086940866	0.01460584291289006	0.0031866091323412447	0.017673684508139907	0.009884848640902506	0.0019448449607466693	0.0	0.00026773679559889744	0.01593868959211887	0.0023997404748363578	0.00040817875941600906	0.0	0.0025140818725838065	0.005616955393720087	0.007815283645222937	0.008341554934767993	0.006044230441515758	0.0035983588414485487	0.0	0.010156223311455818	0.018813128923275645	0.007116836969730729	0.0031371686995242407	0.0002942007073936959	0.00999548375222705	0.0	0.0	0.0	0.0003639999752200943	0.0	0.011372444260818996	0.0008761800977132445	0.0	0.012522136079620496	0.011045536761888955	0.005787840193654715	0.015171848228492475
20906079	0.003321761135005055	0.013246616624554678	0.02082623973731645	0.0	0.0	0.01052393614119219	0.016027033469262066	0.010500607065596189	0.005590536263456823	0.008319820240362487	0.002231890554125776	0.009923831738635187	0.008017208993489015	0.0	0.0069392923890846565	0.014928742936042046	0.008306877018240894	0.0	0.006691062712474429	0.006307162265497571	0.006551289089282512	0.004886270621170231	0.0	0.0	0.0012599108078512767	0.010391486033529133	0.013995220918131601	0.007032531799056131	0.004052947269080568	0.004798068068062405	0.01683751059342383	0.010578350166412705	0.0029395838988945213	0.001067838831739609	0.011235894240751144	0.0061097186439235	0.0011212000773665705	0.0006101263146216179	0.008691659301716169	0.008328266641925798	0.006697773710897444	0.0	0.007666798420465861	0.00446724435836741	0.004640920027568492	0.0
