	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13
46547648	0.0	0.0	0.0	0.0	0.0	0.0	0.047340414010997194	0.0	0.0	0.0	0.0	0.08136535815794871	0.0
50100770	0.0	0.0	0.009438791427081082	0.0	0.010178113365316386	0.0	0.015344762088214557	0.0	0.0	0.0	0.0	0.0	0.0
50102376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09062204130193208	0.0	0.0	0.0	0.0	0.0
50104008	0.0	0.0	0.0	0.042994327724795174	0.0	0.0	0.0	0.0	0.0	0.03741311601487045	0.0	0.0	0.0
50104134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1497592579755803	0.0	0.0	0.0	0.0
50104846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022490902164037832	0.08624533900529582	0.0
50106442	0.0029288468465799456	0.0	0.0	0.0	0.0	0.0	0.0	0.035254002198674465	0.0	0.004766448806987703	0.0	0.02633659256112539	0.0
50106730	0.0	0.008449543018629659	0.0	0.0	0.010345566412454396	0.0027759472049718546	0.0	0.0	0.0	0.0	0.056301705554738624	0.0	0.0
50107871	0.0	0.040255491764193616	0.04224190803093581	0.0	0.013342292706865978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
50108048	0.004543362788643915	0.0	0.0	0.024910937657708812	0.0	0.0	0.04452514115201378	0.0	0.0	0.0	0.0	0.0	0.0
50108462	0.0	0.0021282921629368324	0.0	0.0	0.02871712726336541	0.0	0.0	0.0	0.0	0.0	0.016056765598119308	0.0	0.0
50108750	0.0	0.0	0.0	0.035085504451268255	0.0	0.0	0.0	0.01100925675837541	8.687321856674189e-05	0.0	0.0	0.0	0.0
50108912	0.02200591889006433	0.0	0.0	0.009053704528352264	0.0	0.0	0.0	0.0	0.1420497140724304	0.0	0.0	0.0	0.0
50109215	0.007803116739872696	0.0	0.0	0.000939981629842335	0.0	0.0	0.0	0.0	0.0074824068437371	0.0	0.02138502826174172	0.0	0.0
50109927	0.02034145334174486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12845059747623935	0.0	0.0	0.0	0.0
50300822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1377572930885329	0.007348596433915476	0.0	0.0	0.0
50301675	0.00403333893537971	0.0024577618042069898	0.021817658837502817	0.0	0.00423832746147197	0.016954211224327023	0.0	0.0	0.0	0.0	0.0	0.0	0.0
50305165	0.022944404677911846	0.0	0.0	0.007524416553521126	0.0	0.0	0.0	0.017737436551747403	0.0	0.0	0.0016782828425564017	0.0	0.0
50400259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05252150319353648	0.0	0.04475644211782963	0.0	0.0	0.0
50400385	0.0	0.0	0.0	0.0	0.0	0.05880907722968288	0.0	0.0	0.0	0.0	0.035048357812595916	0.0	0.0
50402693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15869339935685822	0.0	0.0	0.0	0.0
50402729	0.009810088507058933	0.0	0.0	0.002848767090579049	0.007158650804931133	0.0	0.0	0.0	0.0	0.0	0.00574956941289209	0.0	0.0
51624179	0.0	0.0	0.0	0.0	0.017315408080225383	0.0	0.0	0.01007769525689227	0.0	0.0	0.0	0.0	0.0
54122640	0.0018189023022591193	0.0	0.0	0.015043013555735958	0.0	0.0	0.04665965302848327	0.0	0.0	0.0	0.0	0.0	0.0
55897318	0.006209709972459662	0.0	0.0024750229338918127	0.0	0.013701535369943164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
56432243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03786462565956662	0.0	0.012065912696215316	0.0	0.05787837981661071	0.0
5779736	0.020322149770879486	0.0	0.028153936958824653	0.0019106025619699968	0.0	0.0	0.007251491940457934	0.0	0.0	0.0	0.004573837775441444	0.0	0.0
60747316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1271186782656309	0.06913868375504217
66754397	0.0	0.015151600551019788	0.0	0.0	0.0020216923347706407	0.03673787638749402	0.04010505828995629	0.0	0.0	0.0	0.0	0.0	0.0
69982533	0.0	0.05440391130380725	0.0	0.0	0.0	0.03871589173163033	0.014241045314616197	0.0	0.0	0.0	0.004210842863683276	0.0	0.0
70153803	0.013730277317279594	0.0	0.0	0.04899861077208145	0.0	0.0	0.0	0.0013527256969826029	0.0	0.0	0.0	0.0	0.0
7253015	0.010424446680419011	0.0	0.0	0.0	0.0	0.0	0.0	0.005370472725654199	0.007037801738529429	0.0	0.03602475086422985	0.0	0.0
7265221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003807104533888875	0.0	0.012162455918630851	0.0	0.12158678947028792	0.0
7287209	0.008636098030419958	0.0	0.0	0.014424308825908616	0.0	0.0	0.0	0.031823782365846105	0.0	0.0	0.0	0.0	0.0
74753465	0.021944264301408105	0.0	0.0	0.019188131877444198	0.0	0.0	0.0	0.0	0.0	0.04739729267497495	0.0	0.0	0.0
75990666	0.0	0.0	0.0	0.014788675573128601	0.0	0.0	0.0	0.0052980961654861825	0.0	0.0035830683296474083	0.0	0.022003751767827952	0.0
76647134	0.0	0.03337832468312383	0.0	0.0	0.03525348507650374	0.05281148218527022	0.0	0.0	0.0	0.0	0.0	0.0	0.0
76755449	0.0	0.00024418670996297987	0.0	0.0	0.03440638440470242	0.0	0.0	0.0	0.0	0.0	0.010497982510870838	0.0	0.0
76867532	0.0	0.0	0.0	0.009728313328980233	0.0	0.0	0.005816599503263768	0.0	0.0	0.0	0.0	0.0	0.0
78353027	0.0	0.039126221348730957	0.003934729333637337	0.0	0.0	0.08544065041360363	0.0	0.0	0.0	0.0	0.0	0.0	0.0
81852640	0.012142495655620887	0.0	0.0	0.03631577623702975	0.0	0.0	0.0	0.0	0.0	0.0	0.003993748739378432	0.0	0.0
81874628	0.0	0.0	0.0	0.009887204821352842	0.0	0.05318787965499282	0.0	0.0	0.0	0.0	0.001193799193178335	0.0	0.0
82317494	0.04168969865121226	0.0	0.0	0.002176588694021933	0.0	0.0	0.0	0.04515874294284349	0.001259403557628539	0.0	0.0	0.0	0.0
83984043	0.0	0.0033027588044278657	0.0	0.0	0.04981698827508106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
84642424	0.0	0.06918881780195549	0.0	0.0	0.04620977365567811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
85171938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3835949818523061
87645445	0.0	0.017085369314061613	0.0	0.0	0.021806047610338126	0.02422826405353304	0.0	0.0	0.0	0.0	0.0	0.0	0.0
89164957	0.0	0.0	0.01633340462498572	0.0	0.0	0.0	0.07428720774051811	0.0	0.0	0.0	0.0	0.0	0.0
90267190	0.02538329598820934	0.0	0.0	0.00924344288042491	0.0	0.0	0.0	0.0	0.0	0.02417269072762904	0.0	0.0	0.0
91018909	0.026696564235031382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05947004190964868	0.0	0.0	0.0
98953007	0.0	0.008908578991857145	0.020775310071242392	0.0	0.0	0.0	0.04517986336093475	0.0	0.0	0.0	0.0	0.0	0.0
