	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S20	S21	S22	S23	S24	S25	S26	S27	S28	S29	S30	S31	S32	S33	S34	S35	S36	S37	S38	S39	S40	S41	S42	S43	S44	S45	S46	S47	S48	S49
RIIAD1	0.0	0.0007816716720695592	0.00015925551922824917	0.0	0.0	0.002291178796299922	0.0	0.0	0.002258841306866708	0.0026935265244696256	0.0006374486036881072	0.00178737173229341	0.0	0.002484340598773231	0.0017713899011266548	0.0	0.0	0.0018557499396255107	0.0009062462260295451	0.0	8.273116428230756e-05	0.001633111155894915	0.0	0.0	0.0	0.0007637484088090631	0.0023328990197683127	0.0	0.0019194487128573975	0.0016492444945226225	0.0	0.0021460132174357083	0.0	0.0016336830904734607	0.0	0.0	0.0032360762741033096	0.0	0.0	0.002373923099842897	0.0	0.0	5.7518809908313775e-05	0.0018122339641101783	0.0	0.0	0.0	0.0	0.0
OAZ3	0.0	0.0	3.4426827815279255e-05	0.0	0.0008622310590709854	0.0002476926954071322	0.0	0.0006603699827328651	0.0017186624796366441	0.002463851278186268	0.0031829815879988116	0.0005738770287200517	0.0	0.0013218230312781417	0.0	0.0	0.0	0.002231248941821264	0.0005740968877697305	0.0	0.0010916295294825479	0.0003094977907088002	0.0	0.0	0.0	0.0028262255061146085	0.001532043269967303	0.0010515626995655227	0.000303281579122343	0.00448408044565677	0.0	0.0	0.0	0.0018101129566949297	0.0	0.0007778262151752733	0.0027129477641471356	0.0	0.0	0.0033147431618426606	0.0	0.00193749514278014	0.0	0.000292573529674076	7.313172646464436e-05	0.0	0.0008426425958457908	4.836339784677694e-05	0.0
C2CD4D	0.0013070802886655435	0.0	0.0008949593619031389	0.004359754616775846	0.0	0.002796290497050729	0.0013439708818980258	0.0	0.0	0.0	0.0	0.0	0.00344916057625798	0.0	0.0001546021334098299	0.00022777005584508674	0.001219876802665693	0.0	0.001455934211275323	0.0005918970919714697	0.0	0.0006747393875786396	0.0011457732590157076	0.0017831124110409499	0.0011017238368352745	0.0	0.0	0.0003413169250885967	0.0	0.0	0.0	0.0	0.0026810884752675804	0.0	0.0	0.0004324613006120576	0.0	0.0010692331257706183	0.0	0.0	0.0043121870205346784	0.0	0.0015047295208438602	0.0	0.0	0.002450210075255543	0.0016309730393223483	0.0	0.0006661669679002704
NPR1	0.0	0.0005784561824308551	9.520870626388383e-05	0.0	0.0	0.0	0.0024014255928798507	0.0007838797026840112	0.0	0.0	0.0017050107888577804	0.0017454586667130154	0.0	0.0	0.0	0.0	0.0032442151073531975	0.0	0.0	0.0037694326730288536	0.0	0.0011343329501312394	0.0	0.0	0.00031605036653872343	0.0	0.0009884922965168815	0.00025358810690180226	0.0	0.0024641331693549284	0.003355996015357012	0.005373661648786929	0.0	0.0	0.0015322805088468143	0.0	0.0008298623036659701	0.0	0.0026262023921039468	0.0	0.0	0.002254307585197019	9.542393833303513e-05	0.0	0.0018731599290546617	0.0	0.0	0.0	0.0007958729121502306
AQP10	0.0021941636618780583	0.0016935840867243178	0.0	0.0	0.0	0.0007302766671621381	0.0	0.0	0.0004976844877595638	0.0	0.0037776133773302872	0.0	0.0	0.0	0.006132955523756847	0.0	0.0	0.0	0.0002495821503990488	9.113082178440015e-05	0.0	0.0009206341380999056	0.0	0.0	0.0033601758126072397	0.0	0.0	0.0	0.0008031210161293047	0.0	0.0026881991227422613	0.001244754809058357	0.0015212833284444407	0.0	0.0009195780615388699	0.0	0.0	0.0	0.0003050264330012292	0.0	0.0005116849797579685	0.0	0.0	0.0	0.0010189172144877752	0.0	0.003790722986957999	0.004548106174243794	0.0014198092105312946
PYGO2	0.001293427347731755	1.6548823240962306e-05	0.0006888679975866997	0.0	0.0	0.0	0.0	0.0013514133863311486	0.0011935154647679546	0.004059511047192054	0.0022252667914259075	0.004999412979495682	0.0005062649055571458	0.0012228909709533556	0.0	0.0	0.0	0.0008444152733811691	0.0002001256140065399	0.0	0.0	0.0038168019459824056	0.0	0.0	0.0	0.0	0.0011079377249174126	0.0	0.0	0.0039690439510189105	0.0	0.0	0.0	0.00027468467621083654	0.0007373786607332073	0.0020869929429853805	0.0	0.0008361092627613722	0.00021708426021683743	0.0	0.0	8.788944453028803e-05	0.0016057310054816102	0.0	0.0	0.0012518960906153526	0.0015670803326870786	0.0	0.0008224444304200395
THBS3	0.0	0.0005724039210226455	0.0	0.0032106190776732065	0.0	0.0	0.0	0.0	0.0011293173733224636	0.002235522344439702	0.0	0.0	0.0	0.003733949585043876	0.0	0.0003746743611524321	0.0	0.004324698588165625	0.0012630541976144764	0.0	0.0	0.0004295501812208758	0.0	0.0013376341279760667	0.0002876593583206755	0.0	0.0018203876283510343	0.0007873923964771559	0.00011591973180304897	0.0020344629793399146	0.0	0.0018117580598738922	0.0	0.0018354972626709546	0.00028692618199226003	0.0004173426228317941	0.0016397148508856707	0.0026538952780933494	0.001456764876492473	0.0	0.0003802717651946265	0.0010492485555584317	0.0	0.0	0.0005822941994489682	0.0013579194683778527	0.0	0.0	0.0
LMNA	0.0	0.0	0.0	0.0031697955889291108	0.0	0.0006268027719595456	0.0	0.0	0.0007664224698132439	0.0	0.0	0.0	0.0017836710475916393	0.00025908501718923245	0.0005604852282891304	0.00023957779376773902	0.0	0.0	0.0013396707553714454	0.0	0.0	0.0019433153344414619	0.000264497467193837	0.0038291495342078594	0.001271909747558483	0.0	0.0027583543858929658	0.0	0.0011301243423538193	0.0	0.0006390374215088405	0.003187960397432058	0.0	0.0	0.0	0.001665208660124601	0.0028550362158129635	0.0	0.0	0.002340259287708475	0.0	0.002532090531498959	0.0	0.0	0.0034857563945948017	0.0	0.0010057658145315406	0.0	0.00039348259224920455
DCAF8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005616899783635509	0.0018209071772402653	0.0	0.0	0.003720316073731429	0.0	0.0	0.0	0.0	0.0	0.0005189143622818174	0.0005780670185832554	0.0	0.0033815841888392077	0.0002665616704995673	0.0014332848601974128	0.00014008401994034382	0.0	0.0	0.00024669646909729174	0.003073954933075725	0.0	0.0	0.0010386718702614366	0.0013192817288776816	0.0	0.0013732428806564505	0.0016199137938754638	0.0	0.0	0.0	0.002127538236898671	0.0	0.0	0.0	0.000263309135200142	0.0	0.001975871709316917	0.0006242456630701167	0.0012190267612428797	0.0031015539561851063	0.0031152498398162765
MAEL	0.0	0.0	0.0	0.006864121842103991	0.0004051810756607503	0.0001298281692709614	0.0	0.0010920427529148107	7.329616538865633e-06	0.0	0.0	0.0	0.0	0.0	0.0019292628344288246	0.0	0.0	0.00046104682821838537	0.0	0.0	0.002508588252542272	0.0014076505027900042	0.002381275081715904	0.0019641849578940214	0.0	0.0	0.0	0.0005268157209978071	0.00013806714505579294	0.0	0.002232362978644264	0.0010481904441986727	0.0	0.0	0.000220019578033329	0.0016058460693926294	0.0	0.0	0.0	0.003962783833533891	0.0	0.0031217900192953944	0.002104097958482248	0.0013997122912552736	0.0015688024882026773	0.0	0.0007310573901322163	0.0	0.0
POU2F1	0.0	0.0006992717237102274	0.0003773833579018324	0.0	0.00031579243513267204	0.0	0.0	0.0	0.0042539910706953215	0.0019457347753068111	0.00037518883157623397	0.0030613256533023213	0.0	0.0007213109208464939	0.0	0.0	0.0	0.001260424257698234	0.0	0.0	0.0011106045114457005	0.0007675434789916385	0.0011089156852589295	0.0012929554470327025	0.0	0.0017936676247435857	0.0	0.0	0.0	0.0008406424833726304	0.0005561890852676238	0.0	0.0	0.0017907242641041913	0.0	0.002068763759679703	0.0005870214632162354	0.0	4.9448384175737383e-05	0.0009282472470494779	0.004825088298200625	0.00015487012828360568	0.0	0.0	0.0022609399123116663	0.00014027794745732328	0.0017748132657165096	0.0025786405044887994	0.0
CREG1	0.0019895424844823097	0.0	0.0	0.0003329706221084805	0.001250645128640383	0.001518644058816719	0.0003168324294633551	6.90546210763769e-05	0.0	0.0	0.0	0.0	0.00045024805059943934	0.0	0.005272260937313818	0.0019143078488820776	0.0034127079237355703	0.0	0.0008496233171580915	0.0	0.0	0.0	0.0017706570436681714	0.0006335498837890259	0.0024551084189239868	0.0	0.0	0.0	0.004215845210003871	0.0	0.0	0.002034720689961012	0.0009964012579502665	0.0	0.0	0.0	0.0009368501686764826	0.0	0.0	0.0	0.0	0.003208782112841598	0.0	0.0010050364707390302	0.0	0.00011740918891261816	0.0	0.002217935360482387	0.0005792832852591722
RCSD1	0.004115876631205613	0.0	0.003677623594487191	0.0007825067066119006	0.002617684610225658	0.0	0.001679937681533201	0.0006153724389839415	0.0	0.0	0.0	0.0005736861236469093	0.0012436945976794067	0.0	0.0009536163335098536	0.0023429845957423593	0.00559421565594593	0.0	0.001960957219219261	0.0005650105984396785	0.0	0.0	0.001648512172670111	0.0002720435981108848	0.0	0.0	0.0	0.0013076008196332418	0.0004551284743827447	0.0	0.0	0.0	9.909249640974452e-05	0.0	0.0	0.0019486548397896766	0.00036116983607817864	0.0014123678197650292	0.0011697038634177423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007627213665130332
CCDC181	0.0	0.0	0.0008403128079077153	0.0002633124599594327	0.0	0.0	0.0	0.001440818516202935	0.0007087190185929062	0.000281668957965749	0.001310568071627305	0.0	0.0	0.0035886734802158013	0.0	0.0008525818390495449	0.0	2.500809998971253e-05	0.0	0.0	0.004175768128200584	0.0025564068171197046	0.0010097736208155952	0.0	0.0	0.0026004866101235675	0.0033969134634452367	0.0	0.0006488474013949534	0.002411278407819089	0.0	0.0	0.0018743904562879565	0.0008733298329527592	0.0	0.0006989509103515469	0.0026254672683919513	0.0	0.0	0.001352671867660302	0.0	0.001184341773087523	0.0	0.0	0.0	0.0026238835433243326	0.0	0.0	0.0
SELL	0.0	0.0	0.0	0.0010530880640776978	4.798740359985883e-05	0.0028163734840174763	0.002438769801915285	0.0	0.0	0.0	0.0	0.0	0.002189554003792124	0.0	0.002220119675428728	0.002271255931567292	9.700067601036066e-05	0.0	0.0029258374537150258	0.0	0.0	0.0	0.0	0.0008617539795594223	0.0020908696416365898	0.0	0.0	0.0	0.0018059785151927383	0.0008682746186613334	0.0	0.001654947956585624	0.0	0.0	0.0	0.0	0.0021225542832235	0.0	0.0	0.0	0.0	0.006906134581311929	0.0	0.00040128870314062767	0.00042575246630695626	0.0024360986606395754	0.0	0.0010464632909858505	0.0014918271759616383
SUCO	0.0005337197691645206	0.0	0.0	0.0013861169050346867	0.00036944978666362204	0.0024209658635097196	0.0013643693225697275	0.0	0.00019547179553338552	0.00027380502800357327	0.0004738370862309932	0.0	0.001373133377342277	0.0001363597107728575	0.002210319205345927	0.0	0.0	0.0	0.0019306335292195954	0.0	0.0007089439318930263	0.0	0.0	0.0008532258013949921	0.0023344725505183364	0.0	0.0	0.001407770498322807	0.004057986130192601	0.0	0.0011457105049848188	0.00036721242661823044	0.0	0.0017226425852483272	0.0	0.00020119231897452317	0.0012310805966961919	0.0	0.0	0.0008555552389699047	0.0	0.00114713985683178	0.0056079652307457605	0.0018675650285076295	0.0009847744818500708	0.0	0.0006431589416208626	0.0	0.0
RC3H1	0.002238136383896678	0.0008949326603321671	0.003136308505684377	0.0	0.0009214630280414412	0.002527652696384278	0.0014407741254307568	0.0013960245996413876	0.0	0.0	0.0	0.0	0.0006291878957277335	0.00030078621817136806	0.0	0.0	0.0	0.0	0.0	0.00210961081730748	0.0	0.0	0.00012452930367252993	0.0	0.0011789935832492277	0.0	0.0	0.0	0.0	0.0013805101724308896	0.0032738375107430125	0.0	0.0013374749998271947	0.0015806843671018979	0.0007860427708041676	0.0	0.0	0.001394117744726495	0.0024375217048601713	0.0	0.0011165712230548274	0.0	0.0022347172807552786	0.004222224375250201	0.0	0.0004937660380781517	0.0	0.0	0.0
ASTN1	0.0	0.00030349422619553834	3.574209204899311e-05	0.0	0.0	0.0	1.7371268951094153e-05	0.0018940519392849412	0.004932277382536234	0.0	0.002240361378520621	0.0005874528502528726	0.0	0.0	0.0	0.0	0.0	0.0017034248102667834	0.003749282788818352	0.0	0.0	0.0005357913264450292	0.0004684764474517339	0.0	0.0	0.0017741885142225355	0.0004834567264796386	0.0007594192170403424	0.0011941050427808902	0.0019020884390676027	0.0	0.003015575515081188	0.0	0.0	0.0	0.0012897047471907555	0.0030397613570904525	0.0	0.0032240683215613354	0.0018002133416018691	0.0	0.0003861163016071535	0.0	0.0	0.0008976784724820442	0.0	0.0003184495910774308	0.0010476618830485632	0.0
RASAL2	0.0	0.002371312324204432	0.0	0.0	0.0	0.0	0.000911716371256864	0.0005737719179823586	0.0	0.0	0.0025956821599526702	0.002548792542275373	0.0	1.984990979117331e-05	0.0	0.0	0.0	0.003430764705278415	0.0	0.0	0.003835542796184599	0.0	0.0010360558818456364	0.0	0.0	0.0	0.0010553900538459136	0.0	0.0	0.0038372705089078037	0.0	0.0004516646574373687	0.001978724269080508	0.0	0.0030045012222380475	0.0009409338770052961	0.0023889529945108883	0.0008928086511605798	0.0	0.0004725278298482166	0.0	0.0003338157689746737	0.0019897096996685654	0.001468362974143326	0.0015302029719009885	0.0	0.0	0.0	0.0
FAM20B	0.003059932725810866	0.0	0.0034988905316523516	0.0	0.0006871355731341763	0.0	0.00045610715071146954	0.002845134336170596	0.0	0.0	0.0	0.0033854590460102307	0.0	0.0	0.0	0.0	0.0018762609311087507	0.0	0.0003474374474690496	0.003953890063119996	0.0	0.0	0.0	0.0	0.001094124804623613	0.002922769666393608	0.0	0.0	0.0	0.0021262201843542106	0.0006720193677125532	0.00010068834057266495	0.003148870822815495	0.0	0.0	0.00053772011016136	0.0	0.0019673032146466543	0.0006422357367654756	0.0	0.0	0.0	0.00010456602410380217	0.001527027446360249	0.0	5.732062004263399e-05	0.0	0.0	0.0018742056660674118
CACNA1E	0.0	0.003596454325133574	0.0	0.0018470328311586673	0.0	0.0	0.0	0.0	0.0	0.0024960284550276514	0.0022827523065807325	0.0010605062949546479	0.0	0.0015868258009440763	0.0	0.0	0.00036400904315852427	0.0019197695365399693	0.0	0.0	0.0	0.0	0.0	0.0	0.00019338220213518074	0.0	0.00016099367380349695	0.0	0.0	0.002794578458572548	0.0004233901496417029	0.003449853888808295	0.0	0.0	0.002951149784256347	0.0	0.0	0.0	0.0012048611169960162	0.0	0.0023517362044324077	0.0	0.0002783194113650645	0.0029239874449135	3.5784551421095344e-05	0.0019285442213197068	0.003454003962153263	0.0	0.0007960621728793103
NCF2	0.0	0.000267401937746735	0.0	0.00032634623318752293	0.0	0.00020242061408893062	0.0	0.00016585281936297883	0.0011375925285491218	0.0018536724542737905	0.0011004575921878617	0.0011668367026457017	0.0	0.00038732576498809717	0.0020209629965108637	0.0	0.0	0.0005986317069552659	0.001561523802549376	0.0	0.002825477073668125	0.00123680375636941	0.0	0.0032278081152315244	0.0	0.0	0.0011854185033681613	0.0	0.0	0.0013657338948890633	0.0	0.004959385521224758	0.0	0.0005534919589128628	0.004104373137001054	0.0	0.0	0.0008735798832315059	0.001055080468301365	0.0	0.0010789892630699508	0.0	0.0	0.0	0.00032721608707446853	0.00273616420019779	0.0	0.0	0.0013737332180994522
NIBAN1	0.0	0.0	9.032367075682441e-06	0.0	0.0	0.0	0.0	0.0	0.0020543700207363257	0.0017515801914996776	0.0020475636607898092	0.00019989497182028675	0.0	0.002568578389362344	0.0	0.0	0.0	0.0017000250433517807	0.0006216242130743251	0.0	0.0010610708034820139	0.0029897777034371565	0.0011753043348582603	0.0009837999656791279	0.0	0.0019028921145362112	0.0	0.0	3.0383303891536078e-05	0.000812767323037316	0.0	0.0016267062148056515	0.0	0.0022955671175089215	0.0	0.002876984961837251	0.0010540646157593209	0.0	0.0	0.004529962514138324	0.0	0.001129589560944548	0.00038935480677774987	0.0007553982414155898	0.0008410539045126798	0.0	0.0019433596292330545	0.0005813604635671459	0.0
TPR	0.0	0.0	0.0009386179790873861	0.0003734525374867906	0.0001890945252038707	0.0	0.0	0.002773095993549269	0.002017325388897976	0.001585439826971699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004347791231754514	0.0	0.0	0.0012545506399578958	0.0024369585694739523	0.002158044391574414	0.0	0.0	0.0	0.0002681326664987718	0.0	3.191722892600963e-05	0.0	0.0	0.0011641071363354136	0.0006383516471204037	0.0026488350720881063	0.0	0.00216328245395522	0.0012115067305454015	0.0	0.0	0.0026832347108913654	0.0	0.0015274763505732079	0.001288511555720895	0.003878308129949298	0.0	0.0	0.00247291499466001	0.0	0.0
PTGS2	0.0	0.0	0.0003908678592882303	0.001984702295932977	0.0	0.0037755940362238366	0.0016507696582031485	0.0	0.0	0.0	0.0	0.0	0.004090605773555241	0.0	0.0027863349390693302	0.000744250932488047	0.0	0.00039662280943589484	0.0024201725168968412	0.0	0.0	0.0	0.0019009370359454709	0.0010181282874471608	0.0006218838176190788	0.0	0.0	0.0	0.001188353505317978	0.0	0.0	0.0	0.0016612527943565276	0.0	0.0	0.002070899273642414	0.0	0.0	0.0	0.0015969249718825681	0.001284940800718017	0.0029627579670034824	0.0017002080646167188	0.0013135102039845607	0.0	0.0	0.0019277565185622189	0.0	0.0
CFH	0.00013748649511785408	0.0	0.0	0.0007218065317911995	0.0	0.0005770270156918156	0.0	0.0	0.0027508908868878936	0.003346567076969621	0.00030006171389584604	0.0	0.0	0.0023634291713355415	0.0	0.0	9.982598016793419e-06	0.0	0.0	0.0	0.00037366261516149507	0.004679919682096755	0.0	0.0034422022112004106	0.0012378005645854021	0.0	0.0002837278863902325	0.0020834514676971953	0.0006143453344129449	0.0	0.002343550533580051	0.0005774595207217461	0.0	0.0	0.001146178058783152	0.0030689994384731425	0.0	0.0	0.0	0.00036040063878993325	0.0005923181358176474	0.0	0.0	0.0	0.0017209754981224136	0.0019173902877523395	0.0	0.0	0.0033869696616695235
ASPM	0.0	0.0	0.0037158606268855774	0.0	0.0	0.0	0.0004252711298918211	0.0029080701183373703	0.0022668286769081717	0.0011750639565807348	0.0008812932096875128	0.002296709070958722	0.0001150287049455871	0.00036494663601241775	0.0	0.0	0.0	0.0018195937290708696	0.0	0.0	0.003107679991811098	0.00046678195056438994	0.0	0.0	0.0	0.0005753637420816711	0.001398425384826268	0.0009486614683677267	0.0	0.0017358606016801511	0.0008224834495059891	0.0005442411805523223	0.0	0.0016844184221309075	0.0	0.0009107586882981294	0.0025899771230171523	0.001479966987816405	0.0	0.0020159499550107714	0.0	0.0011697290215589642	1.5171646365436085e-05	0.0	0.0016293282289544355	0.0	0.0	0.0	0.0
TMEM9	0.0	3.508286139432424e-05	0.0	0.0019402763512127226	0.0007534744728559794	0.002354319276981145	0.003399618924413281	0.0	0.0	0.0	0.00011937671373508982	0.0	0.00016378169471043005	0.0	0.0016330310961759308	0.0002117108476439121	0.0008912099030022464	0.0	0.005395735069756424	0.0	0.0	0.0009189537616946376	0.0025286363650222896	0.000699405103753817	0.004297420409062771	0.0009352311193804517	0.0	0.0	0.001983524071343929	0.0020251287671697697	0.0	0.0	0.0	0.0	0.0	0.0	0.002280990299939347	0.0	0.0011744712480715631	0.0	0.0	0.0	0.0	6.61429014145982e-05	0.0	0.0013361232609098521	0.0007921244109495454	0.001244413142104441	0.0
KDM5B	0.0	0.0	0.0005262062064741502	0.0	0.0	0.0	0.0	0.0021806737521842035	0.0008381668407499018	0.00046519011708371266	0.0	0.0	0.0	0.000541341830159337	0.0	0.0	0.0	0.004517255851295429	0.0	0.0	0.0013420369856590247	0.0	0.0	9.376991850438018e-05	0.0	0.002181715898194531	0.0038252232662671372	0.0	0.0	0.0024157268766326363	0.0	0.001368695501202177	0.0011091504027734731	0.0018373424333332394	0.0	0.0033359507832062085	0.0017200326292541213	0.0	0.0	0.0025983619548005763	0.0	0.002477052464193796	0.0	0.0003820020025877572	0.0	0.00206407860564793	0.0	0.0016361056372158455	0.0009037933661952066
MYBPH	0.0013635088924050175	0.0011138023688624754	0.0	0.0	0.0001673663258413914	0.0	0.0	0.002619795587731273	0.0	0.0	0.0	0.0009399717011593951	0.0	0.0	0.0	0.0007285871146972377	0.0	0.0	0.0	0.0023852615032173316	0.0008918725896757007	0.0	1.3337940336769618e-05	0.0	0.00038791836188973905	0.0	0.0047378140907536025	0.00047979721147047895	0.0	0.0014949293303832163	0.002622031136391598	0.0	0.0	0.0	0.005549531749434022	0.0	0.0	0.0021209463037261903	0.0	0.0	0.0	0.002154512119069106	0.0010994287854653997	0.0028411105842400474	0.00042760448547118327	0.002725162523904416	0.0	0.0011060996616302987	0.0
ZBED6	0.0007114687828065309	0.0008088873945270324	0.00022688677494390617	0.00013354345165346324	0.0026010241351683643	0.0	0.0	0.004673531557506857	0.00031506660839316914	0.0019622812712792206	0.0005688285681109585	0.0023173868560801736	0.0	0.00012713817700127922	0.0	0.0	0.0019812451171610295	0.0	0.0	0.0	0.0008205629337015944	0.0	0.0	0.0	0.000811000821192892	0.0	0.0005954138135557515	0.0	0.0	0.0002948912943707002	0.0012584131153750562	0.0002548522531796683	0.0	0.0	0.005515509698401063	0.0	0.0	0.004430208658119796	0.0017644421813436202	0.0	0.002380990834849051	0.0	0.0007031372221000488	0.0	0.0	0.001793020088397789	0.0	0.0	0.0
PLEKHA6	0.0	0.0	0.0	0.0	0.0022123938364467734	0.0	0.0	0.0018824650177163315	0.0	0.0008673151901483654	0.00406334427415023	2.4979016068139592e-05	0.0	0.0016752113489713002	0.0	0.0	0.0	0.00265866065390774	0.0	0.0	0.0011217718794194408	0.0003325501657239959	0.0	0.00020241041150838524	0.0	0.003628311684809719	0.0018652686999155077	0.00044729329011250664	0.0	0.0016293665141992745	0.0	0.0008252094796965902	0.0	0.000937973143860182	0.0	0.0011981271298940209	0.00010619488724504884	0.00019619829014248206	0.0	0.0030355916351496037	0.004052046070666873	0.0	0.0012768954175810948	0.0	0.00015908798081816652	0.0006927513039637797	0.0014435631961126109	0.0	0.001068883899636694
CR2	0.0	0.0007080255537855269	0.0	0.0003675561571359847	0.0	0.0004889139348869397	0.0016424791610880338	0.0	0.0025536099950706306	0.0004103688932170874	0.0020794848773518114	0.00011753768119154863	0.0	0.0	0.0	0.0	0.0	0.0008790849100354048	0.0	0.0	0.0015809352853321198	0.00438984821229951	0.002731033820367114	0.0	0.0	0.0	0.0	0.002181525941118683	0.0	0.0007342792148259837	0.00041005365597877733	0.0	0.0	0.0006812548068527212	0.004848921801152383	0.0	0.0018206373291005172	0.00043372934714793555	0.0	0.0020461496355005	0.0010616138917344173	0.0008875743578828936	0.001210851180557208	0.0002624367371597267	0.0023697213708023875	0.0	0.0007573633741754862	0.0	0.0
VASH2	0.0	9.708353680490338e-05	0.0006614564881251612	0.0	0.0011187298565987227	0.0	0.0	0.0	0.0015556257785438816	0.004691059416910803	0.0010449705894254866	0.0023794714211868256	0.0	0.0016617878785028257	0.0	0.0	0.0	0.0019574790121499965	0.0	0.0007389241325844847	0.003011111574980504	0.0010041941187422612	0.0	0.0	0.0	0.0006568470857315397	0.0019265721652629566	0.0	0.0	0.0011502479635238187	0.001885720803344662	2.8323178997097553e-05	0.0013786940038700089	1.7585987172181464e-05	0.004899929754058596	0.0	0.0	0.0010028673691351263	0.0	0.0	0.00028615346416768886	0.0	0.0020231835997555738	0.0	0.0	0.0	0.0	0.0019306437741708916	0.00021983086628242228
SMYD2	0.0	0.0	0.0	0.0	0.0005588484099692562	0.0	0.0	0.0	0.002580084737905589	0.0	0.0	0.0	0.0013433843592700005	0.0	0.001409214926375518	0.0	0.0	0.001534643454919861	0.0006473173666456855	0.0	0.001221588024976239	0.00012078403280546367	0.002866373891786562	0.0	0.0	0.001939072566426767	0.00018502988322326297	0.0	0.0012430785303395372	0.004192249513930623	0.0	0.001862075826275975	0.0	4.246566695726558e-05	0.0	0.0027300579677405046	0.002376816733328585	0.0	0.0	0.002650208990322498	0.0	0.002300774059655468	0.0	0.0007719366374187322	0.000758029303222747	0.0	0.004029868602101979	0.001176755268307365	0.0
DUSP10	0.0013252281380971122	0.00030253593199210306	0.0018609403046360238	0.0	0.0013681172969052858	0.0	0.0	0.0	0.0008409185389133426	0.003312119518379161	0.0030113056867993116	0.00037462611647614977	0.0	0.0002747830883925903	0.0	0.0	0.0	0.0007523221494502825	0.0	0.002749132578322145	0.001192217917686123	0.0007044803710471689	0.0	0.0	0.0	8.306720014718383e-05	0.001497190862267801	0.00027446080372112185	0.0	0.0012558446530429842	0.002563903290751727	0.0	0.0	0.00031098572182016734	0.008028560234733575	0.0	0.0	0.001641105166465689	0.00014104136308938672	0.0	0.0016309185533715904	0.0	0.0004477571723324456	0.0	0.000258543014833203	0.0	0.0	0.0004589596913721309	0.00025213449706132406
FAM177B	0.0015408760053432992	0.0	0.0021929590666288166	0.0	0.001311366116355276	0.0	0.0	0.0008824756221845094	0.0014462297077605759	0.0035740249933528213	0.0	0.002363118318671459	0.0	0.0027465253865227505	0.0	0.0	0.000934852307632681	0.002804279618169849	0.0	0.0	0.00040730628026105895	0.0008063293281139238	0.0	0.0	0.0	0.0017046290940323694	0.001163019178711335	0.0	0.0	0.00010551244917371592	0.001022489537439302	0.0026881542807166287	0.001794627107115616	0.0	0.004014737049175202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008590436470619214	0.0003331188647172864	0.0	0.0025484749276737796
NVL	0.00043963197115695597	0.0	1.1709812247505482e-05	0.001188218298309964	0.0006399122145823443	0.0	0.0004741492925155966	0.00013133074008913717	0.0	0.0	0.0	0.0	0.0013828581639993448	0.0	0.0040621341457698565	0.0013351854637712161	0.0056600811070673445	0.0	0.002601259845674058	0.0	0.0	0.0	0.003323310269214051	0.0020098530459347216	0.0006905767548550061	0.0003711311320081193	0.0	0.0	0.0017330744392749214	0.0	0.0	0.0014636090798147636	0.0017962549513250178	0.0	0.0	0.0016739293183059348	0.002726473826709703	0.0	0.0003712845452329805	0.0	0.0	0.0	0.0	0.0008704234059392835	0.0	0.0009198223379393075	0.0	0.0013144684393207643	0.0
DNAH14	0.0011887016242310175	0.0	0.0	0.0009158891924974912	0.003084333988800563	0.0015167918116612865	0.0	0.0	0.0	2.8764321129901257e-05	0.0	0.0	0.0022422252002488783	0.0006399419661766291	0.005074191613402135	0.0025683594573637654	0.0018841075637194681	0.0	0.0007617823207107191	0.0	0.0	0.0	0.00026146966709430976	0.0	0.0	0.004722614477223115	0.0	0.00029433413842686485	0.0	0.0	0.0	0.0	0.00085418167120451	0.0	0.0	0.00012954891009137078	0.0042790806079237645	0.0	0.0	3.884780417139586e-05	0.0	0.0	0.0	0.0	0.0010048267530658006	0.0029451718814249885	0.0014119939808282566	0.000978649941148386	0.0005473358016675985
LIN9	0.0	0.0008036421224126092	0.0	0.001323289260320892	0.0	0.005448960977354718	0.0005711694137995549	0.0	0.0	0.0008408526462410368	0.0	0.0	0.001177465015427018	0.0010961058813237635	0.0	0.0030820542367016933	0.0011075977791574947	0.0	0.0	0.0010423234487037455	0.0004458083745181953	0.0	0.0017054172932341985	0.0	0.0	0.0013955984015473848	0.0	0.0013358486411946652	0.0	0.0	0.003010994165193076	0.0	0.0	0.001090577467208046	0.0	0.0	0.0	0.003399845033093318	0.0	0.0008363539338176566	0.0010566481599411945	0.005451590931736778	0.0	0.0010972003341997339	0.0	0.00021889502498006775	0.0	0.00015838155843743036	0.0
