	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14
10101327	0.014533210458317	0.0	0.0185221347805858	0.0	0.003998539097496684	8.752252640208069e-05	0.0	0.0	0.0	0.009451730603359357	0.000982923680939322	0.01025643584069757	0.013289216055469691	0.0038529724907810097
10101589	0.0	0.0014502969004566457	0.0018318812181723648	0.005942244422256474	0.008569064524162862	0.01103480931475651	0.0016174505128630208	0.015541202447897128	0.0023813912018148414	0.008464050001301907	0.009338362515578858	0.008039788815499624	0.011765681122533829	0.008183988412273963
10221262	0.016431725573755843	0.0	0.0012767618723600852	0.0	0.011320409270550351	0.0	0.0	0.025650401817709	0.0	0.00048669573002971847	0.01254583523530482	0.0	0.0	0.011644447317911009
10222853	0.0012963810636248865	0.01623752956066215	0.00397407027969135	0.02044310921959015	0.004518622912451646	0.0028986480954195553	0.0	0.0031623128076751186	0.0	0.006188629042131815	0.016222734216216887	0.013481126701650043	0.0	0.0
10248033	0.0	0.009142142966068955	0.005625993851182304	0.016269311176686466	0.0	0.009677998099665975	0.0	0.0	0.0	0.013164013097500444	0.005774522139422079	0.0	0.025911419927426075	0.0
10298957	0.01726400298503629	0.0	0.020927785145979795	0.0	0.0	0.0	0.0	0.0003786024276758889	0.02152943372312196	0.0	0.0023118710296825794	0.0027528262050706322	0.013990329920668279	0.0018956448677742044
10435090	0.0016506891179253014	0.023324627110941527	0.009746943434409124	0.012227948525448938	0.0	0.0032804058374353616	0.0015568388437237515	0.004075167571235083	0.0	0.010349870813009558	0.014404838648495732	0.009627600766464546	0.0	0.003036110494099276
10684501	0.0	0.0	0.0026099025998019393	0.010746521358465136	0.006629581579662837	0.019939482035799354	0.0	0.0023997242271997492	0.0015590002092355174	0.0003843918972101478	0.018346299878029087	0.005070503295156515	0.015899600004875898	0.0
10866165	0.0	0.02046042071135856	0.0	0.00019538509359621255	0.0	0.0	0.007209513058969748	0.007861076321667083	0.012682776167655256	0.0	0.012560509588998963	0.0	0.012351035052484634	0.03780302719016671
11157783	0.008598024644630225	0.0008366030605936302	0.00787176815044184	0.0	0.00925980862087605	0.004040090601337862	0.014380971257530642	0.0016596874232564477	0.0022018213719733216	0.011209053456371406	0.00999782605064847	0.003464517024515578	0.005370908115020914	0.011659256599456965
