	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14
B3GALNT1	0.007487684298536796	0.0	0.0072203677679533226	0.0056587638834437815	0.002947316625326164	0.004443293897954109	0.0008703691600138926	0.005417313368263921	0.003958175019912026	6.947426817931256e-05	0.0	0.0	0.0	0.00635059563529238
SLITRK3	0.0009076109075587664	0.009199497830445139	0.0033889962590640194	0.00040089444305080145	0.0	0.006316021929525985	0.0	0.0	0.0020305388430954456	0.009469245222304657	0.002643887684699775	0.0	0.01267269245284154	0.0036923207812014046
PLD1	0.0011890567897617941	0.0	0.0	0.006272667819137853	0.009005769531459795	0.0013058029046902437	0.0006366687076268246	0.010398491201437904	0.013700556039639065	0.0	0.0056935900764314646	0.0	0.0	0.0019611649239897424
KNG1	0.0006883977067625154	0.001987342965776768	0.015943730224949743	0.0004320421502305918	0.0035121503088588243	0.00496353622883203	0.0011323113767563332	0.002969390528866203	0.003038426931658141	0.0070826226602976475	0.0	0.0	0.004277507215609502	0.0034306073121977074
EIF4A2	0.00915275325490438	0.0	0.0	0.002539520558233481	0.0032692915064988343	0.0	0.00921659314168598	0.0004081231583559242	0.004610180525829789	0.007306168225053742	0.006515426463534574	4.3194478589413244e-05	0.0	0.00022083191607364134
SPON2	0.006655927497485478	0.0	0.0	0.009056074438882697	0.003540907996707437	0.0	0.012262473362348624	0.0004259950943837399	0.0	0.00494643837681916	0.00021716519660163272	0.0	0.0037689639312170537	0.007272241598263514
MSX1	0.0	0.010685007225938953	0.009656380859113505	0.0	0.0	0.0025952703021504377	0.005788025201602302	3.9192401073910046e-05	0.0025159474384753777	0.004459752391326813	0.004072482561615148	0.001334401663472182	0.0	0.006381106354674352
WFS1	0.0	0.007605752784324514	0.0044790991191172285	0.0	0.0	0.00855158713734994	0.0	0.0017642832001496182	0.0015588529222298614	0.0004935005901113131	0.003395106904813552	0.005390463173614346	0.011845953032481524	0.009883829097304103
WDR1	0.003326848114689492	0.0	0.0	0.0031530753836058923	0.0067408346756738634	0.009360116636960252	0.0022441762829256023	0.00827907401182621	0.0	0.005170562185085835	0.008154344324013964	0.0	0.0	0.0017562162866649612
C1QTNF7	0.0	0.007594452992574311	0.0028469422597095363	0.0	0.0	0.007428216647616104	0.0009607268527960149	0.003846994994293699	0.011921127362763967	0.0	0.0025206629165338804	0.0	0.011930143369070391	0.000980336843393927
GABRB1	0.0	0.007758340722000853	0.00042730645688913077	0.0010893220293452903	0.0	0.004625469084066199	0.009127487721739104	0.0	0.0	0.012324770994717375	0.00595308956593089	0.0	0.009865444689495408	0.0
RASL11B	0.0	0.008793766446222664	0.0068525765209972115	0.0	0.005683203395441889	0.0046511219929250116	0.003542496674711287	0.003041436982063586	0.0	0.0	0.005371679838539154	0.0	0.008164150785152506	0.0014042225863638092
THEGL	0.0017577191640647547	0.0028324841994749575	0.009594248231441291	0.01069485393859367	0.0	0.0029942357766162622	9.39011596047146e-06	0.013433923755767749	0.000578565460508447	0.0004750098197086488	0.0	0.0	0.0	0.004713592571845533
COQ2	0.0013346524186357244	0.007088628996168516	0.009230145216378124	0.0	0.0033922319521780685	0.0	0.0030739102860813357	0.007937616191958955	0.0	0.001214943900292796	0.009031190745796197	0.0011270193553378	0.002751046031030759	0.0
ABCG2	0.0017589519559982358	0.005805719522540168	0.0013489959903105202	0.003382203069052812	0.003471080755389752	0.014731811738441422	0.0010964980331777817	0.0	0.0008149603410863642	0.0	0.004999893092987335	0.0	0.0011477436182211265	0.011783639348435135
METAP1	0.0015640230079750593	0.010045149578450825	0.0026799013014864714	0.0	0.0	0.0	0.002215868048710338	0.0	0.009850004745254975	0.0	0.011668677167036994	0.0033658885300753834	0.002807187670229038	0.006376970584105815
