	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15
SSBP3	0.002639531168377836	0.0001739274303206999	0.0	0.0	0.0003253726042875402	0.005660728884499212	0.005997403513648684	0.001010137606769679	0.002253627732791629	0.0018312181660541738	0.003182994697083137	0.000885633750848769	0.0005058728467573236	0.0	0.000495397160696957
DHCR24	0.0024731149261362968	0.002929989785129888	0.0	0.0	0.00024437135162210747	0.0002378933157472426	0.0046164940719462975	0.0017997750013299613	0.0008272600864471538	0.00333850287833825	0.0033590394891547556	0.003117808149318502	0.0009388749472613342	0.0009756435381595333	0.0010076048385192977
TMEM61	0.003794632070273342	0.0017967710548386676	0.0	0.000219235978459036	0.0	0.0025604411490662907	0.006779645187130097	0.0	0.0013479511122923315	0.002812114745812104	0.0018437425580637532	0.0	0.00043479724179297475	0.0012823967035991224	0.0016314311385476619
PCSK9	3.7970487614397255e-05	0.0013187856233125102	0.002626506539783006	0.0028191079484541615	0.004169379329516965	0.003093027463023587	0.001415355033903063	0.0016731038231940268	0.0018718441978354174	0.0	0.001801730979639846	0.002993673886721826	0.0	0.0006714630818516622	0.0019499695704106473
DAB1	0.0	0.002217999410707286	0.005341143178397661	0.0	0.0022888908228295463	0.0035894111203992494	0.002183844999508837	0.0	0.0	0.0004210407836368102	0.002849771995868047	0.0007111016549045547	0.00267994479417036	0.0022504169850639387	0.0030753700407635254
PTGER3	0.0	0.0	0.0036777808875381123	0.003149880341256133	0.0031520446514732917	0.0007125393312473883	0.005508025917294631	0.000816918279482764	0.00409672612414493	0.0	0.0016083861512499853	0.001092133346604423	0.00032155383346702335	0.0	0.0028200535841401597
NEGR1	0.0	0.001167696773901967	0.0041361559564346215	0.00033949929876521254	0.003127056069857992	0.0014499977307888905	0.0	0.0027039019174039535	0.004035969083862506	0.0017405924921709943	0.0015889898057183454	0.0010308537672188247	0.004191097423188095	0.0010790560565915454	0.0008160830778527594
LRRC53	0.0	0.0020916962777779526	0.005530229439505218	0.00037006279847270164	0.00406570278165626	0.0025075561549320466	0.0	0.004081443195597994	0.0	0.00130119503308787	0.002347397323816188	0.0008268745580169144	0.0010328817992672787	0.0004041450810177282	0.0001704527606943477
SYDE2	0.0005597747661687131	0.002406298601244401	0.0034130181911733613	0.003630345139828278	0.0026216161438289923	0.0	0.0	0.0019127913609697947	0.0028096217667819266	0.0	0.0	0.0008069488773916018	0.005346375144791359	0.003061050770035004	0.0
C1orf52	0.0005900223102811311	0.00019767575867294588	0.0022985887895724784	0.0022299440427637723	0.004302426473514239	0.001747922914789682	0.000696873862894963	0.002980755147296252	0.002260270067335661	0.0	0.0011866328379508094	0.0021083172636431613	0.0034920530982553394	0.0006086573732138278	0.0029286960860675166
DIPK1A	0.0	0.00029365317318305156	0.0	0.0004912322312389449	0.003380812530588394	0.0	0.006473921072156522	0.0013981384266368042	0.002192475458838482	0.0	0.003963439383967517	0.0029366229618291153	0.0014992725885832148	0.003752079159977924	0.004642254189357631
FNBP1L	0.0	0.0008302963564883884	0.004458125754527505	0.00035264645144077536	0.00595148486465086	0.001696553755825666	0.001873941433132268	0.0009305056751498134	0.0009088228056094124	0.0	0.003884361372587137	0.001556290544131722	0.0025029924130594195	0.0	0.002543264435334995
SLC25A24	0.0010702586504368168	0.001626435843153696	0.0023434736780800687	0.0	0.0019065015834524757	0.0030109521196714515	0.00039748511376589573	0.0016314767283064913	0.003267141855245558	0.0006868447476798496	0.0026739544484242392	0.0026856991148416767	0.0035207443200228968	0.0014161214780708839	0.0004082926103812595
STRIP1	0.0035147543159968608	0.0	0.0	0.0032881678896136217	0.0	0.003265201104808961	0.0033757140621497234	5.8556248764823675e-05	0.0015639174766287041	0.0031564546445661265	0.0022208019321582977	0.0	0.0	0.003734847679388886	0.0020383787745006264
CAPZA1	0.001361448900896961	0.0	0.0008271221247379594	0.0028681873343327567	0.0	0.001050770627710635	0.0	0.0007961710073749222	0.0031493036253559337	0.011508105049566135	0.0	0.0003625896176139136	0.0	0.002822206379243436	0.005359683876981491
LRIG2	0.0004073905326307175	0.0011696385256786844	0.0	0.002284204246779172	0.003306043121506644	0.0020971487858845363	0.0016365443397481267	0.0028052466013704764	0.0019759487960535407	0.00155938192952251	0.0023111741899679624	0.0	0.004887926815514654	0.002955355127556906	0.0005431397122933306
OLFML3	0.0009174057579405066	0.0009899195059459853	0.005206244681366332	0.0	0.0021068298451208264	0.0024377170956056513	0.0038914657870883643	0.0	0.00022663116093203298	0.000606260406298744	0.001473643997232419	0.001780886987326112	0.0030495406498105425	0.00048027357884561703	0.003988578216967201
TRIM33	0.003510832662729097	0.002260081906690054	0.0	0.0	0.0012474472222055155	0.0	0.0	0.0021233091944351436	0.0017544355121723945	0.0020800066425912993	0.0022825819254876636	0.008350771402445598	0.0010148479008686268	0.0	0.0022566122319330134
RNF115	0.0026877414310363715	0.004928450642056458	0.0	0.003614588874017527	0.0	0.0	0.0	0.006170785770469327	0.0007991840967016993	0.0007301595771381658	0.0010620011740178712	0.0011785002185029148	0.0	0.001773758530365743	0.0014747351438641554
