	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17
10101327	0.0	0.0	0.0003594262760792132	0.0	0.02363270301847497	0.0	0.0	0.0	0.01787348941423302	0.006445868381696982	0.0	0.0008164637266552085	0.023543411566705186	0.022193429987840546	0.0016673559602329582	0.0	0.0
10101589	0.0	0.0	0.01982836836550475	0.001955348069518717	0.0	0.016375922941953867	0.015103049190537747	0.0	0.022550946464515408	0.005804138355444473	0.0	0.008991542671570115	0.0007760541859396445	0.00841375253674303	0.0	0.006849736096597589	0.0
10221262	0.0	0.0011128133699226353	0.007265923587981004	0.0	0.009731321308601036	0.022042705820567818	0.0239501536414117	0.009899275855376947	0.005641774990319606	0.00010026387718460743	0.0	0.0	0.018805875274920735	0.0	0.023123145283854125	0.00882042954774432	0.0
10222853	0.0005239076465005101	0.0024176095519803558	0.0035244785054176627	0.0	0.0009374117019062426	0.0	0.002034303147884744	0.05805070508013279	0.010611891532859947	0.0	0.0	0.014253019448916292	0.0	0.0075875512035601615	0.0029790946620831833	0.0	0.0
10248033	0.0011959754714984635	0.0005078347844271602	0.014128764017972088	0.007580189339582758	0.0	0.0	0.0	0.010606108985236352	0.011436334541208225	0.0	0.0	0.007408983763324789	0.0	0.03915040036967125	0.0	0.011319791233081168	0.0
10298957	0.0	0.0	0.0	0.0188136737415053	0.01866464676215831	0.0	0.009216179651946559	0.0	0.0	0.037311020878800935	0.0	0.0	0.00020407471554493377	0.0	0.0	0.002118695477731276	0.0
10435090	0.0	0.024739493601626323	0.0	0.0053168727813646234	0.001233601899703204	0.0	0.0	0.031955205346085674	0.010123465469403556	0.008716203333898843	0.0001042906706592933	0.0031754465661387545	0.0027197051694146357	0.0	0.0	0.0	0.0
10684501	0.0	0.003866762908750437	0.0	0.0246720420584297	0.005451929444746984	0.005120201475283371	0.0	0.0	0.01707706237877373	0.0037410548687614605	0.0	0.0	0.0	0.012244056194746285	0.0	0.0	0.018025571198871746
10866165	0.0	0.0	0.006957098318299113	0.006309555415362448	0.0	0.0	0.01816722051428882	0.028099499766820468	0.011435689911008481	0.0	0.030599456395656175	0.0036354490337176366	0.007295399757070702	0.0	0.0	0.0	0.0
11157783	0.013531729590868033	9.573717689383613e-08	0.02266744711163729	0.0	0.004421433637922639	0.008008872683338587	0.006429094793136758	0.007367207699477266	0.00853038210317894	0.0	0.02505176633358596	0.0	0.0009021749394452486	0.011613967476783652	0.0	0.0	0.016516339204757192
