	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14
10101327	0.0	0.01830696481506769	0.019432861844068307	0.0059368539961806915	0.0	0.008784608609265042	0.002343612878249652	0.007353908040100261	0.0001655445506146394	0.0	0.0007700128804598508	0.0	0.0	0.005904617884133461
10101589	0.004734071155724311	0.0022428503680749306	0.0	0.01032573035165502	0.00592280859986188	0.006637946288593016	0.0036370604422174798	0.014754887492608377	0.0077730950468390516	0.01852417985495641	0.0	0.002504103560718786	0.0	0.008506915506338485
10221262	0.0	0.01612551954546185	0.003403800729039363	0.0	0.0	0.004096681679094924	0.0	0.0	0.0	0.060430356513125394	0.0	0.002495321973941426	0.0	0.0
10222853	0.012656106193776927	0.0009888518253564332	0.0045828308681472914	0.0	0.004171304382960557	0.006672060141488237	0.023493476508941437	0.013022795979878718	0.006056789788607982	0.002441402766730601	0.0	0.007612494912534081	0.0	0.007148099310644666
10248033	0.008131443066317615	0.0010380258986047238	0.0	0.013480579553183962	0.0	0.00890882992415403	0.00873754286952305	0.02532683177947877	0.0	0.0	0.0004028905533304275	0.0027704727337819527	0.0	0.01233305933575478
10298957	0.0	0.018960501703030423	0.018773087009966063	0.01046708086871297	0.0	0.0	0.0	0.0	0.009511196158461485	0.004150427728311727	0.020404961193719724	0.0	0.0	0.0
10435090	0.016317737878978954	0.0	0.0075390780838318185	0.0	0.0	0.009093005678625716	0.02119246744461166	0.005234733966533045	0.003839460248330784	0.0	0.0	0.0085801025517528	0.017318958839775196	0.012143342416392094
10684501	0.0	0.0005850921965436694	0.0	0.0169120429373371	0.010374544198990893	0.0	0.014273570517589942	0.018060486692047868	0.0	0.009097643977524966	0.0	0.003963235229952221	0.0	0.004708520168337721
10866165	0.026337323697092112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028110375166841412	0.020852935307539778	0.0	0.003237306200331828	0.026057612390627444
11157783	0.0	0.007342530006827885	0.007731932809970191	0.0031802454745147595	0.007490786792556026	0.008434210132161946	0.006127968518896299	0.005508722630373804	0.0	0.004183930482258226	0.012645308028549556	0.008415471501904949	0.015088162548956374	0.008574802650704679
11319389	0.0	0.01258679791252169	0.016500751978353965	0.0047574362143960455	0.00288245157951542	0.0024043206694293754	0.008427685748425126	0.0015857020520311192	0.0	0.008019711494307993	0.0	0.012101690501868042	0.007251444291339872	0.0
11326252	0.007521306932039092	0.0	0.0	0.018714206801539	0.006027616422230915	0.0	0.010354965556587646	0.017179974159216523	0.0	0.0	0.0	0.0	0.0	0.013547795294958547
11327005	0.027496897401951964	0.0	0.0	0.0	0.0	0.017661739193198196	0.0	0.006431353398293969	0.0	0.021085346165478743	6.838779671627941e-05	0.010885919478097215	0.0035833436056332147	0.0
11345331	0.0	0.0	0.0	0.0	0.010356838791460847	0.0029630133976552434	0.013372703349595333	0.022686058179339153	0.012902293065460807	0.004294164011515394	0.0016723520627659005	0.009591808473153999	0.0	0.0
11392518	0.000732522760389195	0.0	0.0	0.0037085305859918824	0.009988462958803302	0.0	0.006989916660264255	0.022550576694543013	0.006481688279957991	0.02037265164999112	0.006843263794206193	0.0	0.0	0.0
11413170	0.015569550097994416	0.0	0.0020486423001157016	0.0038347888262285365	0.004228803044992038	0.0	0.015584050011623623	0.0	0.0	0.0	0.0	0.0074699783952680236	0.009735416124293819	0.04390650310511285
11453772	0.029103195748250616	0.0	0.0	0.0	0.0	0.016594338387089704	0.0	0.013439476600306303	0.02284465134381009	0.0015034416576971898	0.0	0.0	0.01608676619432767	0.006146982784971116
11606935	0.00847362066586376	0.0	0.0	0.0	0.0	0.0	0.00350564303852526	0.022903820787085177	0.0	0.005351987050256076	0.0	0.025612979894512552	0.0	0.0
11616707	0.006134602775363815	0.0035703832241363014	0.012927811373727267	0.014330863591583176	0.008379473365679109	0.0	0.003098923502704104	0.008095218638976463	0.0	0.01177213440692994	0.0029605773578282057	0.0	0.00982603169607194	0.003321514501990427
11619606	0.015278143384783156	0.004019488768033696	0.007089408118438752	0.009206430708868917	0.008225688628866946	0.007871718802946778	0.0015143732037210765	0.010165619362250182	0.0020743946600181883	0.008590826946667842	0.0	0.000725089760211637	0.0	0.012438112475415077
11652071	0.005463126374273112	0.0	0.00562801120535009	0.011368438375975263	0.0025520718315069644	0.0	0.017560187454035165	0.006941991780159963	0.0117914463605681	0.0	0.0	0.0019973737627260167	0.016024764528387265	0.02946816265544511
1243685	0.0	0.01901157204722119	0.01197815024702081	0.0016130535328577336	0.001741055953404197	0.0	0.0022359741193376994	0.0007987841359060063	0.004810576941358199	0.0	0.01534136330752176	0.01535035994955063	0.016225739311624788	0.0
14498577	0.01051276511569353	0.00737150623733358	0.01379504385625154	0.001214567887805161	0.0	0.008449879365892685	0.0021975255970637826	0.0006894178975863521	0.012336406128345759	0.007570145203881152	0.0	0.005409774113823952	0.017598192585564908	0.012613521184088011
14641578	0.0	0.0076541849307789935	0.0021694916469656962	0.01531985689365719	0.011995469541575135	0.010609897685519957	0.011520333134384088	0.0	0.0	0.015280368287303135	0.014874798049082094	0.0004812094812113182	0.0005890651143337944	0.0
15387421	0.0009051264828224848	0.0	0.0	0.0	0.021383771051298597	0.01276670389555303	0.010269547325538713	0.015501752175962717	0.0	0.0	0.0	0.0	0.0	0.04424647120012851
18414513	0.0	0.01872491979897526	0.009943353611751514	0.0019549456408566195	0.006879360046959917	0.01417760304036603	0.010023165929118682	0.0012282707630729493	0.0023051998895768887	0.0	0.0033225679807229605	0.003418343336899904	0.012987065124715196	0.0
20112377	0.00547581616707975	0.013049094477324467	0.010871651888775917	0.0007038914254852343	1.7967297990533676e-05	0.018921812454542594	0.002611339274447425	0.006587691304052406	0.0019685025493569653	0.0018258548510794745	0.005389601054545957	0.008555640060736754	0.0	0.0015854054773672252
20120255	0.0	0.0	0.0026226627722080753	0.013310516200363009	0.006521374969130852	0.0	0.0	0.04054930134553133	0.0072491055387013765	0.0	0.0	0.0	0.0	0.0017537793556556822
20124619	0.018472561266687795	0.0	0.0	0.008279501673751428	0.008975713429226312	0.002436679211048259	0.0	0.0	0.005938565721726219	0.011375533515318635	0.012466005329533873	0.013288600092780456	0.0	0.019745816854874684
20139562	0.010620836022467524	0.0068424552390897635	0.0052879895151101055	0.0146925624644408	0.0019968612899674194	0.007716711142016768	0.0021939840282890004	0.015521828250389568	0.0009047174840197374	0.0015402393402049032	0.007105607518771687	0.0	0.0	0.010000871146629143
20147440	0.0	0.015556386178518917	0.011880625568367864	0.009323527287201748	0.010895079513937329	0.007876599097787963	0.0	0.005871392705708849	0.0	0.0034122812470322715	0.0	0.0	0.005815282055599146	0.0013804536961520295
20152393	0.02377934720888194	0.0	0.0	0.013487324999225935	0.011762526624315676	0.005742317826087398	0.019037033095106154	0.0	0.0	0.005596394156499753	0.0050658756854149506	0.0	0.0008871980855871078	0.0
20156469	0.0	0.02743053658774389	0.02403486462147172	0.0	0.0	0.0	0.017664677543230405	0.0	0.0	0.00362781374545149	0.0	0.0009653258496081176	0.016202054804807776	0.0
20173942	0.0	0.03804891453059764	0.005435192991558334	0.0	0.0	0.0	0.00937859877059092	0.004701852999024628	0.0	0.0	0.0029931431175810406	0.0	0.01726939500062869	0.0
20185860	0.006005178459853824	0.0	0.0	0.014159996964258525	0.015333079279692593	0.0	0.007051727656695217	0.009266361401800588	0.0	0.0	0.0	0.007102491686039469	0.0	0.02083970741326906
20187042	0.008529106569888282	0.004817821904780464	0.00682903311392982	0.006298769076502842	0.00787192185262768	0.013540277150278716	0.0	0.004401667504212002	0.0	0.0	0.008094666137743553	0.011735731829182324	0.011523000026566312	0.006516272033207308
20195344	0.00526131196016886	0.0	0.0	0.010070668251732086	0.01385051063458796	0.009920665272582343	0.00790330123765475	0.004766750040488839	0.0063928378550401465	0.010019084830328057	0.0	0.01553049689984401	0.012988409212020768	0.0006074173765570829
20197364	0.0	0.01822292527665801	0.016398132649142787	0.006625047819485834	0.00103477970468242	0.00801741013226752	0.0	0.0	0.00864165622686416	0.004537592573764701	0.003045596593620433	0.01391530270479558	0.008541232235085986	0.0
20204538	0.0	0.014568319745183814	0.011894363280638993	0.008672299176853405	0.009676299130920921	0.0028546344031725878	0.00045460908461273877	0.0070153521251279305	0.004669697710706626	0.0	0.007860215141727925	0.004615277901845809	0.0	0.0
20214850	0.0	0.02046579008340385	0.0029326908135694305	0.00017320441516291345	0.0	0.026252914770447857	0.00981566241902821	0.0	0.034113382835067735	0.0	0.0	0.0	0.003794732223133493	0.0
20225925	0.010082838155280186	0.0026160622831011998	0.002843732258697199	0.006246945710142671	0.0	0.022875172811057137	0.01742579766384337	0.0	0.003069730935803547	0.007894143739867507	0.0	0.0035308773551544124	0.02712809361355763	0.0
20232474	0.003980211393480893	0.0	0.009277485011458492	0.003131115898862384	0.011446006342862657	0.0	0.020067380470450268	0.0009713262761944293	0.0	0.004556465288873862	0.0	0.0178718634442011	0.0057154353854007535	0.016838337584726713
20242958	0.003301494523529454	0.00046165714022627	0.005217940503862909	0.013421983442299787	0.0	0.0	0.0198138793829336	0.013069761238736627	0.013375564901377248	0.0	0.0	0.01430344106362125	0.0	0.005066585125183648
20251553	0.0016148354973640673	0.0	0.004788183461892052	0.013469553202392839	0.010490847935781257	0.0	0.009633261298201235	0.009209938385783357	0.007384580532175777	0.0007439151547260897	0.0	0.02195534756709739	0.0	0.012331150607965025
20252720	0.00423045850698517	0.001241619908354352	0.0	0.0009817409395409483	0.0047898995001179655	0.008484805639671059	0.01989112450972797	0.012419445091185935	0.0	0.0043725524143619614	0.0	0.02171452176053038	0.00794013610821616	0.0
20254902	0.011555976936927134	0.0	0.0	0.007650584310297271	0.00575372505215106	0.012055785279719029	0.006498264384285278	0.007219192131976068	0.004209819644204584	0.0012947673276662262	0.01555782342202356	0.010363982713520369	0.0043571651895295445	0.007535571649943524
20260284	0.0	0.0	0.00170713066629772	0.0012031030626268157	0.028845339456876305	0.0	0.007910548701560653	0.008893392021295802	0.0	0.0	0.0	0.022298459539974724	0.0	0.0
20267709	0.010714764967802421	0.004153659284842937	0.01192504723332004	0.01720834600503698	0.0	0.0034577877215353574	0.009877604780185062	0.002067242084150474	0.0012610319623546063	0.007986024795237	0.0	0.005663603333638126	0.01817139327870908	0.00545642111468764
20271359	0.0060269703974411126	0.0	0.0	0.007543341129391975	0.019482316339452497	0.0	0.016554718877888088	0.009347158343042375	0.007485468745812272	0.0	1.8831246509527807e-05	0.0036579430707785253	0.0	0.004568473440981299
20275399	0.0	0.00044687720835895377	0.010453308448121399	0.012387824507503954	0.009811581018504028	0.0	0.004931985625689242	0.004755608500643827	0.001308622978340583	0.0	0.0	0.01637534061662561	0.01633504727640329	0.0
20283691	0.0	0.0029277442654605875	0.022851261181024343	0.013685703314273167	0.0	0.0	0.0	0.014848438068519872	0.022286124976474204	0.001389114244190185	0.0	0.0	0.0007014648780339535	0.0
20299973	0.0	0.0070268757327064365	0.004270656946497232	0.013458277823115549	6.382348275973384e-05	0.0	0.0	0.008694147270774341	0.0029892145508264635	0.011661913813970342	0.0029862305522787573	0.012981091015356501	0.022512573300252435	0.0
20358955	0.003666897718588037	0.0	0.001638552869162378	0.015397742876489403	0.0027068880888284656	0.0	0.0063474111174334135	0.011471860274378713	0.003515173706103129	0.014931119774498416	0.008947187392592742	0.0	0.01770535818528015	0.008834947713397897
20371236	0.00709382496925523	0.004987665398190469	0.006512962512308563	0.0013782660679204372	0.008756180021146125	0.02538883697127171	1.3110395014054855e-05	0.0	0.002578305140417607	0.0	0.022213510299689206	0.0013986919494724484	0.0	0.01333369341350833
20376029	0.0005969041841985392	0.0	0.0113912908533299	0.0	0.008453127207576933	0.010587442307353527	0.004066211478553771	0.0030267255961175	0.0	0.0	0.020618018168395476	0.01863744704657307	0.003378477692329167	0.02834126045260303
20380417	0.005543067059178927	0.0	0.009567554300658363	0.010767776337620978	0.009943718045793831	0.0237896208624799	0.0	0.0	0.01307600178369161	0.014744152342145808	0.0	0.0	0.0	0.016654448549609548
20390027	0.0	0.039135508631954107	0.008059451499830153	0.0	0.0	0.0017351869698210046	0.0034261093376342167	0.0	0.0	0.00144588551496952	0.0007824449244774103	0.0	0.039390398520597635	0.003880893121321506
20447343	0.004987252003712915	0.012467526856198313	0.01718418140964575	0.0031048231213589923	0.0	0.003431959613731278	0.006104628153547368	0.0	0.0022775506260554806	0.022552718767426417	0.0	0.0	0.013475714998957493	0.006146535771275523
20453625	0.0012135434544723659	0.019315924843474105	0.017227448858218086	0.0	0.0	0.0	0.008535007405192014	0.005789256516128032	0.005495781033561962	0.007966199367720967	0.0	0.006290391931859856	0.02375385248773452	0.0
