	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S20	S21	S22	S23	S24	S25	S26	S27	S28	S29	S30	S31	S32	S33	S34
NMI	0.0014169458342091833	0.0	0.0005177709482705939	0.0007298231372873567	0.0	0.0	0.0	0.001127076165311562	0.0	0.0012890889911385947	0.0009773381153540775	0.00035144466443859975	0.0	0.0	0.00041170165837884243	0.0	0.0006587523264185981	0.0024676287251852013	0.0007044350702480315	0.0025281115213417952	0.0	0.0019552019200666454	0.0014108263324304217	0.0012131699068496974	0.0	0.0	0.0016900219453559351	0.002406177131893612	0.0005537379187471074	0.001699257905882613	0.00171414574560085	0.0001646440485032166	0.00034714740735668605	0.0008315892492010503
ERMN	0.0017610502883022	0.0	0.001657834614811976	0.0004548311698235416	0.002200131456973698	0.0	6.026860740990242e-05	0.0	0.0	0.002109016645158431	0.0006675646019524913	0.0005748005334450535	0.0010622522824281287	2.9679409945514345e-05	0.0	0.0	0.0014932433848016307	0.00045779446187789533	0.0031494245803590317	0.0008921948803639663	0.0	1.8881809136326145e-05	0.0013979870249937396	0.0	0.001040993837348635	0.0010364540884807358	0.0006963083958929025	0.0011771021515169032	0.0	0.0008320423423223909	0.0014092417995620217	4.878022766208119e-05	0.0007573679915137656	0.0008892458337794981
UPP2	0.000839391757827731	0.0011603973096893667	0.00039442574391660215	0.0012108413966324676	0.0	0.0019072893727399467	0.0	0.0	0.0021500535514486045	7.07731657901687e-05	0.0	0.0002684299866448385	0.0005857899089208127	0.0	0.001246899795667311	0.0015868390726214347	0.00238658783909373	0.0008827576445680039	0.0	0.0	0.0002522858490323238	0.001192269902611149	0.000782953473651841	0.0018353346707504989	0.0	0.0011333614115315706	0.0005310002600701561	0.0	0.00035754485815123167	0.0008705925165518864	0.0014650508200263327	0.0016362855801602993	0.0013987150779109416	0.0010554787746297918
TANK	0.0013307683589369205	0.0	0.001525657238848629	0.0018687683167063285	0.002513994804985733	0.0	0.0006313459494049136	0.001712904254293295	0.00010237508954406935	0.0007516218946220958	0.0	0.0008193179372024181	0.0	0.0019513687421197597	0.0010521462728938268	0.0007248777701714365	0.00019661721919595515	0.0004754539851129948	0.0003506776121634684	0.001684715669603768	0.0015485208401265266	0.0006011638008060914	0.0011185313571258073	0.0	0.0	0.0	0.0	0.0	0.0006721001169988897	0.00015452271660483372	0.0005880938734224269	1.7506827046978663e-05	0.0006744665811143173	0.0018204357037524756
RBM45	0.00037768278016651614	0.00014724137537601827	0.0	0.0007461427812096408	0.0011337009678908173	0.0013155333331913517	0.0	0.00014541252959882016	0.003072782436972606	0.0003111968361749174	0.00118695034468579	0.0006038997944118955	0.0011848115929779912	0.0014157905533796924	0.0008541393579912252	0.001538076238085029	0.0006162563565528837	0.00014991119510659998	0.0	0.0	0.000998952413183392	0.0012607024922550972	0.0	0.00019018770788488355	0.0019664126092313384	0.0011694520358322912	0.0017010666728723123	0.00031368512232580006	0.0	0.0	0.0009330549639158536	0.0014016685574379858	0.000869487140714713	0.0007587474935112443
TTN	0.00033242440680857153	0.00022794522640877412	0.0013869623661907165	0.0	0.0006411841968073118	0.0014704056044917168	0.00011892127778299895	0.0008911176227156448	0.002225621653979807	0.0014336205017002276	0.000656977284049184	0.0	0.0002741361987446221	0.0	0.00025242312395751075	0.00011668135254804894	0.0036625191761358706	0.001428843455431018	0.0	0.0020975967595861264	0.0004137059984089168	0.0	0.0	0.001007106361504777	0.0019355733018435572	0.0	0.0002185740946783052	0.0003754816222649742	0.0013619432524311407	0.0008579915738440552	0.0010279676795944218	0.0008092196238912037	0.0002064141081856544	0.0
ZNF385B	0.00033552134427177507	0.0004464623088986279	0.0	0.0009507552492606338	0.002897469221945325	0.0002543361936151106	0.0006495737485934793	0.0005863263717445319	0.000442356812753497	0.0	0.0010808110258389222	0.000293941863006623	0.000203340582791778	0.0011117411173955742	0.0	0.0004340402366405385	0.0007046542746869325	0.0026606310434397753	0.0	0.0005315102233752967	3.131243720474159e-05	0.002499756991468474	0.0011028260851034162	0.0014074108433620796	0.0011697418394270324	0.002794073318737616	0.00011739774292590042	0.0008169453373343997	0.0005089344849275722	0.0007758526218777868	0.000266335681576729	0.0	0.0	0.001083244822716536
DUSP19	0.0	0.0009341145252000721	0.0	0.0005654121437841562	0.0	0.0005593406797025037	0.0	0.0015684700787633485	0.0019314716210498066	0.003650221674896616	0.0003488970074065957	0.0	0.0009137446393680609	0.0	0.000393285023995243	0.0004086149454375092	0.0016403733949693171	0.0021007262381504883	5.339356476698575e-05	0.0007460975614189442	0.0009692808557314401	0.0	0.0005053241658196055	0.001494762028702025	5.1299183151166845e-05	0.0012522776577801914	0.0014404577142224937	0.0006102054469681121	0.001582767112193355	0.0009127986952191846	0.0	0.0	0.0015953562757284492	0.0005224915994260339
NAB1	0.0	0.001234293963948705	8.82647178165275e-07	0.00010031156371432076	0.0006225428588924962	0.001063242046361529	0.00048166098858959063	0.0013590377506807515	0.0027184201798260317	0.0009297553886721743	0.0012915288880462313	0.00013748259639265176	0.0002818758283732797	0.0014081232156958128	0.001908764283823862	0.0008182801033887251	0.0	0.0	0.0	0.002219646264678701	0.0004510583686654231	0.0	0.0	0.001407159078905896	0.0011203177243581392	3.686913898437509e-05	0.0	0.0002215337072012504	0.0017930324948360892	7.408002448181308e-06	0.0021525899011259637	0.0001551115702757404	0.0015514016248549146	0.0008036297944127006
SF3B1	0.0	0.001842939594870521	0.0	0.0005213981525788941	0.0	0.0012472388328364215	0.0	0.0012776614136669837	0.0011233400919628475	0.00169058252725344	0.0006426602196487418	0.001675588173344523	0.00040194063978342393	0.0	0.001744298340305142	0.0	0.0	0.00214590545362082	0.0	0.0017122936909856042	0.0	0.0022448399911919573	0.000500932551024986	0.0006999037444824574	0.0	0.00031368180063328765	0.001410002763080214	0.002505133878803473	0.0009782161397364755	0.0005912414451195527	0.0	0.0	0.0	0.0
RFTN2	0.0	0.0008776510218479592	0.0	0.0	0.0	0.001338501608398595	0.0012459309026894285	0.0013731924465404312	0.0012748322381309868	0.00042444940565897465	0.0026990778706249855	0.0	0.00023884682791091959	0.0014520983320878917	0.0	0.003090990920238736	0.0	0.0	8.881028083539372e-05	0.0015766528210062482	0.0	0.0005987776025172558	0.00016840612569753144	0.0007781094640955517	0.0009672843430736099	0.0002699531313418866	0.0016471772503311804	0.0002606192795398693	0.0021705954875510347	0.00011565979620557673	0.00233966825107076	0.00055228741875142	0.000672400628981907	0.0
MARS2	0.0004904411198163103	0.0012399283406039074	0.00041216338807120197	0.00023812082776822325	0.0	0.0024441277500676234	0.0	0.0	0.0007766909922898698	0.0009240345325525118	0.0013523093656949922	0.0	0.0008432602655616465	0.0006488018828766844	0.0	0.001468326282246968	0.003181910049145151	0.0019202279761888757	0.0005032448207106034	0.0	0.001054242254557145	0.0	0.0	0.000354784728676716	0.0	0.0007748177475321469	0.0018663066103386833	0.001157587498805329	0.0	0.0015645783468056361	0.0014468718210016087	0.0	7.510286155322851e-06	0.0021443863201908585
CPO	0.0004834084975893991	0.0024862050299975166	0.0008518238962788246	0.0017545250979154388	0.0018340710224129205	0.001972327953365865	0.0003198096637908307	0.0007468144954300863	0.0011461935006505841	0.0003910497289021499	0.0007762215499560633	0.0	0.0	0.001593098596003502	0.001068980001467089	0.0006175086791989047	0.0	0.0008087028935376369	0.000837225500564551	0.0006786611015202383	0.001580771776899115	0.00011288449657179013	0.0	0.0	0.0	0.00017445462500932884	0.0005601234337290114	0.0005127269169469047	0.0004035662723369494	0.00012505745397053765	0.0009183115516482621	0.0003051511984788986	0.0	0.00038593024340513636
PTH2R	0.00120742035485081	0.0	0.0018046797747338192	0.0008375523891887384	0.0012454643005934776	0.0011181834714650432	0.0024592943745436694	0.00023955047287377643	0.0	0.000530398329269903	0.0015343366333547357	0.0013707171044463305	0.0007537976794469174	0.0006921790423420322	0.0	0.00043828442999094427	0.0005600520396291103	0.0005126616840466355	0.0017551880303978275	0.000582355226274546	0.0010502281406186468	7.945031795094936e-05	0.0	0.0	0.00046660163794646613	0.001057676072126373	0.0	0.0008438379069250082	0.0	0.0007896450451555221	0.00046238306013471846	9.91834623695926e-05	0.001669837560888607	0.0008181869599241669
RPL37A	0.0	0.002090162402764178	0.00022339861562574678	6.272636221856835e-05	0.00034731397128436465	0.0	0.0	0.0007890818801854376	0.001988192443519019	0.0009738879742070707	0.00022718804470261687	0.0017644888045067976	0.0007587236768321888	0.0	5.836323751586242e-05	0.0006396268962511698	0.003513057301256364	0.0007898396248874157	0.0	0.0002566278238613237	0.0015391066978860176	0.0	0.0010068160538007254	0.0020218997029791733	0.0004060705041442779	0.00017812490186663502	0.0	0.0008751252606588273	0.0012203276766957136	0.0020744635065353093	2.1727678198045294e-05	0.0	0.001869965765510206	0.0017327049899096905
CNOT9	0.0007578532452212252	0.0003753026346290829	0.0002121393699244014	0.0015135114934743108	0.0009317704392969319	0.0	0.0016436440908061173	0.0013299089524052962	0.0011815367976559282	0.0	0.00040018538211281644	0.0	0.0010946240000671425	8.913624322026182e-05	0.001086302625223223	0.00038806738127320563	0.0	0.0025946121273266887	0.00038996118404257304	0.0016701058118135973	0.0	0.001956223794905657	0.0013627823325062704	0.000632386139932954	0.0	0.0006041983964749533	0.0006462094058797147	0.0023639329398283918	3.9380786867785155e-05	0.0013120242229142376	0.0002237583722704933	0.0	4.2859674921802065e-05	0.00012139012407451954
SLC23A3	0.0	0.0014913677770354444	0.0	0.0	0.0	0.00011748527371337063	0.0005793811482058673	0.0	0.0006160955573424141	0.0010314141750543196	0.0019511153203478782	0.0	0.0007118776201461136	0.0	0.0014085755341339875	0.0006928335322530406	0.0017192950627242468	0.001319027328082323	0.0006355171921101374	0.0	0.0014225615181979146	0.0016006286229036748	0.0	0.001837567022033634	0.001284118726068244	0.0015236266395309184	0.001550398748057835	0.0	0.002085181048743981	0.001667256375660899	0.0011022743431705316	0.0005519519125980791	0.0009364772828027056	0.0
